dataset,doc_id,query_index,label,cluster_id,candidate_count,cluster_n,cluster_radius,cluster_radius_std,cluster_label_entropy,cluster_majority_share,query_centroid_distance,summary_ndcg,pq_ndcg,full_ndcg,summary_utility,pq_utility,full_utility,full_gain_over_summary,pq_gain_over_summary,full_minus_pq_ndcg,best_view,best_utility
douban,douban:520601097,38361,douban:rating_4,191,287,288,0.06176508963108063,0.051148492842912674,1.8764411085089585,0.4340277777777778,0.031037211418151855,0.5711601909662337,0.6457545768494585,0.5391870169376467,0.5711601909662337,0.6297545768494585,0.4927870169376467,-0.031973174028587015,0.07459438588322476,-0.10656755991181177,pq,0.6297545768494585
douban,douban:32960490,39890,douban:rating_2,132,166,167,0.4808052182197571,0.13870474696159363,2.0818600351702936,0.31137724550898205,0.7260236740112305,0.0,0.0,0.06625422345438904,0.0,-0.016,0.019854223454389044,0.06625422345438904,0.0,0.06625422345438904,full,0.019854223454389044
douban,douban:732202540,13965,douban:rating_4,60,161,162,0.08476786315441132,0.08709730207920074,1.746868794956981,0.5061728395061729,0.022814154624938965,0.36362370706892466,0.16354138662029635,0.2895229882348575,0.36362370706892466,0.14754138662029637,0.2431229882348575,-0.07410071883406716,-0.2000823204486283,0.12598160161456115,summary,0.36362370706892466
douban,douban:1148037561,13227,douban:rating_3,79,165,166,0.1695137321949005,0.10301125049591064,2.0778807081663437,0.3674698795180723,0.26541733741760254,0.3052348839397012,0.37576775259321094,0.4671034547999447,0.3052348839397012,0.3597677525932109,0.4207034547999447,0.16186857086024348,0.07053286865350972,0.09133570220673376,full,0.4207034547999447
docred,docred:45536,45536,docred:P1412+P19,53,203,204,0.1768919676542282,0.028311334550380707,4.917121506179509,0.18627450980392157,0.13943499326705933,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
douban,douban:1339834742,17352,douban:rating_3,82,344,345,0.0676473081111908,0.04549231752753258,2.0902657969926985,0.3826086956521739,0.07010787725448608,0.5114531979843773,0.5368103404171508,0.2082732806320161,0.5114531979843773,0.5208103404171508,0.16187328063201611,-0.30317991735236116,0.02535714243277354,-0.3285370597851347,pq,0.5208103404171508
docred,docred:64463,64463,docred:P17+P27,207,339,340,0.1592177450656891,0.027262026444077492,5.667224709719379,0.13823529411764707,0.13403189182281494,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
jd_reviews,jd:TRAIN_17009,17009,jd:rating_5,99,369,370,0.078011155128479,0.05567709729075432,1.3416884209896103,0.6945945945945946,0.053954124450683594,0.7162874455029682,0.6442227883107536,0.5734923014668308,0.7162874455029682,0.6282227883107536,0.5270923014668308,-0.14279514403613736,-0.07206465719221455,-0.0707304868439228,summary,0.7162874455029682
docred,docred:69985,69985,docred:P131+P1376,108,583,584,0.15260551869869232,0.030536407604813576,3.524106976529641,0.2534246575342466,0.1264568567276001,0.0,0.12987501165334078,0.0,0.0,0.11387501165334078,-0.0464,0.0,0.12987501165334078,-0.12987501165334078,pq,0.11387501165334078
douban,douban:1351407179,9495,douban:rating_4,120,727,728,0.05108869820833206,0.054989561438560486,2.147905925087159,0.32142857142857145,0.0857166051864624,0.510069131458292,0.4272444952678764,0.14782949091545264,0.510069131458292,0.4112444952678764,0.10142949091545264,-0.3622396405428394,-0.08282463619041563,-0.2794150043524237,summary,0.510069131458292
jd_reviews,jd:TRAIN_2429,2429,jd:rating_5,100,139,140,0.14081698656082153,0.056633077561855316,0.7825451958914351,0.8357142857142857,0.07275569438934326,1.0,0.694765116060299,0.88995411685096,1.0,0.678765116060299,0.84355411685096,-0.11004588314903996,-0.305234883939701,0.19518900079066104,summary,1.0
jd_reviews,jd:TRAIN_27740,27740,jd:rating_5,114,140,141,0.07834922522306442,0.05194666236639023,1.1514598016697775,0.75177304964539,0.10804659128189087,0.7975167679274939,1.0,0.92663607790064,0.7975167679274939,0.984,0.88023607790064,0.12911930997314602,0.20248323207250607,-0.07336392209936005,pq,0.984
douban,douban:980999626,1029,douban:rating_1,119,257,258,0.05928769335150719,0.06159531697630882,1.8018337220954,0.46124031007751937,0.07433462142944336,0.0,0.36650177721905447,0.13743816645714543,0.0,0.35050177721905446,0.09103816645714544,0.13743816645714543,0.36650177721905447,-0.22906361076190904,pq,0.35050177721905446
jd_reviews,jd:TRAIN_27870,27870,jd:rating_5,26,302,303,0.08071348071098328,0.057523541152477264,1.5528501545217666,0.5214521452145214,0.045388102531433105,0.17630010660342915,0.0,0.0,0.17630010660342915,-0.016,-0.0464,-0.17630010660342915,-0.17630010660342915,0.0,summary,0.17630010660342915
jd_reviews,jd:TRAIN_2788,2788,jd:rating_5,95,404,405,0.08549388498067856,0.07210004329681396,1.816658657451339,0.5481481481481482,0.02907431125640869,0.42883980903376645,0.5423247252962318,0.47215670662474735,0.42883980903376645,0.5263247252962318,0.42575670662474735,0.043316897590980896,0.11348491626246532,-0.07016801867148442,pq,0.5263247252962318
jd_reviews,jd:TRAIN_26173,26173,jd:rating_5,49,268,269,0.09978437423706055,0.06241358071565628,1.4988310734394539,0.5910780669144982,0.10109204053878784,0.747935059673333,0.9216017310213247,0.9363792118010483,0.747935059673333,0.9056017310213247,0.8899792118010483,0.18844415212771537,0.17366667134799174,0.014777480779723629,pq,0.9056017310213247
jd_reviews,jd:TRAIN_8861,8861,jd:rating_3,98,337,338,0.12408248335123062,0.06162015721201897,1.7123632934843056,0.40828402366863903,0.2648041248321533,0.2024832320725063,0.545155778742082,0.2941924851321474,0.2024832320725063,0.529155778742082,0.2477924851321474,0.09170925305964112,0.3426725466695757,-0.2509632936099346,pq,0.529155778742082
douban,douban:1754953035,18223,douban:rating_4,77,1533,1534,0.06985744833946228,0.03862989693880081,1.9112195758492236,0.42894393741851367,0.07062095403671265,0.5680035776621611,0.3024038304938509,0.3476293915547283,0.5680035776621611,0.2864038304938509,0.3012293915547283,-0.22037418610743287,-0.26559974716831025,0.045225561060877384,summary,0.5680035776621611
jd_reviews,jd:TRAIN_21728,21728,jd:rating_4,105,265,266,0.11432299762964249,0.06236037239432335,1.5137634996988334,0.46616541353383456,0.15372943878173828,0.5056427642465516,0.693761356516045,0.49545888247018083,0.5056427642465516,0.677761356516045,0.44905888247018083,-0.010183881776370807,0.18811859226949335,-0.19830247404586415,pq,0.677761356516045
douban,douban:715816275,14528,douban:rating_4,57,564,565,0.038529980927705765,0.05307681858539581,2.179866204570785,0.30265486725663715,0.00424879789352417,0.363341287259572,0.2200917662980802,0.6313419460517602,0.363341287259572,0.20409176629808018,0.5849419460517602,0.2680006587921882,-0.1432495209614918,0.41125017975368,full,0.5849419460517602
jd_reviews,jd:TRAIN_23418,23418,jd:rating_4,7,960,961,0.15683667361736298,0.10584574937820435,1.6975805705107776,0.5816857440166493,0.30824607610702515,0.17993148201117182,0.1951890007906611,0.4170606134915055,0.17993148201117182,0.17918900079066108,0.37066061349150553,0.2371291314803337,0.015257518779489276,0.22187161270084443,full,0.37066061349150553
douban,douban:256209622,54257,douban:rating_4,81,137,138,0.3623889684677124,0.11830267310142517,1.7156004289478046,0.43478260869565216,0.4016556143760681,0.3647442587311446,0.5067837010870874,0.4225749983705865,0.3647442587311446,0.49078370108708735,0.3761749983705865,0.05783073963944191,0.1420394423559428,-0.08420870271650088,pq,0.49078370108708735
docred,docred:48928,48928,docred:P131+P1376,137,503,504,0.1502106487751007,0.027781600132584572,2.6068831971792443,0.5337301587301587,0.15969687700271606,0.06625422345438904,0.0,0.0,0.06625422345438904,-0.016,-0.0464,-0.06625422345438904,-0.06625422345438904,0.0,summary,0.06625422345438904
douban,douban:304113737,4225,douban:rating_3,86,164,165,0.010905126109719276,0.021170077845454216,2.2184230848467483,0.296969696969697,0.0008862614631652832,0.37859880603906126,0.47890155528769296,0.35895421017163476,0.37859880603906126,0.46290155528769295,0.31255421017163476,-0.019644595867426506,0.1003027492486317,-0.1199473451160582,pq,0.46290155528769295
douban,douban:632970803,37502,douban:rating_2,5,140,141,0.07022672146558762,0.04842055216431618,1.8532492654453883,0.4326241134751773,0.08355140686035156,0.21398626473452756,0.0,0.0,0.21398626473452756,-0.016,-0.0464,-0.21398626473452756,-0.21398626473452756,0.0,summary,0.21398626473452756
douban,douban:263940692,44880,douban:rating_3,110,291,292,0.25498855113983154,0.08448430150747299,1.8781646497898943,0.3732876712328767,0.3911188840866089,0.1951890007906611,0.09478836436955079,0.0,0.1951890007906611,0.07878836436955079,-0.0464,-0.1951890007906611,-0.1004006364211103,-0.09478836436955079,summary,0.1951890007906611
jd_reviews,jd:TRAIN_13356,13356,jd:rating_4,98,337,338,0.12408248335123062,0.06162015721201897,1.7123632934843056,0.40828402366863903,0.1969085931777954,0.48153499054313037,0.5079937796926364,0.37183505243062814,0.48153499054313037,0.49199377969263636,0.32543505243062815,-0.10969993811250223,0.026458789149506,-0.13615872726200823,pq,0.49199377969263636
douban,douban:1777620762,3556,douban:rating_3,49,282,283,0.06839720159769058,0.04083506390452385,2.149292661244447,0.3568904593639576,0.02046024799346924,0.3764459522792427,0.6083169141195839,0.5009732673492617,0.3764459522792427,0.5923169141195839,0.45457326734926173,0.12452731507001902,0.23187096184034117,-0.10734364677032215,pq,0.5923169141195839
douban,douban:1286064569,40670,douban:rating_3,170,156,157,0.08846046030521393,0.05987902358174324,1.93799407497654,0.36942675159235666,0.013722062110900879,0.5045411175298192,0.49825064579222805,0.551331062461933,0.5045411175298192,0.48225064579222804,0.504931062461933,0.04678994493211375,-0.0062904717375911745,0.05308041666970492,full,0.504931062461933
douban,douban:731320434,13765,douban:rating_3,57,564,565,0.038529980927705765,0.05307681858539581,2.179866204570785,0.30265486725663715,0.005879759788513184,0.2024832320725063,0.3600558568883673,0.6136525857537394,0.2024832320725063,0.34405585688836726,0.5672525857537394,0.4111693536812331,0.15757262481586098,0.2535967288653721,full,0.5672525857537394
douban,douban:487632049,52304,douban:rating_5,207,774,775,0.6114702820777893,0.13464348018169403,1.9359556636245143,0.38064516129032255,0.5592634677886963,0.3301376494471203,0.27358726976933645,0.06362078819895173,0.3301376494471203,0.25758726976933644,0.01722078819895173,-0.2665168612481686,-0.05655037967778387,-0.20996648157038472,summary,0.3301376494471203
docred,docred:76040,76040,docred:P1001+P112,262,315,316,0.17534971237182617,0.03515053912997246,5.714295587000489,0.08544303797468354,0.11711078882217407,0.3151625504769837,0.06625422345438904,0.06625422345438904,0.3151625504769837,0.05025422345438904,0.019854223454389044,-0.2489083270225947,-0.2489083270225947,0.0,summary,0.3151625504769837
douban,douban:1202983829,5583,douban:rating_3,142,228,229,0.11081622540950775,0.0838940367102623,2.129005928741831,0.39737991266375544,0.044831156730651855,0.2528410271851775,0.7564477297898766,0.16421958630632805,0.2528410271851775,0.7404477297898766,0.11781958630632805,-0.08862144087884943,0.5036067026046991,-0.5922281434835486,pq,0.7404477297898766
docred,docred:12652,12652,docred:P150+P30,68,599,600,0.12564806640148163,0.029100382700562477,4.094689120449831,0.37333333333333335,0.10330075025558472,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
docred,docred:42053,42053,docred:P131+P150,240,442,443,0.13256146013736725,0.028855672106146812,5.403665590574552,0.12641083521444696,0.17155534029006958,0.0,0.09478836436955079,0.15139734109601005,0.0,0.07878836436955079,0.10499734109601006,0.15139734109601005,0.09478836436955079,0.05660897672645926,full,0.10499734109601006
docred,docred:72656,72656,docred:P161+P172,194,247,248,0.1252608299255371,0.027505643665790558,4.987145831085247,0.22580645161290322,0.15686535835266113,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
jd_reviews,jd:TRAIN_19395,19395,jd:rating_2,41,294,295,0.11449587345123291,0.06145142763853073,2.1754837295478313,0.33559322033898303,0.10690224170684814,0.0,0.06943122193677728,0.0,0.0,0.05343122193677728,-0.0464,0.0,0.06943122193677728,-0.06943122193677728,pq,0.05343122193677728
douban,douban:1588619821,17284,douban:rating_1,207,774,775,0.6114702820777893,0.13464348018169403,1.9359556636245143,0.38064516129032255,0.5042683482170105,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
douban,douban:92416071,14727,douban:rating_3,155,94,95,0.10259118676185608,0.05766158178448677,1.7238107459199943,0.5789473684210527,0.10360193252563477,0.5494344239412027,0.29990503169749444,0.640591412903011,0.5494344239412027,0.2839050316974944,0.594191412903011,0.09115698896180835,-0.24952939224370824,0.3406863812055166,full,0.594191412903011
docred,docred:28412,28412,docred:P1001+P131,176,392,393,0.1600678563117981,0.03348950669169426,4.2932836471665405,0.25190839694656486,0.1341259479522705,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
docred,docred:2228,2228,docred:P19+P20,211,353,354,0.1495947539806366,0.03461862727999687,5.5457528901351045,0.0847457627118644,0.22037357091903687,0.06625422345438904,0.0,0.1100458831490401,0.06625422345438904,-0.016,0.0636458831490401,0.043791659694651056,-0.06625422345438904,0.1100458831490401,summary,0.06625422345438904
douban,douban:405808829,38445,douban:rating_3,27,153,154,0.12554897367954254,0.0742272362112999,2.009199036670591,0.35714285714285715,0.21794390678405762,0.3187939258847264,0.29345568839744024,0.5919268187287084,0.3187939258847264,0.2774556883974402,0.5455268187287085,0.27313289284398207,-0.02533823748728614,0.2984711303312682,full,0.5455268187287085
docred,docred:28240,28240,docred:P1376+P159,239,534,535,0.15884406864643097,0.02679380215704441,6.068499601883019,0.102803738317757,0.1533004641532898,0.13905617951077562,0.11284514134893527,0.0,0.13905617951077562,0.09684514134893527,-0.0464,-0.13905617951077562,-0.026211038161840353,-0.11284514134893527,summary,0.13905617951077562
jd_reviews,jd:TRAIN_579,579,jd:rating_4,21,804,805,0.11083387583494186,0.054122261703014374,2.1643632074007515,0.29316770186335406,0.08051389455795288,0.48153499054313037,0.5206178632166883,0.4920062203073638,0.48153499054313037,0.5046178632166883,0.4456062203073638,0.010471229764233425,0.03908287267355798,-0.028611642909324553,pq,0.5046178632166883
docred,docred:41675,41675,docred:P19+P20,286,290,291,0.1798383593559265,0.029530957341194153,4.419531843633592,0.29896907216494845,0.13058161735534668,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
jd_reviews,jd:TRAIN_28840,28840,jd:rating_5,39,93,94,0.1097029596567154,0.04516632854938507,1.2610138438267469,0.648936170212766,0.16002023220062256,0.46975579500086934,0.6464018466408364,0.6464018466408364,0.46975579500086934,0.6304018466408364,0.6000018466408364,0.1766460516399671,0.1766460516399671,0.0,pq,0.6304018466408364
docred,docred:72226,72226,docred:P131+P150,25,128,129,0.013866466470062733,0.009024362079799175,0.224576688869125,0.9689922480620154,0.00647968053817749,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
docred,docred:24317,24317,docred:P131+P17,14,229,230,0.12164315581321716,0.031232481822371483,4.689994402436018,0.12608695652173912,0.10560917854309082,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
jd_reviews,jd:TRAIN_27614,27614,jd:rating_5,58,157,158,0.08500491827726364,0.05584397166967392,0.662258870529498,0.8607594936708861,0.03815269470214844,0.9148568823583791,1.0,1.0,0.9148568823583791,0.984,0.9536,0.08514311764162086,0.08514311764162086,0.0,pq,0.984
docred,docred:59185,59185,docred:P1001+P102,51,211,212,0.1452406644821167,0.02620605193078518,2.6035946635491536,0.4858490566037736,0.14667385816574097,0.599976751690748,0.4341754806679219,0.6207622843987103,0.599976751690748,0.4181754806679219,0.5743622843987103,0.02078553270796224,-0.16580127102282616,0.1865868037307884,summary,0.599976751690748
douban,douban:1385013879,53179,douban:rating_4,179,114,115,0.08504803478717804,0.05857803672552109,1.936909028806045,0.41739130434782606,0.03793221712112427,0.2902597849695646,0.46627747176364104,0.35294615824339626,0.2902597849695646,0.450277471763641,0.30654615824339626,0.06268637327383164,0.17601768679407642,-0.11333131352024478,pq,0.450277471763641
docred,docred:49820,49820,docred:P108+P1441,133,114,115,0.04230450466275215,0.013065150007605553,1.3322410343857336,0.5130434782608696,0.047745347023010254,0.20483424751859092,0.5669450709942983,0.5224955967919311,0.20483424751859092,0.5509450709942982,0.47609559679193114,0.3176613492733402,0.36211082347570733,-0.04444947420236711,pq,0.5509450709942982
docred,docred:34941,34941,docred:P131+P1376,298,157,158,0.15498018264770508,0.032144904136657715,4.611859692062891,0.1962025316455696,0.15417265892028809,0.3824147140836781,0.6403089930936582,0.46627747176364104,0.3824147140836781,0.6243089930936582,0.41987747176364104,0.08386275767996293,0.2578942790099801,-0.17403152133001715,pq,0.6243089930936582
douban,douban:1881650974,33892,douban:rating_5,58,183,184,0.12477418780326843,0.06789226830005646,2.0896506862624786,0.3641304347826087,0.10089749097824097,0.0,0.13886244387355456,0.06625422345438904,0.0,0.12286244387355456,0.019854223454389044,0.06625422345438904,0.13886244387355456,-0.07260822041916552,pq,0.12286244387355456
docred,docred:70647,70647,docred:P17+P27,23,419,420,0.14344272017478943,0.03324488550424576,4.41567979378599,0.20238095238095238,0.16887307167053223,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
douban,douban:208269204,48350,douban:rating_4,28,400,401,0.012528413906693459,0.00985313206911087,2.1198303584616407,0.4089775561097257,0.021229803562164307,0.17366667134799182,0.1517621910780354,0.17630010660342915,0.17366667134799182,0.1357621910780354,0.12990010660342916,0.0026334352554373275,-0.021904480269956422,0.02453791552539375,summary,0.17366667134799182
taptap,taptap:554,554,taptap:sent_1,24,252,253,0.028755564242601395,0.019204093143343925,0.9656361333677246,0.6086956521739131,0.08546411991119385,0.23992089480238088,0.43042149375026467,0.5017289690294564,0.23992089480238088,0.41442149375026466,0.4553289690294564,0.2618080742270755,0.1905005989478838,0.07130747527919173,full,0.4553289690294564
docred,docred:35839,35839,docred:P131+P159,14,229,230,0.12164315581321716,0.031232481822371483,4.689994402436018,0.12608695652173912,0.1039806604385376,0.0,0.46927872602275644,0.46927872602275644,0.0,0.45327872602275643,0.42287872602275645,0.46927872602275644,0.46927872602275644,0.0,pq,0.45327872602275643
jd_reviews,jd:TRAIN_3341,3341,jd:rating_5,89,215,216,0.13316237926483154,0.06725896894931793,1.1358880676578769,0.6574074074074074,0.17228007316589355,0.7059054020403313,0.4163824138054738,0.5302442049991306,0.7059054020403313,0.4003824138054738,0.4838442049991306,-0.17566119704120065,-0.28952298823485745,0.1138617911936568,summary,0.7059054020403313
taptap,taptap:2560,2560,taptap:sent_0,8,30,31,0.017644129693508148,0.03899276256561279,0.7088356733293107,0.8064516129032258,0.0019124746322631836,0.14606834984270645,0.13120507751234178,0.10699313236726378,0.14606834984270645,0.11520507751234178,0.06059313236726378,-0.03907521747544267,-0.014863272330364663,-0.024211945145078004,summary,0.14606834984270645
douban,douban:633936067,10143,douban:rating_3,51,481,482,0.08858689665794373,0.05610662326216698,2.1891905411319343,0.34854771784232363,0.19183623790740967,0.2200917662980802,0.46662341680017894,0.35623158861460097,0.2200917662980802,0.4506234168001789,0.309831588614601,0.13613982231652078,0.24653165050209874,-0.11039182818557797,pq,0.4506234168001789
douban,douban:1464859575,43841,douban:rating_4,105,371,372,0.1256071925163269,0.07624296098947525,2.1586545046190166,0.3333333333333333,0.18791455030441284,0.3863474142462609,0.1356854453911663,0.3967378179380473,0.3863474142462609,0.11968544539116631,0.3503378179380473,0.010390403691786398,-0.2506619688550946,0.26105237254688096,summary,0.3863474142462609
douban,douban:892729730,23855,douban:rating_4,4,215,216,0.11226966977119446,0.09175720065832138,1.936892818074669,0.4351851851851852,0.31090569496154785,0.35707647659639197,0.5363559634917964,0.28669193478900723,0.35707647659639197,0.5203559634917964,0.24029193478900723,-0.07038454180738474,0.1792794868954044,-0.24966402870278914,pq,0.5203559634917964
docred,docred:40423,40423,docred:P131+P150,190,413,414,0.15408708155155182,0.027004027739167213,2.0722627139152907,0.5314009661835749,0.15507376194000244,0.06943122193677728,0.06943122193677728,0.24261785528500343,0.06943122193677728,0.05343122193677728,0.19621785528500343,0.17318663334822615,0.0,0.17318663334822615,full,0.19621785528500343
docred,docred:1606,1606,docred:P131+P1376,52,384,385,0.16262419521808624,0.03787871450185776,2.711389231043867,0.45454545454545453,0.1553736925125122,0.3836331529183765,0.21145027911440437,0.4006705181006301,0.3836331529183765,0.19545027911440438,0.3542705181006301,0.017037365182253572,-0.17218287380397215,0.18922023898622573,summary,0.3836331529183765
docred,docred:71720,71720,docred:P1001+P131,201,21,22,0.02235211804509163,0.030908018350601196,1.1191194231199006,0.7727272727272727,0.016585886478424072,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
douban,douban:1069638878,17139,douban:rating_2,172,896,897,0.22216486930847168,0.06434449553489685,2.115327295792365,0.33221850613154963,0.11396443843841553,0.0,0.13886244387355456,0.1100458831490401,0.0,0.12286244387355456,0.0636458831490401,0.1100458831490401,0.13886244387355456,-0.028816560724514467,pq,0.12286244387355456
douban,douban:1435338779,30970,douban:rating_4,172,896,897,0.22216486930847168,0.06434449553489685,2.115327295792365,0.33221850613154963,0.19827896356582642,0.72891152902702,0.29849003527675555,0.4233117951052936,0.72891152902702,0.28249003527675554,0.3769117951052936,-0.30559973392172646,-0.4304214937502645,0.12482175982853805,summary,0.72891152902702
douban,douban:993298697,854,douban:rating_2,76,211,212,0.0924626961350441,0.06257390975952148,2.030594126760937,0.3584905660377358,0.03932112455368042,0.35895421017163476,0.0,0.3151625504769837,0.35895421017163476,-0.016,0.2687625504769837,-0.04379165969465104,-0.35895421017163476,0.3151625504769837,summary,0.35895421017163476
douban,douban:1562679490,3028,douban:rating_1,68,304,305,0.005043108947575092,0.007518162485212088,2.203044425176522,0.32131147540983607,0.004391074180603027,0.2808815010511816,0.0,0.07336392209936006,0.2808815010511816,-0.016,0.026963922099360063,-0.20751757895182155,-0.2808815010511816,0.07336392209936006,summary,0.2808815010511816
douban,douban:667248832,16030,douban:rating_5,77,1533,1534,0.06985744833946228,0.03862989693880081,1.9112195758492236,0.42894393741851367,0.03684288263320923,0.2899773651602119,0.24890832702259466,0.21538297927698713,0.2899773651602119,0.23290832702259467,0.16898297927698713,-0.07459438588322476,-0.041069038137617225,-0.03352534774560753,summary,0.2899773651602119
douban,douban:1601493549,3476,douban:rating_1,168,428,429,0.06312219053506851,0.039793260395526886,2.068402253967009,0.34265734265734266,0.027172088623046875,0.07336392209936006,0.0,0.0,0.07336392209936006,-0.016,-0.0464,-0.07336392209936006,-0.07336392209936006,0.0,summary,0.07336392209936006
douban,douban:307365293,26729,douban:rating_2,47,290,291,0.04370482265949249,0.04983936622738838,1.9040719105991244,0.40893470790378006,0.04642796516418457,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
