dataset,cluster_id,n,radius,radius_std,label_entropy,majority_share
docred,102,270,0.12929405272006989,0.028345249593257904,4.887147804689773,0.25925925925925924
docred,103,194,0.14560829102993011,0.029276026412844658,4.608079884601162,0.23195876288659795
docred,104,177,0.14302265644073486,0.03105924278497696,5.431427737445348,0.10734463276836158
docred,105,365,0.16802316904067993,0.03088667243719101,5.451355485531696,0.20273972602739726
docred,106,1,-1.1920928955078125e-07,0.0,-1.4428232973175175e-12,1.0
docred,107,365,0.1269533783197403,0.029705841094255447,1.4367423316874057,0.7589041095890411
docred,108,584,0.15260551869869232,0.030536407604813576,3.524106976529641,0.2534246575342466
docred,109,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,110,330,0.16563750803470612,0.026722382754087448,4.044713103941507,0.23939393939393938
docred,111,184,0.17373314499855042,0.03179021552205086,5.9608011234262195,0.07608695652173914
docred,112,390,0.17279064655303955,0.03131198137998581,5.978428943307926,0.08461538461538462
docred,113,109,0.14189401268959045,0.03436962887644768,1.8906054718589973,0.6422018348623854
docred,114,326,0.16285163164138794,0.0285288505256176,6.044768332277177,0.0736196319018405
docred,115,151,0.1795521378517151,0.029575545340776443,4.946800191203564,0.152317880794702
docred,116,260,0.16248518228530884,0.02973068132996559,5.2839485952335,0.15384615384615385
docred,117,143,0.14439867436885834,0.031644556671381,4.216144677523669,0.24475524475524477
docred,118,166,0.16335974633693695,0.025991197675466537,5.2766258666493755,0.1746987951807229
docred,119,341,0.14282365143299103,0.027352167293429375,5.938100245637608,0.15249266862170088
docred,120,478,0.14948110282421112,0.03379207104444504,2.2539785783517785,0.5857740585774058
docred,121,103,0.15883994102478027,0.033083342015743256,2.585183220890558,0.36893203883495146
docred,122,24,0.11904088407754898,0.0662490651011467,1.3640054628484495,0.5833333333333334
docred,123,219,0.15131928026676178,0.033879123628139496,4.357878870435485,0.2009132420091324
docred,124,424,0.16029340028762817,0.029040563851594925,6.499824704976932,0.07783018867924528
docred,125,341,0.13852187991142273,0.027546565979719162,2.3632791380967153,0.5454545454545454
docred,126,239,0.1708332747220993,0.030450135469436646,4.915707503966229,0.20502092050209206
docred,127,280,0.08624190092086792,0.039795294404029846,3.8923046213212857,0.26785714285714285
docred,128,80,0.08718696981668472,0.03677615523338318,1.513553766766135,0.775
docred,129,46,0.05622872710227966,0.029288912191987038,1.403835102857701,0.5
docred,130,32,0.05954582616686821,0.03292934596538544,3.2483203810732304,0.34375
docred,131,211,0.1328120082616806,0.030451837927103043,2.0057001310245006,0.6872037914691943
docred,132,284,0.15146957337856293,0.025759272277355194,6.3582765786255715,0.09859154929577464
docred,133,115,0.04230450466275215,0.013065150007605553,1.3322410343857336,0.5130434782608696
docred,134,297,0.16163355112075806,0.028788840398192406,5.437127094394057,0.09764309764309764
docred,135,433,0.1683751344680786,0.02829594537615776,5.282269422440578,0.14318706697459585
docred,136,243,0.17631006240844727,0.026163272559642792,4.5106136693873875,0.20987654320987653
docred,137,504,0.1502106487751007,0.027781600132584572,2.6068831971792443,0.5337301587301587
docred,138,334,0.13977394998073578,0.03212972357869148,4.190198247310058,0.3562874251497006
docred,139,234,0.10606533288955688,0.0259659755975008,4.529608311401213,0.21367521367521367
docred,140,209,0.15693581104278564,0.029868528246879578,2.84502981506198,0.37799043062200954
docred,141,497,0.14813607931137085,0.030670667067170143,5.1275954730623905,0.15694164989939638
docred,142,416,0.12685050070285797,0.024705102667212486,5.116282743026966,0.12259615384615384
docred,143,42,0.049705516546964645,0.042566318064928055,0.7938758497384646,0.8333333333333334
docred,144,394,0.1439322978258133,0.028522245585918427,5.911617972098741,0.09390862944162437
docred,145,239,0.14892402291297913,0.03606705740094185,5.128297826426731,0.1087866108786611
docred,146,324,0.1306024193763733,0.02707776613533497,4.953991168240132,0.20679012345679013
docred,147,246,0.16469338536262512,0.030032170936465263,3.7420064879264765,0.23983739837398374
docred,148,312,0.17272494733333588,0.0284841600805521,3.1325656360144483,0.32051282051282054
docred,149,76,0.014254413545131683,0.00871403981000185,0.5426780705520692,0.8947368421052632
docred,150,432,0.1354743093252182,0.026642480865120888,5.266480481762877,0.16666666666666666
docred,151,49,0.019673798233270645,0.00956086814403534,0.8346482851784975,0.7346938775510204
docred,152,257,0.13131867349147797,0.031477708369493484,4.919270241545563,0.2840466926070039
docred,153,133,0.15376609563827515,0.02892848663032055,5.049239006777595,0.14285714285714285
docred,154,245,0.17494216561317444,0.02749592810869217,5.472941711790557,0.12653061224489795
docred,155,88,0.16251026093959808,0.026639796793460846,5.002220740479872,0.125
docred,156,77,0.15263651311397552,0.043257247656583786,1.4699192599652249,0.5454545454545454
docred,157,182,0.1780528873205185,0.027104835957288742,4.103503840447516,0.22527472527472528
docred,158,356,0.15273435413837433,0.03404904529452324,2.349058236137057,0.41292134831460675
docred,159,1,2.384185791015625e-07,0.0,-1.4428232973175175e-12,1.0
docred,160,336,0.16456902027130127,0.026670390740036964,4.456610048864535,0.23511904761904762
docred,161,25,0.08258114010095596,0.05013973265886307,1.6430741894227987,0.48
docred,162,1,-1.1920928955078125e-07,0.0,-1.4428232973175175e-12,1.0
docred,163,1,5.960464477539063e-08,0.0,-1.4428232973175175e-12,1.0
docred,164,402,0.15697859227657318,0.024818968027830124,5.50569590613439,0.1044776119402985
docred,165,54,0.14186669886112213,0.03595156595110893,4.66241123434669,0.09259259259259259
docred,166,348,0.1521313637495041,0.028131553903222084,6.183503664284275,0.09482758620689655
docred,167,448,0.12981922924518585,0.02519281581044197,4.636627413770208,0.23660714285714285
docred,168,364,0.1643264889717102,0.03160625696182251,3.8395734858609547,0.33791208791208793
docred,169,250,0.15723367035388947,0.028899535536766052,5.534848392340277,0.156
docred,170,339,0.13867801427841187,0.03480431064963341,5.969915455732239,0.16519174041297935
docred,171,167,0.1512664258480072,0.0316922701895237,4.411614398358839,0.31137724550898205
docred,172,274,0.11594060063362122,0.023703763261437416,3.8195691793009354,0.3357664233576642
docred,173,7,0.060538727790117264,0.032964080572128296,1.842370993171338,0.42857142857142855
docred,174,266,0.18064849078655243,0.03150879964232445,4.918382690674329,0.24436090225563908
docred,175,476,0.15328899025917053,0.029764780774712563,5.341134823573239,0.15966386554621848
docred,176,393,0.1600678563117981,0.03348950669169426,4.2932836471665405,0.25190839694656486
docred,177,230,0.12255126982927322,0.027915703132748604,2.523371097038117,0.6173913043478261
docred,178,69,0.1523132175207138,0.024081436917185783,3.9832290393866474,0.2463768115942029
docred,179,247,0.16821499168872833,0.02925238385796547,4.942488243233307,0.25101214574898784
docred,180,360,0.15870310366153717,0.028720472007989883,4.065613901582774,0.3416666666666667
docred,181,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,182,391,0.14697352051734924,0.024926332756876945,4.584733252128456,0.2864450127877238
docred,183,344,0.14257359504699707,0.03231540322303772,5.198664336086244,0.13372093023255813
docred,184,445,0.09952785819768906,0.024072112515568733,4.504690357290968,0.1752808988764045
docred,185,242,0.12750546634197235,0.021744340658187866,6.205385640880376,0.09917355371900827
docred,186,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,187,211,0.14850886166095734,0.03599568083882332,4.945090397446276,0.17061611374407584
docred,188,26,0.005335436202585697,0.007764226291328669,0.7732283485205895,0.8461538461538461
docred,189,69,0.10648836940526962,0.02519061788916588,3.6504885763825357,0.2753623188405797
docred,190,414,0.15408708155155182,0.027004027739167213,2.0722627139152907,0.5314009661835749
docred,191,156,0.14710545539855957,0.031057024374604225,5.4421180881800435,0.09615384615384616
docred,192,266,0.17546053230762482,0.028428686782717705,4.499490765722911,0.33458646616541354
docred,193,459,0.13672858476638794,0.026127394288778305,6.469814703091489,0.07625272331154684
docred,194,248,0.1252608299255371,0.027505643665790558,4.987145831085247,0.22580645161290322
docred,195,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,196,252,0.1614684760570526,0.026682084426283836,3.8250001386011565,0.23809523809523808
docred,197,408,0.15048635005950928,0.026567243039608,5.25322696453811,0.12009803921568628
docred,198,282,0.16148905456066132,0.029132654890418053,5.320841081348919,0.16312056737588654
docred,199,29,0.08383268862962723,0.022515833377838135,1.2080393967497056,0.7241379310344828
docred,200,514,0.15321320295333862,0.02902080863714218,5.272305027979463,0.1517509727626459
docred,201,22,0.02235211804509163,0.030908018350601196,1.1191194231199006,0.7727272727272727
docred,202,258,0.12865623831748962,0.029910830780863762,3.8960444200453637,0.22868217054263565
docred,203,582,0.11281637847423553,0.02756267972290516,4.683332717423855,0.26288659793814434
docred,204,108,0.13058941066265106,0.027120057493448257,4.88254644349596,0.12962962962962962
docred,205,347,0.1422528326511383,0.027861319482326508,5.6305238423050845,0.10086455331412104
docred,206,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,207,340,0.1592177450656891,0.027262026444077492,5.667224709719379,0.13823529411764707
docred,208,190,0.15934324264526367,0.03262920677661896,5.507251519214079,0.14736842105263157
docred,209,588,0.1632460057735443,0.030715337023139,4.380917047306468,0.3129251700680272
docred,210,324,0.16021984815597534,0.027641650289297104,4.678252520934101,0.2037037037037037
docred,211,354,0.1495947539806366,0.03461862727999687,5.5457528901351045,0.0847457627118644
docred,212,170,0.16461464762687683,0.02977626584470272,5.038749451433984,0.18823529411764706
docred,213,538,0.13132819533348083,0.023065907880663872,6.648065159200799,0.06319702602230483
docred,214,472,0.1767907291650772,0.02609858475625515,5.863517505368414,0.13347457627118645
docred,215,462,0.13255374133586884,0.026594802737236023,4.9380291471103135,0.19913419913419914
docred,216,210,0.17953284084796906,0.02905740961432457,5.291043940383188,0.11904761904761904
docred,217,285,0.16228123009204865,0.029040426015853882,4.966125895013921,0.16842105263157894
docred,218,295,0.17598320543766022,0.032423101365566254,4.565619108348404,0.21016949152542372
docred,219,448,0.1502036303281784,0.029712237417697906,1.3778036282392232,0.7165178571428571
docred,220,225,0.12906114757061005,0.025599295273423195,4.221146788819361,0.2311111111111111
docred,221,217,0.16526611149311066,0.029637843370437622,5.234983404604241,0.12903225806451613
docred,222,138,0.1035064309835434,0.033581651747226715,1.1965087867149835,0.7608695652173914
docred,223,1,-2.384185791015625e-07,0.0,-1.4428232973175175e-12,1.0
docred,224,574,0.1454325020313263,0.027751510962843895,5.275690162127715,0.0975609756097561
docred,225,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,226,444,0.15793946385383606,0.029237857088446617,4.509078994463689,0.268018018018018
docred,227,380,0.15034633874893188,0.029343759641051292,4.268653655575738,0.21842105263157896
docred,228,319,0.16159729659557343,0.029365932568907738,3.766442555892305,0.335423197492163
docred,229,130,0.15001611411571503,0.032812297344207764,3.9352267432636063,0.27692307692307694
docred,230,44,0.14343881607055664,0.0269425418227911,4.066608606897733,0.20454545454545456
docred,231,328,0.15926867723464966,0.02598532848060131,5.354198204612343,0.13414634146341464
docred,232,11,0.06382448971271515,0.017005955800414085,0.43949698691862793,0.9090909090909091
docred,233,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,234,289,0.14347755908966064,0.02640821784734726,3.3214647556359953,0.44982698961937717
docred,235,347,0.16427820920944214,0.030551984906196594,5.815081881460685,0.11239193083573487
docred,236,380,0.16146811842918396,0.030468780547380447,5.575938400060741,0.1368421052631579
docred,237,189,0.14939796924591064,0.028671978041529655,4.586350577488186,0.25925925925925924
docred,238,24,0.12030606716871262,0.039966534823179245,3.918295834029963,0.16666666666666666
docred,239,535,0.15884406864643097,0.02679380215704441,6.068499601883019,0.102803738317757
docred,240,443,0.13256146013736725,0.028855672106146812,5.403665590574552,0.12641083521444696
docred,241,288,0.15500397980213165,0.02900783158838749,2.5458563451607548,0.4791666666666667
docred,242,222,0.1797037571668625,0.029729237779974937,5.505461926536039,0.08558558558558559
docred,243,379,0.15194498002529144,0.029153700917959213,5.718908685485764,0.12928759894459102
docred,244,351,0.19390438497066498,0.028816435486078262,4.358566194127608,0.245014245014245
docred,245,178,0.1737052947282791,0.029081491753458977,5.12142756559233,0.12921348314606743
docred,246,68,0.15554016828536987,0.039392050355672836,4.21503641054959,0.19117647058823528
docred,247,194,0.17888645827770233,0.029518326744437218,5.443876482891052,0.12371134020618557
docred,248,1,-1.1920928955078125e-07,0.0,-1.4428232973175175e-12,1.0
docred,249,193,0.14975859224796295,0.02902393415570259,4.623378810222382,0.17098445595854922
docred,250,1,-1.1920928955078125e-07,0.0,-1.4428232973175175e-12,1.0
docred,251,424,0.12216103821992874,0.02601308934390545,4.912213906992935,0.2358490566037736
docred,252,355,0.13760989904403687,0.026224257424473763,6.050340045510166,0.10704225352112676
docred,253,341,0.17669415473937988,0.031630489975214005,4.885400653087103,0.2785923753665689
docred,254,5,0.058004118502140045,0.030601467937231064,-1.4428232973175175e-12,1.0
docred,255,779,0.14433959126472473,0.025923851877450943,5.498208230933516,0.17073170731707318
docred,256,145,0.12672564387321472,0.031530626118183136,4.342408732456622,0.21379310344827587
docred,257,223,0.16773831844329834,0.028313102200627327,4.98785535855049,0.23766816143497757
docred,258,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,259,227,0.1547756791114807,0.03249060735106468,3.8783936600522777,0.30837004405286345
docred,260,287,0.17494691908359528,0.03037586435675621,5.119183069478762,0.24041811846689895
docred,261,167,0.1550777703523636,0.037380680441856384,1.6517958786383964,0.6407185628742516
docred,262,316,0.17534971237182617,0.03515053912997246,5.714295587000489,0.08544303797468354
docred,263,382,0.14052827656269073,0.026719992980360985,2.4385068454519336,0.6387434554973822
docred,264,235,0.14525394141674042,0.02709159068763256,5.6749784506398315,0.07659574468085106
docred,265,64,0.05921139568090439,0.030004022642970085,0.11611507530188436,0.984375
docred,266,396,0.1545080840587616,0.0280434712767601,4.504310817153669,0.2676767676767677
docred,267,215,0.12118901312351227,0.031937289983034134,1.889420250707314,0.4604651162790698
docred,268,1,1.7881393432617188e-07,0.0,-1.4428232973175175e-12,1.0
docred,269,179,0.144878551363945,0.02797679603099823,5.205215138543901,0.16201117318435754
docred,270,234,0.17736415565013885,0.04263453185558319,5.423440682779772,0.18803418803418803
docred,271,422,0.16712138056755066,0.029380010440945625,5.8036548170869136,0.13981042654028436
docred,272,304,0.16357998549938202,0.02946452610194683,3.181355762009202,0.46381578947368424
docred,273,319,0.17163808643817902,0.02846428193151951,5.939575467812353,0.10031347962382445
docred,274,595,0.15368902683258057,0.028507815673947334,6.154683889994649,0.0907563025210084
docred,275,386,0.18235506117343903,0.0293439868837595,5.504294429557074,0.12953367875647667
docred,276,1,-1.1920928955078125e-07,0.0,-1.4428232973175175e-12,1.0
docred,277,164,0.15501564741134644,0.028023244813084602,4.491133054597094,0.22560975609756098
docred,278,262,0.14494717121124268,0.03271164000034332,4.968196750824015,0.15267175572519084
docred,279,507,0.1451917141675949,0.02959105372428894,6.1150500335448115,0.1242603550295858
docred,280,394,0.11240693926811218,0.026695502921938896,5.096835199742071,0.15736040609137056
docred,281,285,0.18332931399345398,0.025532780215144157,3.988098345865646,0.34385964912280703
docred,282,328,0.16416886448860168,0.02658705972135067,3.930228175012218,0.35060975609756095
docred,283,519,0.12495587021112442,0.025050239637494087,4.503696756131599,0.2947976878612717
docred,284,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,285,366,0.10633976012468338,0.0258419681340456,2.5523881559983344,0.6092896174863388
docred,286,291,0.1798383593559265,0.029530957341194153,4.419531843633592,0.29896907216494845
docred,287,346,0.13845208287239075,0.02899366244673729,5.929289171879661,0.09248554913294797
docred,288,265,0.10852143913507462,0.02736152894794941,4.228149749226413,0.3584905660377358
docred,289,259,0.16186679899692535,0.025806711986660957,6.0510588062620885,0.09266409266409266
docred,290,116,0.1558910459280014,0.02535739727318287,2.043211609082195,0.5431034482758621
docred,291,218,0.148540198802948,0.03221641853451729,4.7719638810274425,0.1834862385321101
docred,292,184,0.15816694498062134,0.030450960621237755,3.544728317784886,0.30434782608695654
docred,293,326,0.16718469560146332,0.026430955156683922,4.76696527203873,0.22392638036809817
docred,294,202,0.1461915820837021,0.033075302839279175,5.5439745711610975,0.09405940594059406
docred,295,258,0.1566401571035385,0.03230103477835655,4.59082846379743,0.13953488372093023
docred,296,156,0.15321281552314758,0.02633473090827465,2.129581736714507,0.4423076923076923
docred,297,65,0.13049793243408203,0.04038005322217941,3.544717025527058,0.3230769230769231
docred,298,158,0.15498018264770508,0.032144904136657715,4.611859692062891,0.1962025316455696
docred,299,164,0.13035167753696442,0.03341902792453766,4.4512480856524075,0.21341463414634146
docred,300,223,0.16394230723381042,0.035019442439079285,3.2307051593363925,0.34080717488789236
docred,301,7,0.12202614545822144,0.054984815418720245,1.842370993171338,0.42857142857142855
docred,302,163,0.14172497391700745,0.0357048325240612,4.53221413663739,0.13496932515337423
docred,303,157,0.14788386225700378,0.02894376777112484,3.0220049033022742,0.3503184713375796
docred,304,405,0.12609648704528809,0.0328182727098465,4.15948231233851,0.26666666666666666
docred,305,416,0.15042288601398468,0.027275899425148964,4.591595410795345,0.23798076923076922
docred,306,188,0.14159150421619415,0.032236237078905106,4.298264284560949,0.26595744680851063
docred,307,301,0.14572656154632568,0.028346603736281395,4.286993619117672,0.3388704318936877
docred,308,80,0.10684698820114136,0.04148602485656738,0.6183839706411459,0.8875
docred,309,88,0.13029466569423676,0.035824667662382126,3.8811510701875087,0.2159090909090909
docred,310,1,1.1920928955078125e-07,0.0,-1.4428232973175175e-12,1.0
docred,311,12,0.12010973691940308,0.03953376039862633,2.3553885421988774,0.3333333333333333
docred,312,469,0.14759866893291473,0.028691504150629044,1.6365962479446274,0.6098081023454158
docred,313,275,0.1520465612411499,0.03022041730582714,2.037139806310457,0.44727272727272727
docred,314,460,0.16749711334705353,0.029328802600502968,4.874979159047159,0.15434782608695652
docred,315,1,0.0,0.0,-1.4428232973175175e-12,1.0
docred,316,272,0.15884946286678314,0.031342532485723495,5.74999327948478,0.1213235294117647
docred,317,339,0.1528952717781067,0.02517380565404892,2.598307710152511,0.49262536873156343
docred,318,329,0.18440060317516327,0.02703954465687275,5.621825338347145,0.2006079027355623
docred,319,414,0.16446693241596222,0.02722117118537426,5.427784238840995,0.18115942028985507
douban,0,233,0.10436304658651352,0.08652393519878387,2.2081072013665586,0.3218884120171674
douban,1,1024,0.08695798367261887,0.05128142982721329,2.1757686697885137,0.3193359375
douban,2,197,0.058658093214035034,0.065365269780159,1.96749668693016,0.3756345177664975
douban,3,77,0.3344227075576782,0.10898139327764511,2.069663611434133,0.38961038961038963
douban,4,216,0.11226966977119446,0.09175720065832138,1.936892818074669,0.4351851851851852
douban,5,141,0.07022672146558762,0.04842055216431618,1.8532492654453883,0.4326241134751773
douban,6,158,0.05990598723292351,0.05736761540174484,2.1313549112979264,0.3037974683544304
douban,7,102,0.09446720778942108,0.054642800241708755,1.7907774768477507,0.4411764705882353
douban,8,189,0.04030277580022812,0.038742564618587494,2.123204342775183,0.37566137566137564
douban,9,333,0.09416185319423676,0.0692627802491188,1.8785159236787823,0.38738738738738737
douban,10,119,0.1086258664727211,0.09299413859844208,1.8944372116894026,0.3949579831932773
douban,11,344,0.12411444634199142,0.07529070228338242,1.870601140427441,0.40988372093023256
douban,12,78,0.12672503292560577,0.07949267327785492,1.9695330188493116,0.358974358974359
douban,13,360,0.10870278626680374,0.06492996215820312,2.1400042592849235,0.3611111111111111
douban,14,242,0.12454483658075333,0.08737950772047043,2.01843732580319,0.4214876033057851
douban,15,332,0.41164636611938477,0.08070124685764313,2.083803338625909,0.3433734939759036
