dim,kind,seed,target_mean_linf,target_cov_linf,gaussian_mean_linf,gaussian_cov_linf,gaussian_norm_cd,gaussian_mmd,best_view,best_utility,point_gain_vs_summary,richest_is_best,nonmonotone_best_view,summary_correct,summary_utility,coarse_sketch_correct,coarse_sketch_utility,higher_order_correct,higher_order_utility,point_correct,point_utility
2,two_cluster,20262527,1.6653345369377347e-17,1.0325074129013957e-15,2.914335439641036e-17,4.440892098500626e-16,0.09389030309547552,0.008534611928482594,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,two_cluster,20262528,4.5796699765787705e-17,4.440892098500626e-16,2.0122792321330962e-17,6.661338147750939e-16,0.11773772339830565,0.0030805449597108847,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,two_cluster,20262529,7.771561172376095e-17,2.220446049250313e-16,1.1102230246251566e-17,4.440892098500626e-16,0.10588556592936968,0.003981957184850282,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,two_cluster,20262530,1.3183898417423733e-17,8.881784197001252e-16,9.714451465470119e-18,2.220446049250313e-16,0.07849445450513733,0.004156149940774068,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,two_cluster,20262531,1.9428902930940238e-17,1.1102230246251565e-15,1.734723475976807e-17,6.661338147750939e-16,0.09752246101294815,0.0013074923338924904,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,two_cluster,20262532,1.2490009027033011e-17,6.661338147750939e-16,2.3505503099485737e-17,3.3306690738754696e-16,0.10073380247358613,0.006968998725894737,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262618,3.2612801348363975e-17,1.0547118733938987e-16,4.354155924701786e-17,3.3306690738754696e-16,0.1630100454595365,0.004312517008360883,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262619,6.661338147750939e-17,4.440892098500626e-16,4.5102810375396986e-18,2.220446049250313e-16,0.1349553531062428,0.009227725420505983,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262620,5.4817261840867107e-17,4.440892098500626e-16,6.938893903907228e-18,1.1102230246251565e-15,0.16965974535482378,0.005394726464613253,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262621,2.2204460492503132e-17,2.220446049250313e-16,8.760353553682876e-18,4.440892098500626e-16,0.11542722709504782,0.004800046424763282,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262622,4.371503159461554e-17,4.440892098500626e-16,2.0816681711721685e-17,4.440892098500626e-16,0.1417201206572708,0.007122132381913948,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262623,4.718447854656915e-17,2.220446049250313e-16,3.3306690738754695e-17,3.3306690738754696e-16,0.13049532551289456,0.003946272937525475,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262624,1.9428902930940238e-17,5.551115123125783e-16,6.938893903907229e-19,3.3306690738754696e-16,0.14225103021219887,0.007797176350556434,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262625,4.232725281383409e-17,4.440892098500626e-16,2.6020852139652106e-17,6.661338147750939e-16,0.15132802063500575,0.005714828126703653,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262626,1.3877787807814457e-17,4.440892098500626e-16,2.0816681711721685e-17,6.661338147750939e-17,0.14555707139188948,0.004757363756733302,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262627,2.4980018054066023e-17,3.3306690738754696e-16,2.5326962749261383e-17,6.661338147750939e-16,0.15415260580061615,0.0029102523573290018,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262628,2.2898349882893852e-17,3.3306690738754696e-16,9.714451465470119e-18,6.661338147750939e-16,0.13183860484119733,0.007321963725185787,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262629,2.914335439641036e-17,4.440892098500626e-16,1.2490009027033011e-17,4.440892098500626e-16,0.11527332780395594,0.004464449621349953,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262630,1.2490009027033011e-17,3.3306690738754696e-16,2.671474153004283e-17,4.440892098500626e-16,0.14195712596729815,0.004304601860957824,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262631,2.5673907444456746e-17,4.440892098500626e-16,2.42861286636753e-17,6.661338147750939e-16,0.14525029112022148,0.00480328936646246,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262632,4.0245584642661923e-17,3.3306690738754696e-16,5.551115123125783e-18,6.661338147750939e-16,0.13781988563570327,0.00368368706960287,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,four_cluster,20262633,2.7755575615628914e-17,4.440892098500626e-16,1.3877787807814457e-17,8.881784197001252e-16,0.1377064037484662,0.0034225757114112465,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262719,2.0816681711721685e-17,6.661338147750939e-16,1.9428902930940238e-17,4.440892098500626e-16,0.08182833712345053,0.0022651288196477992,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262720,5.412337245047638e-17,4.440892098500626e-16,1.9428902930940238e-17,4.440892098500626e-16,0.0904019633024956,0.004246467135657017,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262721,3.157196726277789e-17,6.661338147750939e-16,2.6281060661048628e-17,4.440892098500626e-16,0.07794527145931762,0.012752381652647804,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262722,6.938893903907228e-18,6.661338147750939e-16,1.2663481374630691e-17,8.881784197001252e-16,0.1108913062510112,0.00455284617874141,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262723,2.0122792321330962e-17,6.661338147750939e-16,2.2204460492503132e-17,6.661338147750939e-16,0.07810063129484349,0.0045381083541338185,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262724,4.163336342344337e-17,6.661338147750939e-16,1.6653345369377347e-17,7.216449660063518e-17,0.09760873060124266,0.0035101777961612513,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262725,4.5883435939586546e-17,4.440892098500626e-16,2.4980018054066023e-17,1.1102230246251565e-15,0.10583053807117038,0.00936580498869044,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262726,2.4980018054066023e-17,2.2759572004815707e-16,1.2836953722228373e-17,8.881784197001252e-16,0.0917226853158888,0.004668408291048642,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262727,2.7755575615628914e-17,3.3306690738754696e-16,4.0245584642661923e-17,5.551115123125783e-16,0.06610601241022215,0.008840897233239664,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262728,3.8857805861880476e-17,1.1102230246251565e-15,1.9428902930940238e-17,5.551115123125783e-16,0.08663398777439232,0.007102912083075674,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262729,1.9428902930940238e-17,3.3306690738754696e-16,1.8041124150158794e-17,2.220446049250313e-16,0.07752513734837305,0.013430780672151643,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262730,2.4980018054066023e-17,1.1102230246251565e-15,2.6367796834847467e-17,6.661338147750939e-16,0.08106993429912412,0.011588866912968454,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262731,2.2204460492503132e-17,4.440892098500626e-16,1.5265566588595904e-17,6.661338147750939e-16,0.10890607268881801,0.010745664113804398,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262732,5.551115123125783e-18,1.1102230246251565e-15,2.445960101127298e-17,2.220446049250313e-16,0.11521626631952162,0.0044311353318209346,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262733,4.163336342344337e-17,4.440892098500626e-16,3.469446951953614e-18,4.440892098500626e-16,0.08176308874367604,0.005773373647219859,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,ring,20262734,1.700029006457271e-17,6.661338147750939e-16,1.3877787807814457e-17,3.3306690738754696e-16,0.09118283338874365,0.006727404845575435,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262820,2.6367796834847467e-17,3.1086244689504383e-15,2.706168622523819e-17,4.440892098500626e-16,0.11676659594261135,0.0073914133196948395,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262821,4.163336342344337e-18,4.440892098500626e-16,2.2166513416466137e-17,3.469446951953614e-16,0.08659899887741732,0.006274765971659324,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262822,5.134781488891349e-17,1.1102230246251565e-15,8.500145032286355e-18,4.440892098500626e-16,0.10287115871406508,0.009370000719896687,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262823,4.5102810375396984e-17,9.06219543850284e-16,1.9428902930940238e-17,3.3306690738754696e-16,0.09813743112810068,0.004927069609764523,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262824,2.151057110211241e-17,2.220446049250313e-15,6.938893903907228e-18,5.551115123125783e-16,0.08727986113261824,0.004398702683946043,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262825,4.163336342344337e-17,6.661338147750939e-16,4.163336342344337e-17,4.440892098500626e-16,0.09128397580951461,0.006060314644125153,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262826,2.2204460492503132e-17,3.3306690738754696e-16,9.367506770274759e-18,6.661338147750939e-16,0.09964063060462708,0.00479866967216247,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262827,1.3877787807814457e-17,4.440892098500626e-15,3.1159970437233395e-17,1.1102230246251565e-15,0.07784333299055746,0.011451135910270027,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262828,3.7470027081099036e-17,2.220446049250313e-16,1.9428902930940238e-17,2.220446049250313e-16,0.0927189710271607,0.00560308901192319,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262829,4.4408920985006264e-17,5.551115123125783e-16,1.5265566588595904e-17,2.220446049250313e-16,0.09631085995908951,0.004109244643440757,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262830,4.45932353543288e-17,2.1094237467877974e-15,1.1102230246251566e-17,1.4432899320127035e-15,0.09306134728866618,0.0064174971718753415,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262831,6.748074321549779e-17,1.7763568394002505e-15,1.9081958235744878e-17,6.661338147750939e-16,0.08227014469131488,0.00633774522669972,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262832,6.938893903907228e-18,2.886579864025407e-15,1.1102230246251566e-17,1.1102230246251565e-15,0.07585144321788459,0.004479224508340707,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262833,7.788908407135864e-17,1.1102230246251565e-15,6.938893903907228e-18,1.3322676295501878e-15,0.0976092813174564,0.004525140420004625,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262834,4.5796699765787705e-17,3.3306690738754696e-16,2.6367796834847467e-17,6.661338147750939e-16,0.0723151097022481,0.0025645288490414586,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
2,sparse_blocks,20262835,2.6367796834847467e-17,1.4432899320127035e-15,1.6393136847980826e-17,3.3306690738754696e-16,0.09675443252459072,0.0032728191113147176,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270517,3.8857805861880476e-17,4.973799150320701e-14,4.163336342344337e-17,1.9984014443252818e-15,0.6195412049854433,0.004101418199978779,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270518,4.787836793695988e-17,1.1324274851176597e-14,1.3877787807814457e-17,1.5543122344752192e-15,0.6020716379776899,0.0043014064010915565,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270519,3.538835890992686e-17,9.092726571680033e-15,2.3071822230491536e-17,1.6403545188836688e-15,0.5970191828437073,0.002410697484706459,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270520,1.0928757898653885e-16,1.9539925233402755e-14,4.163336342344337e-17,2.6645352591003757e-15,0.6454530610409289,0.003167290771810327,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270521,1.0130785099704553e-16,1.2434497875801753e-14,5.689893001203927e-17,2.4424906541753444e-15,0.588805445391594,0.0027715590559471703,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270522,3.847020358521691e-17,2.2648549702353193e-14,3.432584078089107e-17,1.7763568394002505e-15,0.6191320213647317,0.0030041769393225337,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270523,4.163336342344337e-17,1.0325074129013956e-14,5.342948306008566e-17,2.4424906541753444e-15,0.6025555957827039,0.0030455416224062226,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270524,5.967448757360216e-17,1.709743457922741e-14,3.7470027081099036e-17,1.7763568394002505e-15,0.5918414812024301,0.002129516723945901,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270525,7.91033905045424e-17,2.4424906541753444e-14,2.7755575615628914e-17,1.6653345369377348e-15,0.5913327559423327,0.002744109369854364,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270526,4.198030811863873e-17,8.670841822322472e-15,3.7470027081099036e-17,2.4424906541753444e-15,0.6391977070282738,0.00378920770150315,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270527,2.6020852139652106e-17,9.96425164601078e-15,3.608224830031759e-17,1.7763568394002505e-15,0.5798838155138448,0.0019672397943355513,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270528,2.983724378680108e-17,3.164135620181696e-14,2.151057110211241e-17,1.4432899320127035e-15,0.5962772968496453,0.0033226337251244242,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270529,4.7227846633468576e-17,2.55351295663786e-14,2.3592239273284576e-17,2.886579864025407e-15,0.5951042667023103,0.002962909830767524,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270530,5.412337245047638e-17,2.731148640577885e-14,4.163336342344337e-17,2.4424906541753444e-15,0.5812943270933156,0.002416603236564452,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270531,2.463307335887066e-17,2.4424906541753444e-14,2.6367796834847467e-17,2.886579864025407e-15,0.5885135354578166,0.0027467161559628916,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,two_cluster,20270532,5.967448757360216e-17,1.021405182655144e-14,2.7755575615628914e-17,1.7763568394002505e-15,0.6002708730530104,0.002554067580688102,summary,1.0,-0.58,0.0,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270618,6.106226635438361e-17,1.2212453270876722e-14,3.469446951953614e-17,1.3322676295501878e-15,0.6164128184220116,0.0030998287856338624,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270619,4.718447854656915e-17,1.759703494030873e-14,5.117434254131581e-17,2.1094237467877974e-15,0.6186774060966075,0.0030540992192953365,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270620,7.494005416219807e-17,1.532107773982716e-14,2.983724378680108e-17,2.4424906541753444e-15,0.5843247472838642,0.002411112365232615,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270621,4.9960036108132046e-17,2.4313884239290928e-14,3.7470027081099036e-17,1.6412218806216572e-15,0.6074441676628104,0.004998490295402114,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270622,7.216449660063518e-17,1.7430501486614958e-14,2.5673907444456746e-17,1.4432899320127035e-15,0.6052044768377864,0.003869952314106584,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270623,5.204170427930421e-17,1.0302869668521452e-14,4.302114220422482e-17,2.3314683517128287e-15,0.6008346591194762,0.002670956378762135,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270624,2.5326962749261383e-17,1.8207657603852567e-14,2.5326962749261383e-17,1.3322676295501878e-15,0.6133420631031257,0.0029886098655911297,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270625,9.645062526431048e-17,1.2861933740282438e-14,2.2204460492503132e-17,1.4432899320127035e-15,0.6145848073503302,0.0036810040166379565,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270626,4.5796699765787705e-17,1.3655743202889425e-14,2.5153490401663703e-17,2.1094237467877974e-15,0.5786572377766775,0.0029748515125496144,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270627,3.053113317719181e-17,2.2426505097428162e-14,6.493286811015686e-17,1.3322676295501878e-15,0.5827532081763116,0.002661584764251268,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270628,3.087807787238717e-17,9.769962616701378e-15,2.675810961694225e-17,1.8762769116165144e-15,0.5916643397005252,0.004433406082805069,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270629,3.538835890992686e-17,1.1324274851176597e-14,4.128641872824801e-17,2.886579864025407e-15,0.6191128864954897,0.003199441242773604,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270630,3.608224830031759e-17,1.5654144647214707e-14,2.7755575615628914e-17,2.4424906541753444e-15,0.6216292325007767,0.002818427471303231,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
10,four_cluster,20270631,4.302114220422482e-17,3.5083047578154947e-14,4.718447854656915e-17,2.1094237467877974e-15,0.6154243532585724,0.004059428720672997,coarse_sketch,0.72,0.42000000000000004,0.0,1.0,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
