case,ambient_dim,intrinsic_dim,n_points,seed,target_kind,mean_err,cov_err,gaussian_proxy_cd,gaussian_proxy_mmd,best_view,best_utility,summary_correct,summary_utility,local_graph_sketch_correct,local_graph_sketch_utility,higher_order_sketch_correct,higher_order_sketch_utility,point_correct,point_utility
lowrank_manifold,50,2,96,20762700,curve,1.9949319973733282e-17,0.0,0.1607266013741177,0.011345090328059193,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762714,ring,3.180326372624146e-17,0.0,0.09160923581900605,0.0031545808999069447,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762715,two_cluster,1.1564823173178714e-17,0.0,0.10110186361745126,0.002538052788993994,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762716,four_cluster,3.122502256758253e-17,0.0,0.1762862067804806,0.003609974074500588,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762717,curve,1.9949319973733282e-17,0.0,0.17855333476305288,0.012534290876934362,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762731,ring,3.0068540250264654e-17,0.0,0.11558214280967215,0.00364264279645532,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762732,two_cluster,2.6020852139652106e-17,0.0,0.10609976106696356,0.0020548730282330396,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762733,four_cluster,2.891205793294679e-17,0.0,0.1703031289197973,0.002084142101838271,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762734,curve,9.830099697201907e-18,0.0,0.1577006180638176,0.011305174912092042,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762748,ring,1.5034270125132327e-17,0.0,0.10161872262179016,0.003417429818602491,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762749,two_cluster,2.312964634635743e-17,0.0,0.12016871293387603,0.003044938290245991,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762750,four_cluster,2.1973164029039556e-17,0.0,0.17747855718950373,0.0024025046173439257,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762751,curve,1.3299546649155522e-17,0.0,0.19536076221178106,0.01298720917068552,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762765,ring,1.850371707708594e-17,0.0,0.10578846806514186,0.003221743620545281,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762766,two_cluster,6.938893903907228e-18,0.0,0.09000484394187955,0.0018596530144561196,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762767,four_cluster,1.9081958235744878e-17,0.0,0.14929727379113686,0.001968798531756244,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,96,20762768,curve,2.312964634635743e-17,0.0,0.17879496963000321,0.010142486944235918,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762708,ring,1.1853943752508181e-17,0.0,0.11248018533967119,0.0059660538875689895,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762709,two_cluster,2.862293735361732e-17,0.0,0.09412246607087182,0.0021775608328531426,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762710,four_cluster,1.3950067952646823e-17,0.0,0.1534784741641754,0.0028993667929280154,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762711,curve,1.0408340855860843e-17,0.0,0.14813652249318265,0.01379175993748838,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762725,ring,8.962737959213504e-18,0.0,0.09372924398960444,0.002920781389132321,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762726,two_cluster,1.5178830414797062e-17,0.0,0.08357194909972938,0.0030086314847266316,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762727,four_cluster,2.211772431870429e-17,0.0,0.15156481657076978,0.005958663665701858,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762728,curve,1.0842021724855044e-17,0.0,0.17948501005309825,0.011634718330287841,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762742,ring,1.7419514904600437e-17,0.0,0.08300817480631528,0.004202913960844823,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762743,two_cluster,1.850371707708594e-17,0.0,0.1057980078236762,0.007561265318304589,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762744,four_cluster,2.42861286636753e-17,0.0,0.1817399017168726,0.005428759318754528,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762745,curve,1.2721305490496585e-17,0.0,0.14472821141930314,0.019936476499535782,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762759,ring,1.3877787807814457e-17,0.0,0.08597202442791035,0.006685080148679745,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762760,two_cluster,2.4430688953340034e-17,0.0,0.10278352564081489,0.008282551986852571,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762761,four_cluster,1.4166908387143924e-17,0.0,0.15039044147936617,0.004355769512869756,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762762,curve,2.0527561132392218e-17,0.0,0.14723202584012085,0.012174047243234787,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762776,ring,7.806255641895632e-18,0.0,0.08292922482115238,0.004742946133989179,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762777,two_cluster,1.2432184911167118e-17,0.0,0.10251538977603948,0.004077201045310952,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762778,four_cluster,2.1973164029039556e-17,0.0,0.15618309503786507,0.004952963224228224,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762779,curve,1.431146867680866e-17,0.0,0.1390652781062096,0.009185565382164196,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762793,ring,1.214306433183765e-17,0.0,0.1169975304700887,0.007103852970541835,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762794,two_cluster,1.4166908387143924e-17,0.0,0.11676903649362262,0.005503826548526991,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762795,four_cluster,1.4456028966473393e-17,0.0,0.14049702604414546,0.007619793771225236,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762796,curve,1.6479873021779667e-17,0.0,0.14733353134795452,0.012944499224228245,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762810,ring,2.920117851227625e-17,0.0,0.11442165037988106,0.00386652956478839,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762811,two_cluster,2.327420663602216e-17,0.0,0.10603826824889222,0.004022193776320515,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762812,four_cluster,1.9660199394403815e-17,0.0,0.16741908363847655,0.005508378974371064,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762813,curve,2.2695965477363227e-17,0.0,0.16582122987404097,0.012671847320591345,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762827,ring,1.5323390704461797e-17,0.0,0.10988547502261338,0.009196129886299031,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762828,two_cluster,1.7925475918427008e-17,0.0,0.08874370081894685,0.004120563872121341,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762829,four_cluster,2.1828603739374824e-17,0.0,0.1572073982168094,0.00815286269529758,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762830,curve,1.0408340855860843e-17,0.0,0.15943905597180044,0.007472301147198879,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762844,ring,1.8648277366750676e-17,0.0,0.09386271060474628,0.004134821748970063,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762845,two_cluster,1.546795099412653e-17,0.0,0.11132420100666147,0.0034933069622860025,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762846,four_cluster,1.4166908387143924e-17,0.0,0.17977391395708492,0.004494649668361994,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762847,curve,1.0119220276531374e-17,0.0,0.19014649391852861,0.012121292701862574,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762861,ring,2.168404344971009e-17,0.0,0.09127962447608627,0.006397571912246214,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762862,two_cluster,2.977941967093519e-17,0.0,0.10930110674336989,0.005569196472560378,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762863,four_cluster,3.0357660829594124e-17,0.0,0.15230372648801876,0.008401360643644384,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,2,192,20762864,curve,1.1600963245594897e-17,0.0,0.14497413793420866,0.011830078949594647,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768612,ring,2.7177334456969977e-17,0.0,0.49359842848752883,0.0007007573390367394,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768613,two_cluster,2.4430688953340034e-17,0.0,0.49153202197822127,0.0005152226478457589,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768614,four_cluster,2.42861286636753e-17,0.0,0.48836143521796177,0.00043855033999062876,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768615,curve,5.088522196198634e-17,0.0,0.4769990123913704,0.0005112814831433887,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768629,ring,3.469446951953614e-17,0.0,0.48718788314724926,0.0007559685394737947,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768630,two_cluster,3.0068540250264654e-17,0.0,0.5188519204504094,0.0005650267000139042,point,0.42000000000000004,0.0,0.0,0.0,-0.28,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768631,four_cluster,4.452456921673805e-17,0.0,0.5076022746363925,0.0005169155903117506,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768632,curve,2.7755575615628914e-17,0.0,0.486141255269479,0.0006262114998876189,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768646,ring,3.122502256758253e-17,0.0,0.5031619159728694,0.0009212369391344843,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768647,two_cluster,7.45931094670027e-17,0.0,0.4996503670861478,0.0005072768063676403,summary,0.0,0.0,0.0,0.0,-0.28,0.0,-0.42,0.0,-0.58
lowrank_manifold,50,8,96,20768648,four_cluster,5.100719470639096e-17,0.0,0.47619494182667116,0.0003576346896065896,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768649,curve,3.353798720221827e-17,0.0,0.49301764580876223,0.0005801590158456271,point,0.42000000000000004,0.0,0.0,0.0,-0.28,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768663,ring,3.23815048849004e-17,0.0,0.47250614476507075,0.0007029203036166276,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768664,two_cluster,3.353798720221827e-17,0.0,0.4927832538221277,0.00049182772013312,summary,0.0,0.0,0.0,0.0,-0.28,0.0,-0.42,0.0,-0.58
lowrank_manifold,50,8,96,20768665,four_cluster,3.0068540250264654e-17,0.0,0.5132274950344823,0.0005858394242317377,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768666,curve,2.573173156032264e-17,0.0,0.5054074823136043,0.0007116900398389525,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768680,ring,3.5561831257524545e-17,0.0,0.4863932157090947,0.0008400617654993336,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768681,two_cluster,3.700743415417188e-17,0.0,0.5023646587825357,0.0006029862656831142,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768682,four_cluster,3.498359009886561e-17,0.0,0.48744596654630173,0.0005580327125038753,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768683,curve,2.920117851227625e-17,0.0,0.5136683429414172,0.0005755327876322269,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768697,ring,2.7177334456969977e-17,0.0,0.47379309517859985,0.0007639472802596359,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768698,two_cluster,5.66676335485757e-17,0.0,0.5065134617324936,0.0005496095912245202,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,0.0,-0.58
lowrank_manifold,50,8,96,20768699,four_cluster,7.574959178432057e-17,0.0,0.5082373138100279,0.0004218425680782012,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768700,curve,4.394632805807911e-17,0.0,0.4839481789769264,0.0006534621413933905,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768714,ring,4.1055122264784437e-17,0.0,0.48329864074370615,0.0007993058158108912,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768715,two_cluster,3.122502256758253e-17,0.0,0.5125507695836106,0.0005251348463595207,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768716,four_cluster,3.469446951953614e-17,0.0,0.49262693424427967,0.00044583698344502487,point,0.42000000000000004,0.0,0.0,0.0,-0.28,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768717,curve,3.382710778154774e-17,0.0,0.4966985585552941,0.0006465520984539896,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768731,ring,2.0238440553062748e-17,0.0,0.4753101507749931,0.0006591606287844609,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768732,two_cluster,3.5850951836854015e-17,0.0,0.4895879258814051,0.0005469785671834426,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768733,four_cluster,4.85722573273506e-17,0.0,0.4851748740142559,0.0005573261706992572,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768734,curve,3.122502256758253e-17,0.0,0.48680949806412405,0.0005319123719631502,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768748,ring,2.7755575615628914e-17,0.0,0.4680120474335792,0.0006686406766125419,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768749,two_cluster,2.3093506273941244e-17,0.0,0.49636981601229235,0.00044710093265454276,summary,0.0,0.0,0.0,0.0,-0.28,0.0,-0.42,0.0,-0.58
lowrank_manifold,50,8,96,20768750,four_cluster,6.013708050052931e-17,0.0,0.4977121769290429,0.0007141516432254136,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768751,curve,3.650147314034532e-17,0.0,0.47157270040067645,0.0005393833318148022,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768765,ring,2.6020852139652106e-17,0.0,0.49545217063966707,0.0008231340716871038,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,96,20768766,two_cluster,2.6599093298311043e-17,0.0,0.5082612582754497,0.0006360355372247994,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,0.0,-0.58
lowrank_manifold,50,8,96,20768767,four_cluster,4.7415775010032725e-17,0.0,0.48932617549836205,0.0005102337799700596,summary,0.0,0.0,0.0,0.0,-0.28,0.0,-0.42,0.0,-0.58
lowrank_manifold,50,8,96,20768768,curve,2.3418766925686896e-17,0.0,0.4996869944966771,0.0005587482127200616,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,192,20768708,ring,3.729655473350135e-17,0.0,0.48857311338977527,0.0027568375794968514,summary,1.0,1.0,1.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
lowrank_manifold,50,8,192,20768709,two_cluster,2.920117851227625e-17,0.0,0.45413898995641183,0.0015430120366111133,summary,0.0,0.0,0.0,0.0,-0.28,0.0,-0.42,0.0,-0.58
lowrank_manifold,50,8,192,20768710,four_cluster,5.898059818321144e-17,0.0,0.4736844413152157,0.0017899949110757873,point,0.42000000000000004,0.0,0.0,0.0,-0.28,0.0,-0.42,1.0,0.42000000000000004
lowrank_manifold,50,8,192,20768711,curve,1.7925475918427008e-17,0.0,0.44382526380149756,0.0032680962022550997,local_graph_sketch,0.72,0.0,0.0,1.0,0.72,1.0,0.5800000000000001,1.0,0.42000000000000004
