probe_cell_id,budget,family,seed,phase_name,method,valid_output,runtime_s,proxy_score,norm_cd,iou,coverage,mean_linf_error,cov_linf_error,cov_fro_error,normalized_violation_severity,budget_violation
protocol_b:budget_24_rotated_slender:double-loop:seed1:n64,budget_24_rotated_slender,double-loop,1,ambiguity zone,Contextual-prior Transformer flow + exact projection,1,0.05452730000251904,0.47086502552629117,0.2454934766458671,0.08206686930091185,0.625,5.724587470723463e-17,1.1102230246251565e-15,1.2262814116578437e-15,1.1102230246251565e-13,0
protocol_b:budget_24_rotated_slender:mean-reversion:seed2:n64,budget_24_rotated_slender,mean-reversion,2,ambiguity zone,Contextual-prior Transformer flow + exact projection,1,0.05614280000736471,0.5140892077475151,0.295943612398261,0.10240202275600506,0.640625,2.0816681711721685e-17,8.881784197001252e-16,1.0053497077208614e-15,8.881784197001252e-14,0
protocol_b:budget_06_thin_strip:mean-reversion:seed0:n64,budget_06_thin_strip,mean-reversion,0,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.059292899997672066,0.43584544216440596,0.2661834161370961,0.10961968680089486,0.625,3.8163916471489756e-17,1.3877787807814457e-16,2.0396099332657776e-16,1.3877787807814457e-14,0
protocol_b:budget_10_extreme:mean-reversion:seed0:n64,budget_10_extreme,mean-reversion,0,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.06711139999970328,0.5225390565213298,0.2776274736786729,0.11292346298619825,0.75,7.567731163948821e-17,4.440892098500626e-16,5.551115123125783e-16,4.440892098500626e-14,0
protocol_b:budget_10_extreme:mean-reversion:seed2:n64,budget_10_extreme,mean-reversion,2,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.06299079999735113,0.5501200359274824,0.25923410087409604,0.11304347826086956,0.796875,1.3357370765021415e-16,1.5543122344752192e-15,1.6579165288486218e-15,1.5543122344752192e-13,0
protocol_b:budget_10_extreme:mean-reversion:seed3:n64,budget_10_extreme,mean-reversion,3,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.056880100004491396,0.42980893717176716,0.27683592386197536,0.12066752246469833,0.671875,7.155734338404329e-17,4.440892098500626e-16,4.710277376051325e-16,4.440892098500626e-14,0
protocol_b:budget_15_vertical_strip:barbell-bridge:seed2:n64,budget_15_vertical_strip,barbell-bridge,2,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.06439600000157952,0.4017563908658105,0.2908297920536546,0.07431693989071038,0.671875,1.1384122811097797e-16,1.1102230246251565e-15,1.1226508603292576e-15,1.1102230246251565e-13,0
protocol_b:budget_22_broad_high_cond:double-loop:seed1:n64,budget_22_broad_high_cond,double-loop,1,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.05982450000010431,0.47701792417362016,0.3087007141876394,0.05,0.421875,9.020562075079397e-17,8.881784197001252e-16,1.0934428697813141e-15,8.881784197001252e-14,0
protocol_b:budget_22_broad_high_cond:mean-reversion:seed0:n64,budget_22_broad_high_cond,mean-reversion,0,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.06635320000350475,0.464081314093468,0.29904478986017197,0.12925969447708577,0.5625,1.214306433183765e-16,5.551115123125783e-17,7.850462293418876e-17,1.214306433183765e-14,0
protocol_b:budget_22_broad_high_cond:mean-reversion:seed3:n64,budget_22_broad_high_cond,mean-reversion,3,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.05733949999557808,0.4752347075336275,0.26862905231808326,0.13142857142857142,0.6875,3.946495907847236e-17,8.881784197001252e-16,8.899114524108741e-16,8.881784197001252e-14,0
protocol_b:budget_23_small_high_cond:mean-reversion:seed1:n64,budget_23_small_high_cond,mean-reversion,1,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.06682599999476224,0.4995857010981258,0.23676513998999427,0.13654096228868662,0.734375,2.5153490401663703e-17,7.771561172376096e-16,9.678699938266253e-16,7.771561172376096e-14,0
protocol_b:budget_24_rotated_slender:volatility-clustering:seed1:n64,budget_24_rotated_slender,volatility-clustering,1,decision-fragile zone,Contextual-prior Transformer flow + exact projection,1,0.05701740000222344,0.5395292837319089,0.2440893563702521,0.14588235294117646,0.75,6.10405823109339e-17,1.1102230246251565e-15,1.4592149075837074e-15,1.1102230246251565e-13,0
protocol_b:budget_17_high_rot_aniso:barbell-bridge:seed0:n64,budget_17_high_rot_aniso,barbell-bridge,0,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.05566490000637714,0.5065722115452946,0.319989023622677,0.10284463894967177,0.625,1.7867651802561113e-16,1.7763568394002505e-15,1.9044451347492378e-15,1.7763568394002505e-13,0
protocol_b:budget_17_high_rot_aniso:barbell-bridge:seed3:n64,budget_17_high_rot_aniso,barbell-bridge,3,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.058266300009563565,0.5012147933172394,0.3032571084237199,0.09205548549810845,0.703125,2.0491421059976034e-17,4.440892098500626e-16,5.057306561942087e-16,4.440892098500626e-14,0
protocol_b:budget_18_neg_diag_extreme:barbell-bridge:seed2:n64,budget_18_neg_diag_extreme,barbell-bridge,2,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.06384099999559112,0.48709901817199397,0.258446273772564,0.11602209944751381,0.640625,6.505213034913027e-17,6.661338147750939e-16,9.992007221626409e-16,6.661338147750939e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed0:n64,budget_23_small_high_cond,barbell-bridge,0,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.0701619000028586,0.5846039445772645,0.2761194631578822,0.18524871355060035,0.515625,3.0899761915836876e-17,2.220446049250313e-16,3.236828524569469e-16,2.220446049250313e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed1:n64,budget_23_small_high_cond,barbell-bridge,1,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.05570100000477396,0.5423498464587712,0.25413622621957205,0.18436578171091444,0.625,3.008661028647275e-17,3.3306690738754696e-16,4.2998752849492583e-16,3.3306690738754696e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed2:n64,budget_23_small_high_cond,barbell-bridge,2,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.06699969999317545,0.6131183710299596,0.24306547962215386,0.1420534458509142,0.703125,2.5912431922403556e-17,5.551115123125783e-16,6.888752704931532e-16,5.551115123125783e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed3:n64,budget_23_small_high_cond,barbell-bridge,3,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.05567479999444913,0.5150949654872302,0.2427986375334562,0.1549053356282272,0.734375,2.2551405187698492e-17,4.440892098500626e-16,5.495323605393213e-16,4.440892098500626e-14,0
protocol_b:budget_24_rotated_slender:barbell-bridge:seed0:n64,budget_24_rotated_slender,barbell-bridge,0,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.063356600003317,0.5126075083459296,0.2849580326170166,0.09822485207100591,0.59375,4.130810277169772e-17,1.1102230246251565e-15,1.3206521713294082e-15,1.1102230246251565e-13,0
protocol_b:budget_24_rotated_slender:barbell-bridge:seed2:n64,budget_24_rotated_slender,barbell-bridge,2,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.06583669999963604,0.5753773717358317,0.3023396710972455,0.1506849315068493,0.671875,1.951563910473908e-17,3.3306690738754696e-16,4.079219866531555e-16,3.3306690738754696e-14,0
protocol_b:budget_24_rotated_slender:barbell-bridge:seed3:n64,budget_24_rotated_slender,barbell-bridge,3,information-limited zone,Contextual-prior Transformer flow + exact projection,1,0.06552489999739919,0.48632126258649194,0.2945293948491845,0.09581646423751687,0.59375,3.209238430557093e-17,8.881784197001252e-16,9.18873053048877e-16,8.881784197001252e-14,0
