dataset,cluster_id,n,mean_centroid_similarity,radius,radius_std,label_entropy,majority_share
cora,42,11,0.7484837174415588,0.2515162229537964,0.1368003636598587,1.3485878960080944,0.45454545454545453
cora,43,13,0.5994501113891602,0.40054988861083984,0.06647432595491409,2.038159681638739,0.38461538461538464
cora,44,31,0.6231880187988281,0.3768121004104614,0.061683520674705505,0.6120692840064943,0.9032258064516129
cora,45,47,0.5280435681343079,0.47195640206336975,0.08405669778585434,2.2393470963456528,0.48936170212765956
cora,46,46,0.4921702444553375,0.5078297257423401,0.08007152378559113,2.1566403138051498,0.4782608695652174
cora,47,32,0.5309994220733643,0.46900054812431335,0.08525004982948303,1.5931390622223534,0.5
cora,48,20,0.6896389722824097,0.3103610575199127,0.08726330101490021,1.8437519544132885,0.55
cora,49,25,0.5795480608940125,0.42045196890830994,0.10106080770492554,0.24229218907952943,0.96
cora,50,70,0.5208090543746948,0.47919103503227234,0.07861784100532532,1.4691569895114567,0.7142857142857143
cora,51,78,0.6092543601989746,0.390745609998703,0.11528804898262024,0.46672025990322386,0.9358974358974359
cora,52,29,0.5700622797012329,0.4299376606941223,0.06624902784824371,0.9255982359042928,0.8275862068965517
cora,53,49,0.6439651846885681,0.3560348153114319,0.11794522404670715,2.484949712752227,0.32653061224489793
cora,54,3,0.6762604117393494,0.323739618062973,0.12884517014026642,0.9182958340516041,0.6666666666666666
cora,55,16,0.552449107170105,0.44755083322525024,0.06831800937652588,1.499999999995672,0.5
cora,56,24,0.5578284859657288,0.44217148423194885,0.09096375852823257,2.0352354423843297,0.4166666666666667
cora,57,33,0.5020290613174438,0.4979708790779114,0.07206157594919205,2.5492821063896463,0.30303030303030304
cora,58,56,0.5675677061080933,0.4324323236942291,0.06997987627983093,0.7516266655924406,0.875
cora,59,37,0.5381479263305664,0.46185216307640076,0.08231177926063538,2.5496498426787335,0.2702702702702703
cora,60,11,0.6382549405097961,0.36174508929252625,0.05416110157966614,1.3092966682326757,0.6363636363636364
cora,61,2,0.9968754053115845,0.003124624490737915,0.0012988746166229248,-1.4428232973175175e-12,1.0
cora,62,70,0.47698238492012024,0.5230175852775574,0.07428852468729019,2.5148357587736445,0.34285714285714286
cora,63,4,0.8706161975860596,0.12938380241394043,0.08928978443145752,0.8112781244562475,0.75
cora,64,6,0.6030398011207581,0.39696016907691956,0.05798619985580444,2.2516291673806093,0.3333333333333333
cora,65,35,0.5215377807617188,0.47846221923828125,0.11144254356622696,0.6841377134536777,0.8857142857142857
cora,66,17,0.5982325077056885,0.4017674922943115,0.07854749262332916,2.4189611955593135,0.29411764705882354
cora,67,42,0.4945598244667053,0.5054401755332947,0.08103443682193756,2.294041717232913,0.30952380952380953
cora,68,4,0.636653482913971,0.36334651708602905,0.027720611542463303,0.8112781244562475,0.75
cora,69,27,0.5143199563026428,0.4856800138950348,0.11900271475315094,0.679365279294448,0.8888888888888888
cora,70,17,0.6959154605865479,0.30408453941345215,0.06717609614133835,-1.4428232973175175e-12,1.0
cora,71,30,0.5438312292098999,0.4561687707901001,0.07592207193374634,2.2792598814895144,0.3333333333333333
cora,72,35,0.588888943195343,0.411111056804657,0.06749860942363739,2.291597835798883,0.4
cora,73,30,0.578609049320221,0.42139101028442383,0.07215289771556854,2.6532359131171925,0.26666666666666666
cora,74,58,0.5378233194351196,0.46217668056488037,0.08598490804433823,0.6502468581799727,0.8793103448275862
cora,75,14,0.6179176568984985,0.38208240270614624,0.10663766413927078,0.37123232663799033,0.9285714285714286
cora,76,16,0.6384596824645996,0.361540287733078,0.09042823314666748,0.9886994082856122,0.5625
cora,77,44,0.544867753982544,0.45513227581977844,0.08376577496528625,1.5340567806154026,0.6818181818181818
cora,78,3,0.7270841002464294,0.27291595935821533,0.1173897460103035,-1.4428232973175175e-12,1.0
cora,79,21,0.541545033454895,0.45845502614974976,0.07130677998065948,1.3223057888489806,0.6190476190476191
