dataset,doc_id,query_index,label,cluster_id,candidate_count,cluster_n,cluster_radius,cluster_radius_std,cluster_label_entropy,cluster_majority_share,query_centroid_distance,summary_ndcg,pq_ndcg,full_ndcg,summary_utility,pq_utility,full_utility,full_gain_over_summary,pq_gain_over_summary,full_minus_pq_ndcg,best_view,best_utility
cora,1123188,10,Neural_Networks,2,63,64,0.44068586826324463,0.11180783808231354,1.3848740235262365,0.71875,0.22263497114181519,0.5747915663739763,0.47842151728792737,0.35940858709698914,0.5747915663739763,0.46242151728792735,0.31300858709698914,-0.21538297927698719,-0.09637004908604896,-0.11901293019093823,summary,0.5747915663739763
cora,1128990,11,Genetic_Algorithms,37,58,59,0.4372711777687073,0.08269853889942169,0.5815595727982329,0.9152542372881356,0.47298765182495117,0.9363792118010483,0.7663491917568949,1.0,0.9363792118010483,0.7503491917568949,0.9536,0.06362078819895167,-0.17003002004415346,0.23365080824310513,full,0.9536
cora,109323,12,Probabilistic_Methods,16,32,33,0.4222370982170105,0.08614923059940338,1.2355029240886062,0.696969696969697,0.3990662097930908,0.8200685179888284,0.8603818544462509,0.8486026589039901,0.8200685179888284,0.8443818544462509,0.8022026589039901,0.02853414091516171,0.04031333645742252,-0.011779195542260812,pq,0.8443818544462509
cora,217139,13,Case_Based,45,46,47,0.47195640206336975,0.08405669778585434,2.2393470963456528,0.48936170212765956,0.40503042936325073,0.5618918191694955,0.5330752584449809,0.5036067026046992,0.5618918191694955,0.5170752584449809,0.4572067026046992,-0.05828511656479629,-0.02881656072451455,-0.02946855584028174,summary,0.5618918191694955
cora,31353,14,Neural_Networks,76,15,16,0.361540287733078,0.09042823314666748,0.9886994082856122,0.5625,0.4443691372871399,0.6185465643847459,0.772540579167551,0.9705437052559005,0.6185465643847459,0.756540579167551,0.9241437052559005,0.35199714087115463,0.15399401478280517,0.19800312608834947,full,0.9241437052559005
cora,32083,15,Neural_Networks,47,31,32,0.46900054812431335,0.08525004982948303,1.5931390622223534,0.5,0.43631207942962646,0.47215670662474735,0.5455206287241074,0.44173955623824734,0.47215670662474735,0.5295206287241074,0.39533955623824735,-0.030417150386500003,0.0733639220993601,-0.1037810724858601,pq,0.5295206287241074
cora,1126029,16,Reinforcement_Learning,34,61,62,0.37611690163612366,0.14128881692886353,2.6574496152417444,0.25806451612903225,0.18241119384765625,0.14606834984270645,0.36005461457723403,0.21398626473452756,0.14606834984270645,0.344054614577234,0.16758626473452756,0.06791791489182111,0.2139862647345276,-0.14606834984270647,pq,0.344054614577234
cora,1118017,17,Neural_Networks,44,30,31,0.3768121004104614,0.061683520674705505,0.6120692840064943,0.9032258064516129,0.32670849561691284,1.0,0.88995411685096,0.9148568823583791,1.0,0.87395411685096,0.8684568823583791,-0.08514311764162086,-0.11004588314903996,0.0249027655074191,summary,1.0
cora,49482,18,Neural_Networks,22,35,36,0.5144238471984863,0.093296118080616,1.9626739805366324,0.4722222222222222,0.4595367908477783,0.3647442587311446,0.2082732806320161,0.0,0.3647442587311446,0.1922732806320161,-0.0464,-0.3647442587311446,-0.15647097809912847,-0.2082732806320161,summary,0.3647442587311446
cora,753265,19,Neural_Networks,55,15,16,0.44755083322525024,0.06831800937652588,1.499999999995672,0.5,0.47984778881073,0.7440567876406285,0.6266432627014137,0.5281053503725598,0.7440567876406285,0.6106432627014137,0.4817053503725598,-0.21595143726806876,-0.11741352493921486,-0.0985379123288539,summary,0.7440567876406285
cora,249858,20,Theory,29,55,56,0.4475872814655304,0.06178135797381401,2.1434121823402927,0.39285714285714285,0.41111844778060913,0.14201905717762706,0.5795003533950693,0.6758704024811183,0.14201905717762706,0.5635003533950693,0.6294704024811183,0.5338513453034912,0.43748129621744225,0.09637004908604896,full,0.6294704024811183
cora,1113739,21,Reinforcement_Learning,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.45452821254730225,0.0,0.2200917662980802,0.2646202227274384,0.0,0.20409176629808018,0.2182202227274384,0.2646202227274384,0.2200917662980802,0.04452845642935821,full,0.2182202227274384
cora,48766,22,Genetic_Algorithms,18,60,61,0.4178347885608673,0.06093538925051689,1.2260088063009662,0.6065573770491803,0.45591503381729126,0.17630010660342915,0.7849818707050383,0.7564477297898766,0.17630010660342915,0.7689818707050383,0.7100477297898766,0.5801476231864475,0.6086817641016091,-0.02853414091516171,pq,0.7689818707050383
cora,646195,23,Probabilistic_Methods,53,48,49,0.3560348153114319,0.11794522404670715,2.484949712752227,0.32653061224489793,0.4104230999946594,0.2350455494144854,0.1012286082123002,0.18546617562553347,0.2350455494144854,0.0852286082123002,0.13906617562553347,-0.04957937378895194,-0.1338169412021852,0.08423756741323327,summary,0.2350455494144854
cora,1126050,24,Reinforcement_Learning,34,61,62,0.37611690163612366,0.14128881692886353,2.6574496152417444,0.25806451612903225,0.13394874334335327,0.10699313236726378,0.21398626473452756,0.14606834984270645,0.10699313236726378,0.19798626473452757,0.09966834984270645,0.03907521747544267,0.10699313236726378,-0.06791791489182111,pq,0.19798626473452757
cora,59626,25,Theory,62,69,70,0.5230175852775574,0.07428852468729019,2.5148357587736445,0.34285714285714286,0.49131691455841064,0.2200917662980802,0.6489315753318466,0.5680035776621611,0.2200917662980802,0.6329315753318466,0.5216035776621611,0.34791181136408095,0.42883980903376645,-0.0809279976696855,pq,0.6329315753318466
cora,340299,26,Neural_Networks,58,55,56,0.4324323236942291,0.06997987627983093,0.7516266655924406,0.875,0.36697548627853394,0.77990823370192,0.9216017310213247,0.9337457765456111,0.77990823370192,0.9056017310213247,0.8873457765456111,0.1538375428436911,0.14169349731940473,0.012144045524286384,pq,0.9056017310213247
cora,354004,27,Probabilistic_Methods,16,32,33,0.4222370982170105,0.08614923059940338,1.2355029240886062,0.696969696969697,0.5159894227981567,0.8200685179888284,0.4412851793128929,0.7093753650484101,0.8200685179888284,0.4252851793128929,0.6629753650484101,-0.11069315294041826,-0.3787833386759355,0.26809018573551724,summary,0.8200685179888284
cora,242637,28,Neural_Networks,2,63,64,0.44068586826324463,0.11180783808231354,1.3848740235262365,0.71875,0.46985888481140137,0.5774250016294137,0.7104770117651427,0.92663607790064,0.5774250016294137,0.6944770117651426,0.88023607790064,0.3492110762712263,0.13305201013572898,0.2161590661354973,full,0.88023607790064
cora,1106492,29,Rule_Learning,9,53,54,0.4251595735549927,0.05011504888534546,2.3318800497654912,0.4074074074074074,0.3287210464477539,0.1208113026994942,0.0,0.4364597551790087,0.1208113026994942,-0.016,0.3900597551790087,0.3156484524795145,-0.1208113026994942,0.4364597551790087,full,0.3900597551790087
cora,74975,30,Case_Based,15,68,69,0.46652597188949585,0.08783024549484253,0.7385465058694851,0.8260869565217391,0.3859444856643677,0.9148568823583791,0.9052116356304495,1.0,0.9148568823583791,0.8892116356304495,0.9536,0.08514311764162086,-0.009645246727929657,0.09478836436955052,full,0.9536
cora,1152272,31,Neural_Networks,16,32,33,0.4222370982170105,0.08614923059940338,1.2355029240886062,0.696969696969697,0.45512503385543823,0.11706259313796354,0.7751482523375255,0.7316362001126298,0.11706259313796354,0.7591482523375255,0.6852362001126298,0.6145736069746662,0.658085659199562,-0.043512052224895736,pq,0.7591482523375255
cora,100701,32,Case_Based,13,15,16,0.431354820728302,0.08174506574869156,2.1774212838207085,0.4375,0.30935001373291016,0.3894141271842883,0.5052157874909754,0.7070853141159735,0.3894141271842883,0.4892157874909754,0.6606853141159735,0.3176711869316852,0.1158016603066871,0.20186952662499813,full,0.6606853141159735
cora,66982,33,Neural_Networks,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.3617045283317566,0.4800032020044256,0.9052116356304495,0.7542686714597937,0.4800032020044256,0.8892116356304495,0.7078686714597937,0.2742654694553681,0.4252084336260239,-0.15094296417065578,pq,0.8892116356304495
cora,13960,34,Reinforcement_Learning,70,17,17,0.30408453941345215,0.06717609614133835,-1.4428232973175175e-12,1.0,0.47666847705841064,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
cora,13966,35,Reinforcement_Learning,11,57,58,0.44390708208084106,0.06718984991312027,1.998079219585688,0.5517241379310345,0.4720386266708374,0.0,0.21840743681816419,0.3065735963827292,0.0,0.2024074368181642,0.2601735963827292,0.3065735963827292,0.21840743681816419,0.088166159564565,full,0.2601735963827292
cora,66990,36,Neural_Networks,16,32,33,0.4222370982170105,0.08614923059940338,1.2355029240886062,0.696969696969697,0.5048840641975403,0.11706259313796354,0.09109240322345806,0.0,0.11706259313796354,0.07509240322345806,-0.0464,-0.11706259313796354,-0.025970189914505476,-0.09109240322345806,summary,0.11706259313796354
cora,182093,37,Reinforcement_Learning,18,60,61,0.4178347885608673,0.06093538925051689,1.2260088063009662,0.6065573770491803,0.4150095582008362,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
cora,182094,38,Genetic_Algorithms,74,57,58,0.46217668056488037,0.08598490804433823,0.6502468581799727,0.8793103448275862,0.4754476547241211,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
cora,13972,39,Reinforcement_Learning,50,69,70,0.47919103503227234,0.07861784100532532,1.4691569895114567,0.7142857142857143,0.45424938201904297,0.77990823370192,0.9216017310213247,0.7827392871477703,0.77990823370192,0.9056017310213247,0.7363392871477703,0.002831053445850329,0.14169349731940473,-0.1388624438735544,pq,0.9056017310213247
cora,13982,40,Theory,59,36,37,0.46185216307640076,0.08231177926063538,2.5496498426787335,0.2702702702702703,0.3628345727920532,0.29289999820461743,0.17957712468379533,0.3895262241347595,0.29289999820461743,0.16357712468379532,0.3431262241347595,0.09662622593014208,-0.1133228735208221,0.20994909945096418,full,0.3431262241347595
cora,16819,41,Probabilistic_Methods,31,21,22,0.29285728931427,0.0684000700712204,0.43949698691862793,0.9090909090909091,0.2477703094482422,1.0,0.92663607790064,1.0,1.0,0.9106360779006399,0.9536,0.0,-0.07336392209936005,0.07336392209936005,summary,1.0
cora,273152,42,Genetic_Algorithms,74,57,58,0.46217668056488037,0.08598490804433823,0.6502468581799727,0.8793103448275862,0.39968937635421753,1.0,0.9363792118010483,0.8572048559638626,1.0,0.9203792118010483,0.8108048559638626,-0.14279514403613736,-0.06362078819895167,-0.07917435583718568,summary,1.0
cora,237521,43,Neural_Networks,55,15,16,0.44755083322525024,0.06831800937652588,1.499999999995672,0.5,0.4312811493873596,0.7288898835959806,0.8153732461559124,0.5794056052137022,0.7288898835959806,0.7993732461559124,0.5330056052137022,-0.1494842783822784,0.08648336255993183,-0.23596764094221023,pq,0.7993732461559124
cora,1153703,44,Case_Based,56,23,24,0.44217148423194885,0.09096375852823257,2.0352354423843297,0.4166666666666667,0.33171546459198,0.7397466333385988,0.9709286432396583,0.9709286432396583,0.7397466333385988,0.9549286432396583,0.9245286432396583,0.23118200990105953,0.23118200990105953,0.0,pq,0.9549286432396583
cora,32872,45,Reinforcement_Learning,25,15,16,0.3793887495994568,0.0977509468793869,1.2475562489139378,0.5625,0.23295366764068604,0.730074127023885,0.7457912185292984,0.7756770539810109,0.730074127023885,0.7297912185292984,0.729277053981011,0.04560292695712598,0.01571709150541345,0.029885835451712528,summary,0.730074127023885
cora,284025,46,Neural_Networks,18,60,61,0.4178347885608673,0.06093538925051689,1.2260088063009662,0.6065573770491803,0.2943398952484131,0.7280855459907166,0.423676645087319,0.7471589728148226,0.7280855459907166,0.407676645087319,0.7007589728148226,0.019073426824105955,-0.3044089009033976,0.32348232772750357,summary,0.7280855459907166
cora,218666,47,Case_Based,71,29,30,0.4561687707901001,0.07592207193374634,2.2792598814895144,0.3333333333333333,0.5069208145141602,0.0,0.7202356619815307,0.5136173116441591,0.0,0.7042356619815306,0.46721731164415914,0.5136173116441591,0.7202356619815307,-0.20661835033737153,pq,0.7042356619815306
cora,16843,48,Probabilistic_Methods,12,40,41,0.3327941298484802,0.09930112212896347,1.9834965006858067,0.4634146341463415,0.33491969108581543,0.5181001594748444,0.7909506325094736,0.7791714369672128,0.5181001594748444,0.7749506325094736,0.7327714369672128,0.26107127749236836,0.27285047303462917,-0.011779195542260812,pq,0.7749506325094736
cora,1153724,49,Case_Based,24,62,63,0.4635985791683197,0.09521987289190292,2.391721981700021,0.3333333333333333,0.4277089834213257,0.3764459522792427,0.35707647659639197,0.46582309483828666,0.3764459522792427,0.34107647659639195,0.41942309483828666,0.08937714255904394,-0.019369475682850745,0.10874661824189469,full,0.41942309483828666
cora,1153728,50,Case_Based,71,29,30,0.4561687707901001,0.07592207193374634,2.2792598814895144,0.3333333333333333,0.5431261658668518,0.0,0.4581036108173526,0.551128531063142,0.0,0.4421036108173526,0.504728531063142,0.551128531063142,0.4581036108173526,0.09302492024578934,full,0.504728531063142
cora,158098,51,Probabilistic_Methods,76,15,16,0.361540287733078,0.09042823314666748,0.9886994082856122,0.5625,0.2589089870452881,0.6097348505782719,0.5193102680852087,0.5362934382936665,0.6097348505782719,0.5033102680852087,0.4898934382936665,-0.07344141228460543,-0.09042458249306318,0.016983170208457743,summary,0.6097348505782719
cora,8699,52,Theory,8,47,48,0.5029371380805969,0.07547804713249207,2.2281426871380723,0.3125,0.47940874099731445,0.15139734109601005,0.38589303732090646,0.49828993591603116,0.15139734109601005,0.36989303732090645,0.45188993591603116,0.3468925948200211,0.2344956962248964,0.1123968985951247,full,0.45188993591603116
cora,1134865,53,Genetic_Algorithms,51,77,78,0.390745609998703,0.11528804898262024,0.46672025990322386,0.9358974358974359,0.21367335319519043,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
cora,28456,54,Theory,33,49,50,0.4948118329048157,0.08305386453866959,1.9968711614958305,0.44,0.4758942723274231,0.7191184989488185,0.544221363816962,0.45214726077529543,0.7191184989488185,0.5282213638169619,0.40574726077529544,-0.2669712381735231,-0.17489713513185656,-0.09207410304166652,summary,0.7191184989488185
cora,248425,55,Genetic_Algorithms,51,77,78,0.390745609998703,0.11528804898262024,0.46672025990322386,0.9358974358974359,0.20139384269714355,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
cora,1112319,56,Theory,33,49,50,0.4948118329048157,0.08305386453866959,1.9968711614958305,0.44,0.47357434034347534,0.7191184989488185,0.5582604437617529,0.5473983622993503,0.7191184989488185,0.5422604437617529,0.5009983622993504,-0.17172013664946817,-0.16085805518706564,-0.010862081462402529,summary,0.7191184989488185
cora,28471,57,Reinforcement_Learning,70,16,17,0.30408453941345215,0.06717609614133835,-1.4428232973175175e-12,1.0,0.32221460342407227,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
cora,175548,58,Neural_Networks,44,30,31,0.3768121004104614,0.061683520674705505,0.6120692840064943,0.9032258064516129,0.2813570499420166,1.0,0.7065443116025598,0.8611375561264456,1.0,0.6905443116025598,0.8147375561264456,-0.1388624438735544,-0.2934556883974402,0.1545932445238858,summary,1.0
cora,696345,59,Neural_Networks,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.4555835723876953,0.4800032020044256,0.826813366651774,0.9148568823583791,0.4800032020044256,0.810813366651774,0.8684568823583791,0.43485368035395355,0.3468101646473484,0.08804351570660518,full,0.8684568823583791
cora,28485,60,Reinforcement_Learning,38,26,27,0.4553467333316803,0.094902403652668,2.130420693340084,0.48148148148148145,0.49496757984161377,0.0,0.20210734650054757,0.18154179253735267,0.0,0.18610734650054755,0.13514179253735267,0.18154179253735267,0.20210734650054757,-0.0205655539631949,pq,0.18610734650054755
cora,1139195,61,Case_Based,10,25,26,0.4712335765361786,0.08779263496398926,1.116076279677217,0.7692307692307693,0.5914842486381531,0.0,1.0,1.0,0.0,0.984,0.9536,1.0,1.0,0.0,pq,0.984
cora,35778,62,Probabilistic_Methods,65,34,35,0.47846221923828125,0.11144254356622696,0.6841377134536777,0.8857142857142857,0.41166210174560547,0.9305687780632229,0.7065443116025598,0.9305687780632229,0.9305687780632229,0.6905443116025598,0.8841687780632229,0.0,-0.2240244664606631,0.2240244664606631,summary,0.9305687780632229
cora,28491,63,Reinforcement_Learning,9,53,54,0.4251595735549927,0.05011504888534546,2.3318800497654912,0.4074074074074074,0.44748520851135254,0.16421958630632805,0.38431135260440824,0.6594803070902427,0.16421958630632805,0.3683113526044082,0.6130803070902427,0.4952607207839147,0.2200917662980802,0.2751689544858345,full,0.6130803070902427
cora,310530,64,Case_Based,8,47,48,0.5029371380805969,0.07547804713249207,2.2281426871380723,0.3125,0.5287446975708008,0.6131471927654584,0.3065735963827292,0.3065735963827292,0.6131471927654584,0.29057359638272917,0.2601735963827292,-0.3065735963827292,-0.3065735963827292,0.0,summary,0.6131471927654584
cora,1153784,65,Genetic_Algorithms,23,42,43,0.4321357011795044,0.10396722704172134,1.529259037371213,0.6976744186046512,0.41676783561706543,0.13905617951077562,0.11284514134893527,0.2856436410275446,0.13905617951077562,0.09684514134893527,0.23924364102754458,0.14658746151676896,-0.026211038161840353,0.17279849967860933,full,0.23924364102754458
cora,1481,66,Case_Based,15,68,69,0.46652597188949585,0.08783024549484253,0.7385465058694851,0.8260869565217391,0.4129449725151062,0.9148568823583791,0.77990823370192,0.9216017310213247,0.9148568823583791,0.76390823370192,0.8752017310213247,0.006744848662945557,-0.13494864865645917,0.14169349731940473,summary,0.9148568823583791
cora,1153786,67,Probabilistic_Methods,8,47,48,0.5029371380805969,0.07547804713249207,2.2281426871380723,0.3125,0.4171571731567383,0.4204996466049308,0.6015720654566381,0.4074153667635757,0.4204996466049308,0.5855720654566381,0.3610153667635757,-0.013084279841355073,0.18107241885170733,-0.1941566986930624,pq,0.5855720654566381
cora,13212,68,Neural_Networks,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.40178966522216797,0.4800032020044256,0.713654010247531,0.7065443116025598,0.4800032020044256,0.6976540102475309,0.6601443116025598,0.22654110959813423,0.23365080824310536,-0.00710969864497113,pq,0.6976540102475309
cora,1111614,69,Case_Based,15,68,69,0.46652597188949585,0.08783024549484253,0.7385465058694851,0.8260869565217391,0.48846644163131714,0.9148568823583791,0.6331992944486873,0.8603818544462509,0.9148568823583791,0.6171992944486873,0.8139818544462509,-0.054475027912128215,-0.28165758790969186,0.22718255999756365,summary,0.9148568823583791
cora,5055,70,Theory,35,4,4,0.25086021423339844,0.05129760131239891,0.8112781244562475,0.75,0.4597606062889099,0.7328286204777911,1.0,1.0,0.7328286204777911,0.984,0.9536,0.26717137952220893,0.26717137952220893,0.0,pq,0.984
cora,4329,71,Probabilistic_Methods,77,43,44,0.45513227581977844,0.08376577496528625,1.5340567806154026,0.6818181818181818,0.3395199775695801,0.7254521107352793,0.7827392871477703,0.8482378089219648,0.7254521107352793,0.7667392871477703,0.8018378089219648,0.1227856981866855,0.05728717641249104,0.06549852177419446,full,0.8018378089219648
cora,330148,72,Neural_Networks,28,29,30,0.4641585648059845,0.12727360427379608,0.8331761732123585,0.8666666666666667,0.5152119994163513,1.0,0.8512360941594275,0.7951657524814092,1.0,0.8352360941594275,0.7487657524814092,-0.2048342475185908,-0.14876390584057253,-0.056070341678018276,summary,1.0
cora,1105062,73,Reinforcement_Learning,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.5524611473083496,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
cora,4330,74,Probabilistic_Methods,79,20,21,0.45845502614974976,0.07130677998065948,1.3223057888489806,0.6190476190476191,0.41981589794158936,0.29127873064148246,0.15101961822780524,0.0,0.29127873064148246,0.13501961822780523,-0.0464,-0.29127873064148246,-0.14025911241367722,-0.15101961822780524,summary,0.29127873064148246
cora,5062,75,Case_Based,2,63,64,0.44068586826324463,0.11180783808231354,1.3848740235262365,0.71875,0.43490415811538696,0.0,0.0,0.0,0.0,-0.016,-0.0464,0.0,0.0,0.0,summary,0.0
cora,4335,76,Probabilistic_Methods,77,43,44,0.45513227581977844,0.08376577496528625,1.5340567806154026,0.6818181818181818,0.2831472158432007,0.6442227883107536,0.8603818544462509,0.9337457765456111,0.6442227883107536,0.8443818544462509,0.8873457765456111,0.28952298823485745,0.2161590661354973,0.07336392209936016,full,0.8873457765456111
cora,158812,77,Neural_Networks,4,37,38,0.4810020923614502,0.07984068989753723,1.9177822942976297,0.4473684210526316,0.6131242513656616,0.7241528458281337,0.5309999066793253,0.5829393865084945,0.7241528458281337,0.5149999066793253,0.5365393865084945,-0.14121345931963913,-0.19315293914880838,0.051939479829169244,summary,0.7241528458281337
cora,40124,78,Theory,65,34,35,0.47846221923828125,0.11144254356622696,0.6841377134536777,0.8857142857142857,0.402352511882782,0.0,0.0,0.31546487678572877,0.0,-0.016,0.26906487678572877,0.31546487678572877,0.0,0.31546487678572877,full,0.26906487678572877
cora,1103610,79,Theory,66,16,17,0.4017674922943115,0.07854749262332916,2.4189611955593135,0.29411764705882354,0.48764872550964355,0.0,0.0,0.39564672360221187,0.0,-0.016,0.3492467236022119,0.39564672360221187,0.0,0.39564672360221187,full,0.3492467236022119
cora,688361,80,Neural_Networks,58,55,56,0.4324323236942291,0.06997987627983093,0.7516266655924406,0.875,0.5174046754837036,0.77990823370192,0.88995411685096,1.0,0.77990823370192,0.87395411685096,0.9536,0.22009176629808003,0.11004588314904007,0.11004588314903996,full,0.9536
cora,302545,81,Probabilistic_Methods,17,29,30,0.4255331754684448,0.07151664793491364,1.5009550787785688,0.6,0.5803906917572021,0.8357804136936722,0.28481420121376444,0.5684579545875156,0.8357804136936722,0.2688142012137644,0.5220579545875156,-0.2673224591061566,-0.5509662124799077,0.28364375337375114,summary,0.8357804136936722
cora,20534,82,Reinforcement_Learning,7,38,39,0.4507206082344055,0.07581230998039246,1.7448467301085246,0.5641025641025641,0.36940252780914307,0.8364586133797037,1.0,0.9337457765456111,0.8364586133797037,0.984,0.8873457765456111,0.09728716316590735,0.16354138662029627,-0.06625422345438892,pq,0.984
cora,1031453,83,Neural_Networks,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.3543515205383301,0.4800032020044256,0.685119869332369,0.694765116060299,0.4800032020044256,0.669119869332369,0.648365116060299,0.21476191405587342,0.20511666732794342,0.00964524672792999,pq,0.669119869332369
cora,5086,84,Probabilistic_Methods,12,40,41,0.3327941298484802,0.09930112212896347,1.9834965006858067,0.4634146341463415,0.22809743881225586,0.5181001594748444,0.7951657524814092,0.7093753650484101,0.5181001594748444,0.7791657524814092,0.6629753650484101,0.1912752055735657,0.27706559300656475,-0.08579038743299905,pq,0.7791657524814092
cora,193742,85,Reinforcement_Learning,7,38,39,0.4507206082344055,0.07581230998039246,1.7448467301085246,0.5641025641025641,0.37124931812286377,0.8364586133797037,0.4647456832249362,0.574337189448622,0.8364586133797037,0.4487456832249362,0.527937189448622,-0.26212142393108173,-0.37171293015476753,0.1095915062236858,summary,0.8364586133797037
cora,58268,86,Rule_Learning,30,28,29,0.3839695453643799,0.0895218774676323,0.2163969324483793,0.9655172413793104,0.43478256464004517,1.0,1.0,1.0,1.0,0.984,0.9536,0.0,0.0,0.0,summary,1.0
cora,424,87,Rule_Learning,62,69,70,0.5230175852775574,0.07428852468729019,2.5148357587736445,0.34285714285714286,0.5725494623184204,0.0,0.2765732350040718,0.10699313236726378,0.0,0.2605732350040718,0.06059313236726378,0.10699313236726378,0.2765732350040718,-0.16958010263680806,pq,0.2605732350040718
cora,40151,88,Theory,46,45,46,0.5078297257423401,0.08007152378559113,2.1566403138051498,0.4782608695652174,0.5091764330863953,0.0,0.19092086617893467,0.0,0.0,0.17492086617893465,-0.0464,0.0,0.19092086617893467,-0.19092086617893467,pq,0.17492086617893465
cora,636098,89,Theory,72,34,35,0.411111056804657,0.06749860942363739,2.291597835798883,0.4,0.3986336588859558,0.5370079586075638,0.5455017237786199,0.693761356516045,0.5370079586075638,0.5295017237786199,0.647361356516045,0.1567533979084812,0.008493765171056156,0.14825963273742504,full,0.647361356516045
cora,260121,90,Neural_Networks,3,159,160,0.4393612742424011,0.07596892863512039,1.1532419524030504,0.78125,0.3469806909561157,0.4800032020044256,0.8415908474314977,0.8200685179888284,0.4800032020044256,0.8255908474314977,0.7736685179888284,0.3400653159844028,0.3615876454270721,-0.021522329442669297,pq,0.8255908474314977
