suite,budget,family,seed,public_seed_source,budget_difficulty,family_surface,family_connectivity,ambiguity_stratum,corruption_type,method,protocol,norm_cd,coverage,iou,uniformity,hausdorff,bidirectional_nn,approx_emd,occupancy_divergence,components_error,holes_error,skeleton_error,pairwise_hist_divergence,density_divergence,curvature_divergence,summary_entropy_gap,runtime_s,acceptance_rate,n_hypotheses
private_seed_audit,budget_06_thin_strip,barbell-bridge,1001,1,hard,jagged,connected,high,clustered_occlusion,projected-gradient-blind,protocol_b,0.5921291583716002,0.0625,0.02533532041728763,5.5851976116865965,0.987879307760348,0.2960645791858001,0.5147900768415263,0.6931471793676884,0.0,7.0,0.9753954305799648,0.47377990626345523,0.6164352418335575,0.6450410907837385,1.9131423288775538,0.0589070999994874,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1001,1,hard,jagged,connected,high,clustered_occlusion,subset-affine-blind,protocol_b,0.7208553736489771,0.0625,0.008547008547008548,5.653885285822635,1.090890726760857,0.36042768682448856,0.6163821633918112,0.6931471793799591,0.0,7.0,0.9916387959866221,0.49220752093532794,0.6313679256188625,0.6782288795711798,2.119288155810771,0.87752129999717,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1002,2,hard,jagged,connected,high,none,ambiguity-set-sampler,protocol_b,0.29265792415529707,0.484375,0.04986522911051213,2.1119778412812034,0.4942744642154627,0.14632896207764853,0.25352824124624473,0.5940567594142006,0.0,2.0,0.9627906976744186,0.062465795396506,0.6013331157853657,0.44004747509243713,1.5411816305003225,1.4410918000066886,,6
private_seed_audit,budget_06_thin_strip,barbell-bridge,1002,2,hard,jagged,connected,high,none,best-of-k-restart-blind,protocol_b,0.4978500397519343,0.171875,0.009985734664764621,0.0,0.8097921246984336,0.24892501987596716,0.41060588301724393,0.6676333591803343,0.0,3.0,0.9900662251655629,0.2718655335351736,0.5982160933932307,0.6527826866231009,1.677423549140759,0.5392158000031486,0.775,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1002,2,hard,jagged,connected,high,none,blind-sa,protocol_b,0.09879614500088742,0.96875,0.2518703241895262,0.309949912794153,0.21523175143071646,0.04939807250044371,0.0548040910804279,0.27076061667312445,0.0,1.0,0.7923976608187134,0.0005739405981506878,0.06726624469229872,0.10413540224664017,0.032751596678277206,0.17837950000102865,0.8,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1002,2,hard,jagged,connected,high,none,evolutionary-blind,protocol_b,0.16307786180973716,0.984375,0.2857142857142857,0.2644124043165174,0.17774264219203975,0.08153893090486858,0.09738645994674001,0.2815910413400494,0.0,2.0,0.7791411042944785,0.0002886905756535734,0.03404686842657868,0.06351044844105438,0.15316071927136887,0.23257600000215461,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1002,2,hard,jagged,connected,high,none,projected-gradient-blind,protocol_b,0.6408346125420736,0.078125,0.014858841010401188,7.937253933193771,0.944065742868531,0.3204173062710368,0.5456040398175435,0.6931471793702294,0.0,3.0,0.984375,0.5087106823955732,0.6045739312027811,0.6317847052499292,1.9689532099453257,0.05792970000038622,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1002,2,hard,jagged,connected,high,none,subset-affine-blind,protocol_b,0.6007561882522544,0.078125,0.030973451327433628,5.784613171863474,0.9664844117735073,0.3003780941261272,0.5961396929601852,0.6931471793578574,0.0,3.0,0.967409948542024,0.48101016740476116,0.6086984803439017,0.6304765257591891,2.063684070195247,1.1444654000006267,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1003,3,hard,jagged,connected,high,moment_preserving_perturbation,ambiguity-set-sampler,protocol_b,0.26832135516444755,0.5625,0.0371900826446281,1.6638766893614851,0.4952994292957647,0.13416067758222378,0.2664713947368695,0.6775998578638417,0.0,0.0,0.9605678233438486,0.06008249098166395,0.5190994986517596,0.4586646235357314,1.6548566690462487,1.4398179999989225,,6
private_seed_audit,budget_06_thin_strip,barbell-bridge,1003,3,hard,jagged,connected,high,moment_preserving_perturbation,best-of-k-restart-blind,protocol_b,0.5138683519987319,0.125,0.017937219730941704,0.0,0.8792921048629511,0.25693417599936597,0.4279584778690478,0.6931471793578574,0.0,0.0,0.9846153846153847,0.3164032591832209,0.5489693523333787,0.6931471803777844,2.168853614860997,0.5285077000007732,0.7,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1003,3,hard,jagged,connected,high,moment_preserving_perturbation,blind-sa,protocol_b,0.2238136005003709,0.90625,0.15066964285714285,0.29611825064294667,0.3187231557695312,0.11190680025018546,0.13698347013345546,0.5281005478438325,0.0,6.0,0.874025974025974,0.0010939494046841415,0.09646485344960637,0.07861269601287857,0.04128514946375672,0.17810210000607185,0.38333333333333336,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1003,3,hard,jagged,connected,high,moment_preserving_perturbation,evolutionary-blind,protocol_b,0.21644223597965667,0.953125,0.1543778801843318,0.23342720303025855,0.2986388649588185,0.10822111798982834,0.13089364703824208,0.5294087957968776,0.0,4.0,0.8727770177838577,0.0015014918661885525,0.08807367534259801,0.061667395440266434,0.06011491965156868,0.23133279999456136,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1003,3,hard,jagged,connected,high,moment_preserving_perturbation,projected-gradient-blind,protocol_b,0.6679535637510543,0.0625,0.026397515527950312,0.0,0.9790097739045368,0.33397678187552715,0.5529924030918212,0.693147179382727,0.0,0.0,0.9767857142857143,0.5863016928296695,0.5354119691969,0.6931471803777844,2.0337484979680536,0.05675560000236146,,1
private_seed_audit,budget_06_thin_strip,barbell-bridge,1003,3,hard,jagged,connected,high,moment_preserving_perturbation,subset-affine-blind,protocol_b,0.6196239017222063,0.09375,0.023952095808383235,5.892364005606972,0.9980845016939107,0.30981195086110314,0.5835091536388165,0.6931471793578574,0.0,0.0,0.9724612736660929,0.49692860789512594,0.5489693523333787,0.6755742071091493,2.168853614860997,1.139597400004277,,1
private_seed_audit,budget_06_thin_strip,crescent,1000,0,hard,smooth,connected,high,none,ambiguity-set-sampler,protocol_b,0.2659635097965753,0.46875,0.10217113665389528,2.159933968689501,0.7126366360950881,0.13298175489828765,0.2739035802783535,0.55513896104209,0.0,2.0,0.9175257731958762,0.04427847802380149,0.18859508800957137,0.37243216936487844,0.38606296004018215,1.435586699997657,,6
private_seed_audit,budget_06_thin_strip,crescent,1000,0,hard,smooth,connected,high,none,best-of-k-restart-blind,protocol_b,0.6792810280313589,0.09375,0.03587443946188341,0.0,0.9570467060129244,0.33964051401567946,0.5138812734884005,0.6424207229368125,0.0,2.0,0.9637305699481865,0.30979445511163917,0.5984902755993718,0.6931471803535494,1.5984376413763381,0.5339271000048029,0.6416666666666667,1
private_seed_audit,budget_06_thin_strip,crescent,1000,0,hard,smooth,connected,high,none,blind-sa,protocol_b,0.1159154060705747,0.9375,0.18904823989569752,0.688437540682526,0.1950498589354051,0.05795770303528735,0.07839067942729672,0.3069966003978448,0.0,1.0,0.8506787330316742,0.0009390784862182856,0.07360401303318612,0.06352064829536892,0.2732748946224808,0.1769784999996773,0.475,1
private_seed_audit,budget_06_thin_strip,crescent,1000,0,hard,smooth,connected,high,none,evolutionary-blind,protocol_b,0.1023623327077342,0.984375,0.2038369304556355,0.42070101437299035,0.16421980498403144,0.0511811663538671,0.07753773448813858,0.41817446941108916,0.0,1.0,0.8537931034482759,0.00107891143463641,0.044884440406460085,0.05705099743547951,0.1296252703130616,0.23099360000196612,,1
private_seed_audit,budget_06_thin_strip,crescent,1000,0,hard,smooth,connected,high,none,projected-gradient-blind,protocol_b,0.6376338970614314,0.0625,0.04354587869362364,4.6552011920263485,2.895070907386979,0.3188169485307157,0.6468153162244157,0.6442285272633856,0.0,2.0,0.9528985507246377,0.24440409685166306,0.6075981211894402,0.5943251149801922,1.765775141664381,0.05902819999755593,,1
private_seed_audit,budget_06_thin_strip,crescent,1000,0,hard,smooth,connected,high,none,subset-affine-blind,protocol_b,0.6550524973112918,0.078125,0.03143712574850299,5.656245028281437,0.8657515699095331,0.3275262486556459,0.5417599279958379,0.6243398615740724,0.0,2.0,0.9672977624784853,0.31584703491148525,0.6033232562573374,0.6449702187177437,1.670010086626109,1.1477538000035565,,1
private_seed_audit,budget_06_thin_strip,crescent,1001,1,hard,smooth,connected,high,moment_preserving_perturbation,ambiguity-set-sampler,protocol_b,0.3144334566869066,0.390625,0.02266666666666667,2.0841001728479873,0.6310862583853477,0.1572167283434533,0.334280526590615,0.6150742010685369,0.0,4.0,0.9751166407465007,0.06334658962181251,0.5581504172505323,0.41552493988279043,1.776385036823227,1.4554258999996819,,6
private_seed_audit,budget_06_thin_strip,crescent,1001,1,hard,smooth,connected,high,moment_preserving_perturbation,best-of-k-restart-blind,protocol_b,0.232069966364411,0.78125,0.12872340425531914,0.34495773803919827,0.28094069769704916,0.1160349831822055,0.15726408817617993,0.5831160914643219,0.0,0.0,0.9028132992327366,0.003581945148730089,0.1832612488450033,0.10689660519135338,0.1446589145301762,0.5387394000063068,0.775,1
private_seed_audit,budget_06_thin_strip,crescent,1001,1,hard,smooth,connected,high,moment_preserving_perturbation,blind-sa,protocol_b,0.24509821340096008,0.6875,0.11255411255411256,0.4439726768513305,0.36404971881095083,0.12254910670048004,0.16984138032369075,0.5941192001884198,0.0,1.0,0.9119897959183674,0.0030715902625933376,0.15682734582492053,0.06413874241096379,0.17421407050848048,0.17971200000465615,0.75,1
private_seed_audit,budget_06_thin_strip,crescent,1001,1,hard,smooth,connected,high,moment_preserving_perturbation,evolutionary-blind,protocol_b,0.2246299985066735,0.8125,0.12608695652173912,0.31134818425640887,0.31439691156683297,0.11231499925333675,0.1539826738496101,0.5501067652920283,0.0,1.0,0.906856403622251,0.0025870199321475474,0.1878859987508184,0.078166555562806,0.07838057039856272,0.23071840000193333,,1
private_seed_audit,budget_06_thin_strip,crescent,1001,1,hard,smooth,connected,high,moment_preserving_perturbation,projected-gradient-blind,protocol_b,0.5632031743687168,0.1875,0.027522935779816515,6.445059046900005,1.3264979651832358,0.2816015871843584,0.45299604405147,0.6697505843835547,0.0,4.0,0.9679144385026738,0.12355157115886918,0.5638681174222471,0.6030578681578822,1.690722977526195,0.06207439999707276,,1
private_seed_audit,budget_06_thin_strip,crescent,1001,1,hard,smooth,connected,high,moment_preserving_perturbation,subset-affine-blind,protocol_b,0.6648827833697744,0.046875,0.0392156862745098,5.323654065229769,0.8765227649596591,0.3324413916848872,0.49204216521144095,0.6697505843835551,0.0,4.0,0.956369982547993,0.270849239066033,0.5585815821575667,0.5942903408224781,1.6023890485127923,1.167981200000213,,1
private_seed_audit,budget_06_thin_strip,crescent,1002,2,hard,smooth,connected,high,structured_dropout,ambiguity-set-sampler,protocol_b,0.28077454723589146,0.4375,0.07934508816120907,1.8935806161824902,0.7085816176802232,0.14038727361794573,0.2877209353819206,0.6469485701826674,0.0,1.0,0.938483547925608,0.05484920037837179,0.23324888828851426,0.36986972035623156,0.43674481871892357,1.3852038999975775,,6
private_seed_audit,budget_06_thin_strip,crescent,1002,2,hard,smooth,connected,high,structured_dropout,best-of-k-restart-blind,protocol_b,0.12196700754664992,0.96875,0.2895377128953771,0.4633365227348866,0.18634333629699396,0.06098350377332496,0.08472549249314801,0.2691663497220769,0.0,4.0,0.7780859916782247,0.0003089473513815535,0.06609710060139659,0.05429138966508839,0.041831423179812255,0.5442322000017157,0.575,1
private_seed_audit,budget_06_thin_strip,crescent,1002,2,hard,smooth,connected,high,structured_dropout,blind-sa,protocol_b,0.12196700754664992,0.96875,0.2895377128953771,0.4633365227348866,0.18634333629699396,0.06098350377332496,0.08472549249314801,0.2691663497220769,0.0,4.0,0.7780859916782247,0.0003089473513815535,0.06609710060139659,0.05429138966508839,0.041831423179812255,0.18196940000052564,0.725,1
private_seed_audit,budget_06_thin_strip,crescent,1002,2,hard,smooth,connected,high,structured_dropout,evolutionary-blind,protocol_b,0.11155062562037434,0.984375,0.2779187817258883,0.41050768391795395,0.1544096479993045,0.05577531281018717,0.07989112336530747,0.24595545051617518,0.0,1.0,0.7572674418604651,0.0005509727814691006,0.06058311824643112,0.046601295565653233,0.1595219313197358,0.2342274999973597,,1
private_seed_audit,budget_06_thin_strip,crescent,1002,2,hard,smooth,connected,high,structured_dropout,projected-gradient-blind,protocol_b,0.5936976851462354,0.0625,0.04090909090909091,5.1214659342955,3.390544799748071,0.2968488425731177,0.5966320021999858,0.6689599766797723,0.0,1.0,0.9614035087719298,0.21769140949611238,0.6132104465183895,0.527829467128972,1.8006261586469916,0.05891680000058841,,1
private_seed_audit,budget_06_thin_strip,crescent,1002,2,hard,smooth,connected,high,structured_dropout,subset-affine-blind,protocol_b,0.5541035178103022,0.109375,0.04341317365269461,5.318634604363421,0.7486446298725715,0.2770517589051511,0.5045184954291873,0.6463539894477732,0.0,1.0,0.9621993127147767,0.2670928034185729,0.6033232562689432,0.5778995815979513,1.5856362052075132,0.8679501000005985,,1
private_seed_audit,budget_06_thin_strip,crescent,1003,3,hard,smooth,connected,high,clustered_occlusion,ambiguity-set-sampler,protocol_b,0.3047223913605908,0.40625,0.07556675062972293,2.535583305093983,0.7865844551222323,0.1523611956802954,0.3362514333869379,0.5506030366333566,0.0,2.0,0.9337260677466863,0.07125248131731388,0.23419916774460728,0.3771262427702903,0.20830444097529455,1.3937632999950438,,6
private_seed_audit,budget_06_thin_strip,crescent,1003,3,hard,smooth,connected,high,clustered_occlusion,best-of-k-restart-blind,protocol_b,0.2477446097196161,0.609375,0.11547344110854503,0.5022710244336659,0.39391115729606874,0.12387230485980805,0.1908737528600177,0.4983451762293951,0.0,4.0,0.9192886456908345,0.002331461955738733,0.1362590983070927,0.07069726641538265,0.13095359614010205,0.5077502000058303,0.7083333333333334,1
private_seed_audit,budget_06_thin_strip,crescent,1003,3,hard,smooth,connected,high,clustered_occlusion,blind-sa,protocol_b,0.2477446097196161,0.609375,0.11547344110854503,0.5022710244336659,0.39391115729606874,0.12387230485980805,0.1908737528600177,0.4983451762293951,0.0,4.0,0.9192886456908345,0.002331461955738733,0.1362590983070927,0.07069726641538265,0.13095359614010205,0.17368520000309218,0.49166666666666664,1
private_seed_audit,budget_06_thin_strip,crescent,1003,3,hard,smooth,connected,high,clustered_occlusion,evolutionary-blind,protocol_b,0.245441313684657,0.640625,0.11955307262569832,0.49907048769158646,0.44664756439350634,0.1227206568423285,0.17624167302130286,0.5660308263266437,0.0,2.0,0.919205298013245,0.0011481772674173103,0.02866123698773327,0.12316469907437042,0.0057346025706856985,0.22129660000064177,,1
private_seed_audit,budget_06_thin_strip,crescent,1003,3,hard,smooth,connected,high,clustered_occlusion,projected-gradient-blind,protocol_b,0.5386424995500402,0.15625,0.04005524861878453,6.576542261595734,1.569520907040618,0.2693212497750201,0.4858730262046299,0.6704606988967036,0.0,2.0,0.9572368421052632,0.08549306097226142,0.5835848726621612,0.5445304499779281,1.551002190678487,0.057052500000281725,,1
private_seed_audit,budget_06_thin_strip,crescent,1003,3,hard,smooth,connected,high,clustered_occlusion,subset-affine-blind,protocol_b,0.7463059462663294,0.015625,0.06469760900140648,4.965591120176411,0.8696954286578478,0.3731529731331647,0.5624136213278673,0.5722111660735275,0.0,2.0,0.9404958677685951,0.43957280072681726,0.5861053618235572,0.5445304499779281,1.5829735604004758,0.893896900000982,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1000,0,hard,jagged,connected,high,none,ambiguity-set-sampler,protocol_b,0.2906399776119864,0.5625,0.10873146622734761,1.4805693718645843,0.7552379761811377,0.1453199888059932,0.2936154941222477,0.5329134016976693,0.0,2.0,0.9460043196544277,0.022551737244383953,0.20536587061611195,0.3224821120959722,0.6109420797502834,1.527250399994955,,6
private_seed_audit,budget_06_thin_strip,cross-branch,1000,0,hard,jagged,connected,high,none,best-of-k-restart-blind,protocol_b,0.11704554900622754,0.984375,0.36,0.34260300096819046,0.19179449596948484,0.05852277450311377,0.07489913755775847,0.29383030118263265,0.0,0.0,0.78743961352657,0.0009668069325243145,0.06392818747565905,0.05394688034703969,0.0843215848984018,0.5312881999998353,0.6666666666666666,1
private_seed_audit,budget_06_thin_strip,cross-branch,1000,0,hard,jagged,connected,high,none,blind-sa,protocol_b,0.11232744657567821,0.984375,0.40963855421686746,0.39570259169758015,0.16380029056164816,0.056163723287839105,0.0704709573357967,0.28739501528277955,0.0,1.0,0.7493670886075949,0.0009290385924896082,0.07053174667610526,0.07409891945873451,0.05245073583411397,0.18072730000130832,0.7333333333333333,1
private_seed_audit,budget_06_thin_strip,cross-branch,1000,0,hard,jagged,connected,high,none,evolutionary-blind,protocol_b,0.11447487562173321,1.0,0.4666666666666667,0.3228395172465728,0.17573519010482733,0.057237437810866605,0.07031747053876634,0.21618535277329612,0.0,0.0,0.7005347593582888,0.0008285440435894741,0.06074470494008377,0.05614373833277176,0.12100230496389619,0.23071199999685632,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1000,0,hard,jagged,connected,high,none,projected-gradient-blind,protocol_b,0.6951871633858838,0.015625,0.01486988847583643,7.937253933193772,1.1389959159306309,0.3475935816929419,0.5703809356482452,0.6931471793544492,0.0,2.0,0.986046511627907,0.37400115006700096,0.5647810542476913,0.6420743371981381,1.6071615801728116,0.05855090000113705,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1000,0,hard,jagged,connected,high,none,subset-affine-blind,protocol_b,0.5590082271919552,0.109375,0.0398406374501992,5.321856496933038,1.113968848222285,0.2795041135959776,0.49433515452913646,0.6931471793423964,0.0,2.0,0.9543147208121827,0.3124744888949017,0.5614590299391096,0.5663444510885777,1.5914333806207348,1.130960700000287,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1001,1,hard,jagged,connected,high,moment_preserving_perturbation,ambiguity-set-sampler,protocol_b,0.30381523379851494,0.640625,0.0868824531516184,1.521321410879198,0.6798767698814084,0.15190761689925747,0.33191325218329515,0.6040054922343904,0.0,1.0,0.9463519313304721,0.03194104033240282,0.16502644431902969,0.5652959638194737,0.40494550074476177,1.4359743000022718,,6
private_seed_audit,budget_06_thin_strip,cross-branch,1001,1,hard,jagged,connected,high,moment_preserving_perturbation,best-of-k-restart-blind,protocol_b,0.23054443876860178,0.9375,0.1220159151193634,0.2798364128182528,0.3547784876536257,0.11527221938430089,0.16611680251100552,0.5184929036037194,0.0,1.0,0.9277310924369748,0.002090624943393908,0.12830592982539307,0.1252834473146321,0.037279399164444005,0.539220499995281,0.5666666666666667,1
private_seed_audit,budget_06_thin_strip,cross-branch,1001,1,hard,jagged,connected,high,moment_preserving_perturbation,blind-sa,protocol_b,0.22995875892165865,0.921875,0.12448700410396717,0.2726135804474419,0.35750114818703393,0.11497937946082933,0.15959907866921944,0.5184929036037194,0.0,1.0,0.9156414762741651,0.0022079809480539414,0.12513017144594418,0.14023354791398146,0.0040707967227668895,0.17936989999725483,0.6,1
private_seed_audit,budget_06_thin_strip,cross-branch,1001,1,hard,jagged,connected,high,moment_preserving_perturbation,evolutionary-blind,protocol_b,0.23964656606775697,0.9375,0.11733333333333333,0.2799539560036943,0.3599359593902255,0.11982328303387849,0.1571413448175959,0.5403246879900352,0.0,0.0,0.9355932203389831,0.0020806284933240935,0.12135369124101458,0.1360624376954672,0.018119758840830613,0.2334677000035299,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1001,1,hard,jagged,connected,high,moment_preserving_perturbation,projected-gradient-blind,protocol_b,0.6944243066503584,0.09375,0.011278195488721804,0.0,0.9651789512161427,0.3472121533251792,0.548437697333991,0.6931471793323314,0.0,1.0,0.9879227053140096,0.25047840742104316,0.5880544012698173,0.6931471804034823,1.7261598630480826,0.056922099996882025,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1001,1,hard,jagged,connected,high,moment_preserving_perturbation,subset-affine-blind,protocol_b,0.4955925282891528,0.234375,0.04183266932270916,3.855168137932751,0.8873274928931506,0.2477962641445764,0.48521135986490466,0.6258171336621656,0.0,1.0,0.9639175257731959,0.21241519832521927,0.5808284264450481,0.6472108728126389,1.6393998985074967,1.1500833000027342,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1002,2,hard,jagged,connected,high,structured_dropout,ambiguity-set-sampler,protocol_b,0.2868479003384351,0.640625,0.08777969018932874,1.7457399645814509,0.6489387015376323,0.14342395016921755,0.27259323801201724,0.543217503661595,0.0,2.0,0.9330357142857143,0.0269368506442015,0.21436876567551144,0.3429623910325437,0.6164042976258699,1.393041399998765,,6
private_seed_audit,budget_06_thin_strip,cross-branch,1002,2,hard,jagged,connected,high,structured_dropout,best-of-k-restart-blind,protocol_b,0.490968020667867,0.125,0.018975332068311195,0.0,0.877912808046324,0.2454840103339335,0.46681255174703273,0.6463539894477733,0.0,2.0,0.9856801909307876,0.18601427260700143,0.5565396972079573,0.6931471803925138,1.639985714041325,0.5040535000007367,0.36666666666666664,1
private_seed_audit,budget_06_thin_strip,cross-branch,1002,2,hard,jagged,connected,high,structured_dropout,blind-sa,protocol_b,0.10353312632172693,0.96875,0.32064128256513025,0.3953280068341269,0.20571130971378682,0.05176656316086346,0.06833123657321344,0.2954099936597224,0.0,0.0,0.7800511508951407,0.0007241284365432361,0.045018830440857735,0.06372434804547009,0.00499655200469773,0.17215199999918696,0.8,1
private_seed_audit,budget_06_thin_strip,cross-branch,1002,2,hard,jagged,connected,high,structured_dropout,evolutionary-blind,protocol_b,0.17149336810315163,0.984375,0.27726432532347506,0.329539911809428,0.17351147975687442,0.08574668405157582,0.11768601105569326,0.3715211518845769,0.0,3.0,0.8615023474178404,0.00043289390961715217,0.04340458966123241,0.05606927756372146,0.04128682852619603,0.2211849999948754,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1002,2,hard,jagged,connected,high,structured_dropout,projected-gradient-blind,protocol_b,0.5658226786980781,0.09375,0.01651376146788991,7.161104478155717,0.9798981578928317,0.28291133934903906,0.533937315359846,0.6931471793193366,0.0,2.0,0.9885057471264368,0.34177533694114487,0.5548375255578077,0.6183439414359962,1.6719587434724874,0.05925369999749819,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1002,2,hard,jagged,connected,high,structured_dropout,subset-affine-blind,protocol_b,0.5705944015995648,0.09375,0.028688524590163935,5.493475589200663,1.0266284375760608,0.2852972007997824,0.49795882345413467,0.644772774028211,0.0,2.0,0.9736147757255936,0.29366973131422536,0.5536462620277551,0.6673984548887834,1.721320273766237,0.8672892000031425,,1
private_seed_audit,budget_06_thin_strip,cross-branch,1003,3,hard,jagged,connected,high,clustered_occlusion,ambiguity-set-sampler,protocol_b,0.2816119089425578,0.484375,0.16261682242990655,1.8639638205640885,0.7532721155867762,0.1408059544712789,0.31749744655891526,0.4910320033212645,0.0,1.0,0.8732718894009217,0.03659106383896192,0.4259180770527572,0.3699418213155501,1.2513404449081076,1.4106777999986662,,6
private_seed_audit,budget_06_thin_strip,cross-branch,1003,3,hard,jagged,connected,high,clustered_occlusion,best-of-k-restart-blind,protocol_b,0.14321671982011436,0.875,0.41630901287553645,0.33147989505090264,0.31202880110538134,0.07160835991005718,0.14413381976045453,0.2872154834763813,0.0,1.0,0.6923076923076923,0.0013575501551085511,0.07343864957852203,0.020239182126158654,0.11848452832772427,0.5139782999976887,0.6083333333333333,1
