representation,query_key,neighbor_key,neighbor_rank,summary_distance,topology_disagree,geometry_disagree,routing_disagree,continuous_gain_gap,original_action_disagree,original_view_disagree,family_disagree
Base summary,budget_06_thin_strip|crescent|0,budget_06_thin_strip|crescent|2,3,1.99177191076168e-08,0,0,0,0.03499864187712018,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|0,budget_06_thin_strip|cross-branch|3,4,1.7748824385137562e-07,0,1,1,0.0129279658367768,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|0,budget_06_thin_strip|cross-branch|1,5,1.7829712188631546e-07,0,1,1,0.005407639754955423,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|1,budget_06_thin_strip|crescent|0,1,6.56295645568309e-09,0,0,0,0.06363663184223672,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|1,budget_06_thin_strip|crescent|3,2,1.3932086758493609e-08,0,0,0,0.004358235193334281,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|1,budget_06_thin_strip|crescent|2,3,1.4249838772744899e-08,0,0,0,0.0986352737193569,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|1,budget_06_thin_strip|cross-branch|3,4,1.7101558635387574e-07,0,1,1,0.050708666005459924,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|1,budget_06_thin_strip|cross-branch|1,5,1.718290572746881e-07,0,1,1,0.0582289920872813,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|2,budget_06_thin_strip|crescent|1,1,1.4249838772744899e-08,0,0,0,0.0986352737193569,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|2,budget_06_thin_strip|crescent|0,2,1.99177191076168e-08,0,0,0,0.03499864187712018,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|2,budget_06_thin_strip|crescent|3,3,2.1299765343273972e-08,0,0,0,0.10299350891269118,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|2,budget_06_thin_strip|cross-branch|3,4,1.6137340162683289e-07,0,1,1,0.04792660771389698,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|2,budget_06_thin_strip|cross-branch|1,5,1.6225099928092661e-07,0,1,1,0.0404062816320756,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|3,budget_06_thin_strip|crescent|0,1,1.0433546576639032e-08,0,0,0,0.067994867035571,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|3,budget_06_thin_strip|crescent|1,2,1.3932086758493609e-08,0,0,0,0.004358235193334281,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|3,budget_06_thin_strip|crescent|2,3,2.1299765343273972e-08,0,0,0,0.10299350891269118,0.0,0.0,0.0
Base summary,budget_06_thin_strip|crescent|3,budget_06_thin_strip|cross-branch|3,4,1.8242615937807722e-07,0,1,1,0.055066901198794205,1.0,1.0,1.0
Base summary,budget_06_thin_strip|crescent|3,budget_06_thin_strip|cross-branch|1,5,1.8329044697154782e-07,0,1,1,0.06258722728061558,1.0,1.0,1.0
Base summary,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|cross-branch|2,1,4.705062152105683e-09,0,0,0,0.0710157291747561,0.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|cross-branch|1,2,5.5937865927660046e-09,0,0,0,0.04447983768162392,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|cross-branch|3,3,6.404100997797005e-09,0,0,0,0.052000163763445295,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|pinwheel|1,4,1.7890854103871287e-08,1,0,0,0.08495057230660222,1.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|pinwheel|0,5,1.8160651299787735e-08,1,0,0,0.03204638068252691,1.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|cross-branch|3,1,1.7201353663376015e-09,0,0,0,0.007520326081821377,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|cross-branch|2,2,2.403955171406281e-09,0,0,0,0.02653589149313218,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|cross-branch|0,3,5.5937865927660046e-09,0,0,0,0.04447983768162392,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|volatility-clustering|0,4,2.2666404711019026e-08,0,0,0,0.03899419446821836,0.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|pinwheel|1,5,2.336177892917054e-08,1,0,0,0.0404707346249783,0.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|cross-branch|1,1,2.403955171406281e-09,0,0,0,0.02653589149313218,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|cross-branch|3,2,2.5360163361854296e-09,0,0,0,0.019015565411310803,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|cross-branch|0,3,4.705062152105683e-09,0,0,0,0.0710157291747561,0.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|pinwheel|1,4,2.2066031527574174e-08,1,0,0,0.01393484313184612,1.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|pinwheel|0,5,2.2142656585589827e-08,1,0,0,0.03896934849222919,1.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|3,budget_06_thin_strip|cross-branch|1,1,1.7201353663376015e-09,0,0,0,0.007520326081821377,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|3,budget_06_thin_strip|cross-branch|2,2,2.5360163361854296e-09,0,0,0,0.019015565411310803,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|3,budget_06_thin_strip|cross-branch|0,3,6.404100997797005e-09,0,0,0,0.052000163763445295,1.0,0.0,0.0
Base summary,budget_06_thin_strip|cross-branch|3,budget_06_thin_strip|pinwheel|1,4,2.375285476017803e-08,1,0,0,0.03295040854315692,1.0,0.0,1.0
Base summary,budget_06_thin_strip|cross-branch|3,budget_06_thin_strip|pinwheel|0,5,2.3808210904864285e-08,1,0,0,0.019953783080918386,1.0,0.0,1.0
Base summary,budget_06_thin_strip|double-loop|0,budget_06_thin_strip|double-loop|2,1,9.447356734240185e-10,0,0,0,0.0029745634492617246,0.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|0,budget_06_thin_strip|double-loop|1,2,2.2745977023450604e-09,0,0,0,0.11563690790103878,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|0,budget_06_thin_strip|double-loop|3,3,2.906237297215898e-09,0,0,0,0.06885803604974566,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|0,budget_06_thin_strip|volatility-clustering|2,4,2.8940942611696723e-08,0,1,1,0.04445906150445178,0.0,0.0,1.0
Base summary,budget_06_thin_strip|double-loop|0,budget_06_thin_strip|spiral|3,5,2.9165195026275726e-08,1,1,1,0.09835217031372809,1.0,1.0,1.0
Base summary,budget_06_thin_strip|double-loop|1,budget_06_thin_strip|double-loop|0,1,2.2745977023450604e-09,0,0,0,0.11563690790103878,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|1,budget_06_thin_strip|double-loop|3,2,2.53778820039625e-09,0,0,0,0.04677887185129312,0.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|1,budget_06_thin_strip|double-loop|2,3,2.849982200152398e-09,0,0,0,0.1186114713503005,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|1,budget_06_thin_strip|volatility-clustering|2,4,2.7133831473912786e-08,0,1,1,0.071177846396587,1.0,0.0,1.0
Base summary,budget_06_thin_strip|double-loop|1,budget_06_thin_strip|spiral|3,5,2.8637707874670333e-08,1,1,1,0.017284737587310695,1.0,1.0,1.0
Base summary,budget_06_thin_strip|double-loop|2,budget_06_thin_strip|double-loop|0,1,9.447356734240185e-10,0,0,0,0.0029745634492617246,0.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|2,budget_06_thin_strip|double-loop|1,2,2.849982200152398e-09,0,0,0,0.1186114713503005,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|2,budget_06_thin_strip|double-loop|3,3,3.6839189639264855e-09,0,0,0,0.07183259949900739,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|2,budget_06_thin_strip|volatility-clustering|2,4,2.978511151651581e-08,0,1,1,0.047433624953713505,0.0,0.0,1.0
Base summary,budget_06_thin_strip|double-loop|2,budget_06_thin_strip|spiral|3,5,3.008369839583044e-08,1,1,1,0.10132673376298981,1.0,1.0,1.0
Base summary,budget_06_thin_strip|double-loop|3,budget_06_thin_strip|double-loop|1,1,2.53778820039625e-09,0,0,0,0.04677887185129312,0.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|3,budget_06_thin_strip|double-loop|0,2,2.906237297215898e-09,0,0,0,0.06885803604974566,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|3,budget_06_thin_strip|double-loop|2,3,3.6839189639264855e-09,0,0,0,0.07183259949900739,1.0,0.0,0.0
Base summary,budget_06_thin_strip|double-loop|3,budget_06_thin_strip|volatility-clustering|2,4,2.7006744182808778e-08,0,1,1,0.024398974545293883,1.0,0.0,1.0
Base summary,budget_06_thin_strip|double-loop|3,budget_06_thin_strip|spiral|3,5,2.7350620153053463e-08,1,1,1,0.029494134263982424,1.0,1.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|0,budget_06_thin_strip|mean-reversion|3,1,2.514501262001713e-09,0,0,0,0.13317031192185383,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|0,budget_06_thin_strip|mean-reversion|2,2,3.6661125715831446e-09,0,0,0,0.012609651701694785,0.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|0,budget_06_thin_strip|mean-reversion|1,3,5.092768185679017e-09,0,0,0,0.06048497500507999,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|0,budget_06_thin_strip|volatility-clustering|1,4,3.611395219004636e-08,0,1,0,0.0069365384988686885,1.0,1.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|0,budget_06_thin_strip|volatility-clustering|3,5,4.143161168088232e-08,0,1,0,0.02399367887460102,1.0,0.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|1,budget_06_thin_strip|mean-reversion|3,1,2.7732913524991294e-09,0,0,0,0.07268533691677384,0.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|1,budget_06_thin_strip|mean-reversion|0,2,5.092768185679017e-09,0,0,0,0.06048497500507999,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|1,budget_06_thin_strip|mean-reversion|2,3,5.5662703118784295e-09,0,0,0,0.0478753233033852,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|1,budget_06_thin_strip|volatility-clustering|1,4,3.1141397405152467e-08,0,1,0,0.06742151350394868,1.0,1.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|1,budget_06_thin_strip|volatility-clustering|3,5,3.677395750076285e-08,0,1,0,0.03649129613047897,0.0,0.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|2,budget_06_thin_strip|mean-reversion|0,1,3.6661125715831446e-09,0,0,0,0.012609651701694785,0.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|2,budget_06_thin_strip|mean-reversion|3,2,4.167488845721648e-09,0,0,0,0.12056066022015904,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|2,budget_06_thin_strip|mean-reversion|1,3,5.5662703118784295e-09,0,0,0,0.0478753233033852,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|2,budget_06_thin_strip|volatility-clustering|1,4,3.613380733475177e-08,0,1,0,0.019546190200563474,1.0,1.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|2,budget_06_thin_strip|volatility-clustering|3,5,4.206817402270247e-08,0,1,0,0.011384027172906236,1.0,0.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|3,budget_06_thin_strip|mean-reversion|0,1,2.514501262001713e-09,0,0,0,0.13317031192185383,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|3,budget_06_thin_strip|mean-reversion|1,2,2.7732913524991294e-09,0,0,0,0.07268533691677384,0.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|3,budget_06_thin_strip|mean-reversion|2,3,4.167488845721648e-09,0,0,0,0.12056066022015904,1.0,0.0,0.0
Base summary,budget_06_thin_strip|mean-reversion|3,budget_06_thin_strip|volatility-clustering|1,4,3.3784051511810374e-08,0,1,0,0.14010685042072252,1.0,1.0,1.0
Base summary,budget_06_thin_strip|mean-reversion|3,budget_06_thin_strip|volatility-clustering|3,5,3.902560762449469e-08,0,1,0,0.10917663304725281,0.0,0.0,1.0
Base summary,budget_06_thin_strip|multi-hole|0,budget_06_thin_strip|pinwheel|2,1,3.1655942996517497e-09,0,0,0,0.0400357988325076,1.0,1.0,1.0
Base summary,budget_06_thin_strip|multi-hole|0,budget_06_thin_strip|multi-hole|2,2,3.5807821058022245e-09,0,0,0,0.021223017471166394,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|0,budget_06_thin_strip|pinwheel|3,3,5.215529567756247e-09,0,0,0,0.0889043027992556,1.0,1.0,1.0
Base summary,budget_06_thin_strip|multi-hole|0,budget_06_thin_strip|multi-hole|3,4,5.459709857909378e-09,0,0,0,0.08250337109999717,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|0,budget_06_thin_strip|spiral|0,5,5.566731759632967e-09,0,0,0,0.08753056755007593,1.0,1.0,1.0
Base summary,budget_06_thin_strip|multi-hole|1,budget_06_thin_strip|multi-hole|3,1,2.9457379938961354e-09,0,0,0,0.0591797742884404,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|1,budget_06_thin_strip|multi-hole|2,2,3.23945212181904e-09,0,0,0,0.12046012791727118,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|1,budget_06_thin_strip|multi-hole|0,3,6.00620436571211e-09,0,0,0,0.14168314538843757,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|1,budget_06_thin_strip|spiral|3,4,7.161207271110354e-09,0,0,0,0.10863347569760698,0.0,0.0,1.0
Base summary,budget_06_thin_strip|multi-hole|1,budget_06_thin_strip|spiral|2,5,7.483828198451592e-09,0,0,0,0.20789773624340097,1.0,1.0,1.0
Base summary,budget_06_thin_strip|multi-hole|2,budget_06_thin_strip|multi-hole|3,1,1.9317943543824824e-09,0,0,0,0.061280353628830775,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|2,budget_06_thin_strip|multi-hole|1,2,3.23945212181904e-09,0,0,0,0.12046012791727118,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|2,budget_06_thin_strip|multi-hole|0,3,3.5807821058022245e-09,0,0,0,0.021223017471166394,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|2,budget_06_thin_strip|spiral|2,4,5.190889475754632e-09,0,0,0,0.08743760832612979,1.0,1.0,1.0
Base summary,budget_06_thin_strip|multi-hole|2,budget_06_thin_strip|spiral|3,5,5.2339416091412485e-09,0,0,0,0.011826652219664197,0.0,0.0,1.0
Base summary,budget_06_thin_strip|multi-hole|3,budget_06_thin_strip|multi-hole|2,1,1.9317943543824824e-09,0,0,0,0.061280353628830775,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|3,budget_06_thin_strip|multi-hole|1,2,2.9457379938961354e-09,0,0,0,0.0591797742884404,0.0,0.0,0.0
Base summary,budget_06_thin_strip|multi-hole|3,budget_06_thin_strip|spiral|2,3,5.4094528889474594e-09,0,0,0,0.14871796195496056,1.0,1.0,1.0
Base summary,budget_06_thin_strip|multi-hole|3,budget_06_thin_strip|spiral|3,4,5.4132350017283276e-09,0,0,0,0.04945370140916658,0.0,0.0,1.0
Base summary,budget_06_thin_strip|multi-hole|3,budget_06_thin_strip|multi-hole|0,5,5.459709857909378e-09,0,0,0,0.08250337109999717,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|0,budget_06_thin_strip|nested-rings|2,1,1.9133967928606263e-09,0,0,0,0.007684834747557545,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|0,budget_06_thin_strip|nested-rings|3,2,3.3441239218490596e-09,0,0,0,0.08903284767099229,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|0,budget_06_thin_strip|nested-rings|1,3,5.680580932459614e-09,0,0,0,0.12235143893190228,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|0,budget_06_thin_strip|multi-hole|1,4,9.60850463913368e-09,0,0,0,0.18200971938966146,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|0,budget_06_thin_strip|multi-hole|3,5,1.1258582308549325e-08,0,0,0,0.12282994510122106,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|1,budget_06_thin_strip|nested-rings|0,1,5.680580932459614e-09,0,0,0,0.12235143893190228,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|1,budget_06_thin_strip|nested-rings|2,2,6.483232218692808e-09,0,0,0,0.13003627367945983,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|1,budget_06_thin_strip|nested-rings|3,3,7.112677888287578e-09,0,0,0,0.03331859126091,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|1,budget_06_thin_strip|multi-hole|1,4,1.4649822470570469e-08,0,0,0,0.05965828045775917,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|1,budget_06_thin_strip|multi-hole|3,5,1.564518632593106e-08,0,0,0,0.0004785061693187709,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|2,budget_06_thin_strip|nested-rings|3,1,1.5510430876213677e-09,0,0,0,0.09671768241854983,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|2,budget_06_thin_strip|nested-rings|0,2,1.9133967928606263e-09,0,0,0,0.007684834747557545,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|2,budget_06_thin_strip|nested-rings|1,3,6.483232218692808e-09,0,0,0,0.13003627367945983,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|2,budget_06_thin_strip|multi-hole|1,4,8.941723162885034e-09,0,0,0,0.189694554137219,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|2,budget_06_thin_strip|multi-hole|3,5,1.0545510239980802e-08,0,0,0,0.1305147798487786,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|3,budget_06_thin_strip|nested-rings|2,1,1.5510430876213677e-09,0,0,0,0.09671768241854983,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|3,budget_06_thin_strip|nested-rings|0,2,3.3441239218490596e-09,0,0,0,0.08903284767099229,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|3,budget_06_thin_strip|nested-rings|1,3,7.112677888287578e-09,0,0,0,0.03331859126091,0.0,0.0,0.0
Base summary,budget_06_thin_strip|nested-rings|3,budget_06_thin_strip|multi-hole|1,4,8.550089991363759e-09,0,0,0,0.09297687171866917,1.0,1.0,1.0
Base summary,budget_06_thin_strip|nested-rings|3,budget_06_thin_strip|multi-hole|3,5,9.886765411863055e-09,0,0,0,0.03379709743022877,1.0,1.0,1.0
Base summary,budget_06_thin_strip|pinwheel|0,budget_06_thin_strip|pinwheel|3,1,1.6777291955356526e-09,0,0,0,0.0704130158475274,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|0,budget_06_thin_strip|pinwheel|1,2,1.7177694892184034e-09,0,0,0,0.05290419162407531,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|0,budget_06_thin_strip|pinwheel|2,3,4.6797084155656665e-09,0,0,0,0.02154451188077941,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|0,budget_06_thin_strip|multi-hole|0,4,5.807102254352934e-09,0,0,0,0.018491286951728192,1.0,1.0,1.0
Base summary,budget_06_thin_strip|pinwheel|0,budget_06_thin_strip|spiral|1,5,7.095358888472755e-09,0,0,0,0.02566119602069389,0.0,0.0,1.0
Base summary,budget_06_thin_strip|pinwheel|1,budget_06_thin_strip|pinwheel|3,1,7.890378263422896e-10,0,0,0,0.017508824223452096,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|1,budget_06_thin_strip|pinwheel|0,2,1.7177694892184034e-09,0,0,0,0.05290419162407531,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|1,budget_06_thin_strip|pinwheel|2,3,4.036633699462423e-09,0,0,0,0.0313596797432959,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|1,budget_06_thin_strip|spiral|1,4,5.577893218911078e-09,0,0,0,0.0785653876447692,0.0,0.0,1.0
Base summary,budget_06_thin_strip|pinwheel|1,budget_06_thin_strip|multi-hole|0,5,5.884450559145649e-09,0,0,0,0.0713954785758035,1.0,1.0,1.0
Base summary,budget_06_thin_strip|pinwheel|2,budget_06_thin_strip|multi-hole|0,1,3.1655942996517497e-09,0,0,0,0.0400357988325076,1.0,1.0,1.0
Base summary,budget_06_thin_strip|pinwheel|2,budget_06_thin_strip|pinwheel|3,2,3.3659637066865812e-09,0,0,0,0.048868503966747995,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|2,budget_06_thin_strip|pinwheel|1,3,4.036633699462423e-09,0,0,0,0.0313596797432959,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|2,budget_06_thin_strip|spiral|1,4,4.471473468371486e-09,0,0,0,0.0472057079014733,0.0,0.0,1.0
Base summary,budget_06_thin_strip|pinwheel|2,budget_06_thin_strip|pinwheel|0,5,4.6797084155656665e-09,0,0,0,0.02154451188077941,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|3,budget_06_thin_strip|pinwheel|1,1,7.890378263422896e-10,0,0,0,0.017508824223452096,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|3,budget_06_thin_strip|pinwheel|0,2,1.6777291955356526e-09,0,0,0,0.0704130158475274,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|3,budget_06_thin_strip|pinwheel|2,3,3.3659637066865812e-09,0,0,0,0.048868503966747995,0.0,0.0,0.0
Base summary,budget_06_thin_strip|pinwheel|3,budget_06_thin_strip|multi-hole|0,4,5.215529567756247e-09,0,0,0,0.0889043027992556,1.0,1.0,1.0
Base summary,budget_06_thin_strip|pinwheel|3,budget_06_thin_strip|spiral|1,5,5.512578256676893e-09,0,0,0,0.0960742118682213,0.0,0.0,1.0
Base summary,budget_06_thin_strip|spiral|0,budget_06_thin_strip|spiral|3,1,2.151412662094383e-09,0,0,0,0.12058023724090652,1.0,1.0,0.0
Base summary,budget_06_thin_strip|spiral|0,budget_06_thin_strip|spiral|2,2,2.9015130475507633e-09,0,0,0,0.021315976695112537,0.0,0.0,0.0
Base summary,budget_06_thin_strip|spiral|0,budget_06_thin_strip|spiral|1,3,2.9606400798857347e-09,0,0,0,0.08036065848111024,0.0,0.0,0.0
Base summary,budget_06_thin_strip|spiral|0,budget_06_thin_strip|pinwheel|2,4,4.870690447037347e-09,0,0,0,0.12756636638258353,0.0,0.0,1.0
Base summary,budget_06_thin_strip|spiral|0,budget_06_thin_strip|multi-hole|0,5,5.566731759632967e-09,0,0,0,0.08753056755007593,1.0,1.0,1.0
