representation,query_index,neighbor_rank,distance,query_budget,query_family,query_seed,neighbor_budget,neighbor_family,neighbor_seed,action_disagree,view_disagree,family_disagree,phase_disagree,query_key,neighbor_key,q_topology_code,q_geometry_score,q_random_label,q_feasible_set_divergence,q_blind_search_barrier,q_task_sensitivity,q_internal_divergence_proxy,q_phase_name,n_topology_code,n_geometry_score,n_random_label,n_feasible_set_divergence,n_blind_search_barrier,n_task_sensitivity,n_internal_divergence_proxy,n_phase_name,topology_disagree,geometry_distance,geometry_fragile,random_disagree
Base summary,3,4,3.580582677142294e-07,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,mean-reversion,2,0.0,0.0,1.0,0.0,budget_06_thin_strip|barbell-bridge|3,budget_06_thin_strip|mean-reversion|2,1_1,1.37352009580138,0,0.3071161048689139,0.7194352658455991,0.9074626865671642,0.3071161048689139,decision-fragile zone,1_0,-0.2321875606103716,0,0.45776113191843526,0.313307299489336,0.2736318407960199,0.45776113191843526,effective-collapse zone,1.0,1.6057076564117516,1.0,0.0
Base summary,3,5,3.59590007553215e-07,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,mean-reversion,0,0.0,0.0,1.0,0.0,budget_06_thin_strip|barbell-bridge|3,budget_06_thin_strip|mean-reversion|0,1_1,1.37352009580138,0,0.3071161048689139,0.7194352658455991,0.9074626865671642,0.3071161048689139,decision-fragile zone,1_0,-0.2321875606103716,1,0.4760715771951727,0.15500150195253828,0.2338308457711442,0.4760715771951727,effective-collapse zone,1.0,1.6057076564117516,1.0,1.0
Base summary,4,1,6.5629564556830906e-09,budget_06_thin_strip,crescent,0,budget_06_thin_strip,crescent,1,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|0,budget_06_thin_strip|crescent|1,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,4,2,1.0433546576639032e-08,budget_06_thin_strip,crescent,0,budget_06_thin_strip,crescent,3,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|0,budget_06_thin_strip|crescent|3,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,0.0,0.0,0.0,1.0
Base summary,4,3,1.99177191076168e-08,budget_06_thin_strip,crescent,0,budget_06_thin_strip,crescent,2,0.0,0.0,0.0,0.0,budget_06_thin_strip|crescent|0,budget_06_thin_strip|crescent|2,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,4,4,1.7748824385137565e-07,budget_06_thin_strip,crescent,0,budget_06_thin_strip,cross-branch,3,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|0,budget_06_thin_strip|cross-branch|3,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.00701932249554349,0.0,0.0
Base summary,4,5,1.7829712188631546e-07,budget_06_thin_strip,crescent,0,budget_06_thin_strip,cross-branch,1,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|0,budget_06_thin_strip|cross-branch|1,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,0.0,0.00701932249554349,0.0,0.0
Base summary,5,1,6.5629564556830906e-09,budget_06_thin_strip,crescent,1,budget_06_thin_strip,crescent,0,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|1,budget_06_thin_strip|crescent|0,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,5,2,1.3932086758493609e-08,budget_06_thin_strip,crescent,1,budget_06_thin_strip,crescent,3,0.0,0.0,0.0,0.0,budget_06_thin_strip|crescent|1,budget_06_thin_strip|crescent|3,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,0.0,0.0,0.0,1.0
Base summary,5,3,1.42498387727449e-08,budget_06_thin_strip,crescent,1,budget_06_thin_strip,crescent,2,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|1,budget_06_thin_strip|crescent|2,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,5,4,1.7101558635387576e-07,budget_06_thin_strip,crescent,1,budget_06_thin_strip,cross-branch,3,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|1,budget_06_thin_strip|cross-branch|3,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.00701932249554349,0.0,0.0
Base summary,5,5,1.718290572746881e-07,budget_06_thin_strip,crescent,1,budget_06_thin_strip,cross-branch,1,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|1,budget_06_thin_strip|cross-branch|1,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,0.0,0.00701932249554349,0.0,0.0
Base summary,6,1,1.42498387727449e-08,budget_06_thin_strip,crescent,2,budget_06_thin_strip,crescent,1,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|2,budget_06_thin_strip|crescent|1,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,6,2,1.99177191076168e-08,budget_06_thin_strip,crescent,2,budget_06_thin_strip,crescent,0,0.0,0.0,0.0,0.0,budget_06_thin_strip|crescent|2,budget_06_thin_strip|crescent|0,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,6,3,2.129976534327397e-08,budget_06_thin_strip,crescent,2,budget_06_thin_strip,crescent,3,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|2,budget_06_thin_strip|crescent|3,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,0.0,0.0,0.0,1.0
Base summary,6,4,1.6137340162683289e-07,budget_06_thin_strip,crescent,2,budget_06_thin_strip,cross-branch,3,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|2,budget_06_thin_strip|cross-branch|3,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.00701932249554349,0.0,0.0
Base summary,6,5,1.6225099928092661e-07,budget_06_thin_strip,crescent,2,budget_06_thin_strip,cross-branch,1,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|2,budget_06_thin_strip|cross-branch|1,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,0.0,0.00701932249554349,0.0,0.0
Base summary,7,1,1.0433546576639032e-08,budget_06_thin_strip,crescent,3,budget_06_thin_strip,crescent,0,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|3,budget_06_thin_strip|crescent|0,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,1_0,-0.26659513240484733,1,0.6662505201831045,0.37218383899068785,0.3412935323383085,0.6662505201831045,ambiguity zone,0.0,0.0,0.0,1.0
Base summary,7,2,1.3932086758493609e-08,budget_06_thin_strip,crescent,3,budget_06_thin_strip,crescent,1,0.0,0.0,0.0,0.0,budget_06_thin_strip|crescent|3,budget_06_thin_strip|crescent|1,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,1_0,-0.26659513240484733,1,0.5276737411568873,0.8116551516972064,0.6766169154228855,0.5276737411568873,optimization-limited zone,0.0,0.0,0.0,1.0
Base summary,7,3,2.129976534327397e-08,budget_06_thin_strip,crescent,3,budget_06_thin_strip,crescent,2,0.0,0.0,0.0,1.0,budget_06_thin_strip|crescent|3,budget_06_thin_strip|crescent|2,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,1_0,-0.26659513240484733,1,0.4735746982937994,0.1733253229197957,0.33432835820895523,0.4735746982937994,ambiguity zone,0.0,0.0,0.0,1.0
Base summary,7,4,1.8242615937807722e-07,budget_06_thin_strip,crescent,3,budget_06_thin_strip,cross-branch,3,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|3,budget_06_thin_strip|cross-branch|3,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.00701932249554349,0.0,1.0
Base summary,7,5,1.8329044697154785e-07,budget_06_thin_strip,crescent,3,budget_06_thin_strip,cross-branch,1,1.0,1.0,1.0,1.0,budget_06_thin_strip|crescent|3,budget_06_thin_strip|cross-branch|1,1_0,-0.26659513240484733,0,0.3254265501456513,0.9176930009011713,0.49950248756218907,0.3254265501456513,optimization-limited zone,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,0.0,0.00701932249554349,0.0,1.0
Base summary,8,1,4.705062152105683e-09,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,cross-branch,2,0.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|cross-branch|2,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,1_0,-0.2736144549003908,1,0.6450270495214315,0.463802943826975,0.12139303482587059,0.6450270495214315,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,8,2,5.5937865927660046e-09,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,cross-branch,1,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|cross-branch|1,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,8,3,6.404100997797005e-09,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,cross-branch,3,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|cross-branch|3,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,8,4,1.7890854103871287e-08,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,pinwheel,1,1.0,0.0,1.0,1.0,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|pinwheel|1,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,1_1,0.22351500627580145,0,0.32958801498127344,0.7632922799639529,0.5263681592039801,0.32958801498127344,optimization-limited zone,1.0,0.4971294611761923,1.0,1.0
Base summary,8,5,1.816065129978773e-08,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,pinwheel,0,1.0,0.0,1.0,1.0,budget_06_thin_strip|cross-branch|0,budget_06_thin_strip|pinwheel|0,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,1_1,0.22351500627580145,1,0.47191011235955055,0.46710723941123444,0.38706467661691546,0.47191011235955055,effective-collapse zone,1.0,0.4971294611761923,1.0,0.0
Base summary,9,1,1.7201353663376015e-09,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,cross-branch,3,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|cross-branch|3,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,9,2,2.403955171406281e-09,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,cross-branch,2,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|cross-branch|2,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,1_0,-0.2736144549003908,1,0.6450270495214315,0.463802943826975,0.12139303482587059,0.6450270495214315,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,9,3,5.5937865927660046e-09,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,cross-branch,0,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|cross-branch|0,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,0.0,0.0,0.0,0.0
Base summary,9,4,2.2666404711019023e-08,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,volatility-clustering,0,0.0,0.0,1.0,1.0,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|volatility-clustering|0,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,1_0,0.4439176548542998,1,0.3445692883895131,0.6623610693902072,0.3900497512437811,0.3445692883895131,optimization-limited zone,0.0,0.7175321097546906,1.0,0.0
Base summary,9,5,2.3361778929170543e-08,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,pinwheel,1,0.0,0.0,1.0,1.0,budget_06_thin_strip|cross-branch|1,budget_06_thin_strip|pinwheel|1,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,1_1,0.22351500627580145,0,0.32958801498127344,0.7632922799639529,0.5263681592039801,0.32958801498127344,optimization-limited zone,1.0,0.4971294611761923,1.0,1.0
Base summary,10,1,2.403955171406281e-09,budget_06_thin_strip,cross-branch,2,budget_06_thin_strip,cross-branch,1,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|cross-branch|1,1_0,-0.2736144549003908,1,0.6450270495214315,0.463802943826975,0.12139303482587059,0.6450270495214315,ambiguity zone,1_0,-0.2736144549003908,1,0.6425301706200582,0.7918293781916491,0.28656716417910444,0.6425301706200582,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,10,2,2.5360163361854292e-09,budget_06_thin_strip,cross-branch,2,budget_06_thin_strip,cross-branch,3,1.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|cross-branch|3,1_0,-0.2736144549003908,1,0.6450270495214315,0.463802943826975,0.12139303482587059,0.6450270495214315,ambiguity zone,1_0,-0.2736144549003908,1,0.8064918851435705,0.9894863322319014,0.31940298507462694,0.8064918851435705,optimization-limited zone,0.0,0.0,0.0,0.0
Base summary,10,3,4.705062152105683e-09,budget_06_thin_strip,cross-branch,2,budget_06_thin_strip,cross-branch,0,0.0,0.0,0.0,0.0,budget_06_thin_strip|cross-branch|2,budget_06_thin_strip|cross-branch|0,1_0,-0.2736144549003908,1,0.6450270495214315,0.463802943826975,0.12139303482587059,0.6450270495214315,ambiguity zone,1_0,-0.2736144549003908,1,0.4136496046608406,0.06338239711625111,0.0,0.4136496046608406,ambiguity zone,0.0,0.0,0.0,0.0
