budget,family,seed,blind_norm_cd,blind_coverage,blind_iou,anchor_norm_cd,anchor_coverage,anchor_iou,sampler_point_norm_cd,oracle_best_of_k_norm_cd,hypothesis_diversity,feasible_set_exploration,structural_mode_coverage,posterior_concentration_proxy,budget_difficulty,family_surface,family_connectivity,ambiguity_stratum,corruption_type,blind_anchor_gap_cd,blind_anchor_gap_cov,blind_anchor_gap_iou,sampler_gain,recoverability_class,early_loss_mean,early_loss_delta,early_projection_mean,early_best_cd,need_escalation,early_warning_risk,moments_correct,point_correct,moments_confidence,point_confidence,access_value_gain,components,hole_proxy,bbox_aspect_ratio,curvature_std,density_entropy,symmetry_score,budget_id,trace,det,cond,rotation_deg,downstream_fragility,transfer_drop,collapse_score,blind_success,phase_manual,phase_cluster,phase_name,phase_x,phase_y,cell_key,feasible_set_divergence,blind_search_barrier,search_reachability,task_sensitivity,internal_divergence_proxy
budget_06_thin_strip,cross-branch,2,0.1460425780420451,1.0,0.1503378378378378,0.5128179099439096,0.3125,0.0919732441471571,0.2375704433739747,0.2375704433739747,0.1263953046957376,0.3131976523478688,0.5,0.8812664091687006,hard,jagged,connected,high,structured_dropout,-0.3667753319018645,0.6875,0.0583645936906807,-0.0915278653319296,globally hard,0.1974620574680262,0.1545357344111316,0.3953139305117996,0.1460425780420451,0,0.04,1,1,0.9038863,0.48329693,-0.0464,1.0,1.0,1.0024045069907674,0.1715963011416351,1.2292899263454526,0.985285262036289,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1537933078749256,0.4730158730158731,0.9760794971932276,0,globally hard,2,ambiguity zone,1.0120081281173812,-0.6089615965017672,budget_06_thin_strip|cross-branch|2,0.6450270495214315,0.463802943826975,0.5361970561730249,0.12139303482587059,0.6450270495214315
budget_06_thin_strip,cross-branch,3,0.3363122690973877,0.5625,0.1151315789473684,0.5789199217291484,0.265625,0.038917089678511,0.4468556998406281,0.3001428645712123,0.1504327134596018,0.3252163567298009,0.5,0.8603356170671351,hard,jagged,connected,high,clustered_occlusion,-0.2426076526317607,0.296875,0.0762144892688574,0.0361694045261754,optimization-limited candidate,0.3166312859146487,0.3815012893710067,0.4389599795644031,0.3115022470971686,1,1.0,1,1,0.96591324,0.5468808,-0.0464,1.0,1.0,1.0024045069907674,0.1715963011416351,1.2292899263454526,0.985285262036289,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1795131576336608,0.4730158730158731,0.8022869399899769,0,optimization-limited candidate,1,optimization-limited zone,-0.9775618563768932,0.8576236271794024,budget_06_thin_strip|cross-branch|3,0.8064918851435705,0.9894863322319014,0.010513667768098589,0.31940298507462694,0.8064918851435705
budget_06_thin_strip,double-loop,0,0.2666724460047315,0.453125,0.1437699680511182,0.4941791182556584,0.34375,0.0924499229583975,0.2842591067760598,0.2677348002459123,0.1373403750936521,0.1520035208801594,0.1666666666666666,0.8716734796901419,hard,smooth,connected,high,clustered_occlusion,-0.2275066722509269,0.109375,0.0513200450927206,-0.0010623542411807,optimization-limited candidate,0.2896397414021433,0.3912211489829394,0.3705691313025536,0.2666724460047315,1,0.9866666666666668,0,1,0.19216388,0.7026753,0.9536,1.0,3.0,1.9632453591236552,0.0817043512033122,1.848737586275187,0.9903565845479404,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1175949537543091,0.6730158730158731,0.7144240849897336,0,optimization-limited candidate,1,optimization-limited zone,-0.8315129804331038,0.026871167183218,budget_06_thin_strip|double-loop|0,0.3703703703703704,0.9522379092820668,0.04776209071793325,0.5024875621890547,0.3703703703703704
budget_06_thin_strip,double-loop,1,0.070492658930779,1.0,0.418426103646833,0.437440812757172,0.421875,0.0913621262458471,0.2037162276031461,0.1609453768346296,0.1166306928845309,0.3083153464422654,0.5,0.8899137839767907,hard,smooth,connected,high,none,-0.366948153826393,0.578125,0.3270639774009859,-0.0904527179038506,anchor-easy/blind-easy,0.2253239498290912,0.3272569522091734,0.304046558922126,0.070492658930779,0,0.0066666666666666,0,1,0.1892168,0.6857601,0.9536,1.0,3.0,1.9632453591236552,0.0817043512033122,1.848737586275187,0.9903565845479404,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.0678293664952262,0.6730158730158731,0.8879503217641092,1,anchor-easy/blind-easy,2,ambiguity zone,0.9874724678463612,-1.4185788103995869,budget_06_thin_strip|double-loop|1,0.55264253017062,0.11414839291078402,0.885851607089216,0.2696517412935324,0.55264253017062
budget_06_thin_strip,double-loop,2,0.2641494155927574,0.59375,0.0865853658536585,0.4633024234447011,0.390625,0.1,0.278761512914824,0.278761512914824,0.1148681805807581,0.2241007569570457,0.3333333333333333,0.8914836510189424,hard,smooth,connected,high,moment_preserving_perturbation,-0.1991530078519436,0.203125,-0.0134146341463415,-0.0146120973220665,anchor-easy/blind-hard,0.2196394234891555,0.2795750385410089,0.3372552167897995,0.2641494155927574,1,0.98,0,1,0.32157144,0.700559,0.9536,1.0,3.0,1.9632453591236552,0.0817043512033122,1.848737586275187,0.9903565845479404,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1183369112865705,0.6730158730158731,0.7389788091715933,0,anchor-easy/blind-hard,1,optimization-limited zone,-0.4554383513460194,0.224503886951149,budget_06_thin_strip|double-loop|2,0.3603828547648772,0.9693601682186842,0.030639831781315796,0.5044776119402984,0.3603828547648772
budget_06_thin_strip,double-loop,3,0.1066634352101221,0.90625,0.2924335378323108,0.4529171237435274,0.390625,0.1433566433566433,0.1931081320311961,0.1902799740755279,0.1047620409103499,0.2190476871218416,0.3333333333333333,0.9005387884822975,hard,smooth,connected,high,structured_dropout,-0.3462536885334052,0.515625,0.1490768944756675,-0.0836165388654058,anchor-easy/blind-easy,0.2367693459998451,0.3295871045340313,0.3049651114330534,0.1066634352101221,0,0.0066666666666666,0,1,0.20615095,0.66801745,0.9536,1.0,3.0,1.9632453591236552,0.0817043512033122,1.848737586275187,0.9903565845479404,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.0741261066564029,0.6730158730158731,0.9004518486144549,1,anchor-easy/blind-easy,2,ambiguity zone,1.1212253687333629,-1.2228020979795,budget_06_thin_strip|double-loop|3,0.2704952143154391,0.2550315410033042,0.7449684589966958,0.2845771144278607,0.2704952143154391
budget_06_thin_strip,mean-reversion,0,0.1167390791749592,1.0,0.2098765432098765,0.4167017852182639,0.359375,0.0699404761904761,0.3002321110049916,0.2921939313939952,0.1271821532018152,0.2302577432675742,0.3333333333333333,0.8805732587491385,hard,jagged,connected,high,structured_dropout,-0.2999627060433047,0.640625,0.1399360670194004,-0.175454852219036,anchor-easy/blind-easy,0.2405215632424782,0.2782131826588473,0.4343633137629908,0.1167390791749592,0,0.01,0,0,0.53226763,0.4228189,-0.0464,1.0,39.0,1.9304818378078896,0.114849417410383,1.9184331762576816,0.8426395272372131,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1468896025298293,4.273015873015874,0.8755879957796372,1,anchor-easy/blind-easy,4,effective-collapse zone,1.0970763541275732,-0.1898476735071159,budget_06_thin_strip|mean-reversion|0,0.4760715771951727,0.15500150195253828,0.8449984980474617,0.2338308457711442,0.4760715771951727
budget_06_thin_strip,mean-reversion,1,0.2432290505625842,0.65625,0.1469780219780219,0.4453204239735063,0.265625,0.0496124031007751,0.3662371073875366,0.2789896167620513,0.1310221860756388,0.232177759704486,0.3333333333333333,0.8771983125870405,hard,jagged,connected,high,clustered_occlusion,-0.2020913734109221,0.390625,0.0973656188772467,-0.0357605661994671,anchor-easy/blind-hard,0.2439840468121515,0.2285370319359389,0.4344853356307459,0.2432290505625842,1,0.9933333333333332,0,0,0.4068491,0.57895035,-0.0464,1.0,39.0,1.9304818378078896,0.114849417410383,1.9184331762576816,0.8426395272372131,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1581648043310051,4.273015873015874,0.7191998518815989,0,anchor-easy/blind-hard,1,optimization-limited zone,-0.6804783713542837,1.2752211547579655,budget_06_thin_strip|mean-reversion|1,0.5110278818143986,0.8606188044457794,0.13938119555422057,0.417910447761194,0.5110278818143986
budget_06_thin_strip,mean-reversion,2,0.1363755687416837,0.984375,0.2450248756218905,0.4040319815529588,0.34375,0.0715307582260372,0.3072589488700213,0.2968549068945422,0.1564097118067028,0.1615381892366847,0.1666666666666666,0.8552087294682776,hard,jagged,connected,high,none,-0.267656412811275,0.640625,0.1734941173958533,-0.1604793381528585,globally hard,0.2261467111105527,0.2470181012921143,0.4276354528680413,0.1363755687416837,0,0.01,0,0,0.31104577,0.4885326,-0.0464,1.0,39.0,1.9304818378078896,0.114849417410383,1.9184331762576816,0.8426395272372131,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1644854416252097,4.273015873015874,0.845189534294003,0,globally hard,4,effective-collapse zone,0.6178596498628857,-0.0815611279166122,budget_06_thin_strip|mean-reversion|2,0.45776113191843526,0.313307299489336,0.686692700510664,0.2736318407960199,0.45776113191843526
budget_06_thin_strip,mean-reversion,3,0.2386744342656035,0.828125,0.1588571428571428,0.4690349230037426,0.296875,0.0425531914893617,0.2889971541737821,0.2580830426715935,0.1717883176794432,0.2525608255063882,0.3333333333333333,0.8421574241393607,hard,jagged,connected,high,moment_preserving_perturbation,-0.2303604887381391,0.53125,0.1163039513677811,-0.0194086084059899,anchor-easy/blind-hard,0.2764662046389521,0.2843065445313376,0.4347009989383808,0.2386744342656035,1,0.9966666666666668,0,0,0.58033305,0.21107344,-0.0464,1.0,39.0,1.9304818378078896,0.114849417410383,1.9184331762576816,0.8426395272372131,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1908985163566516,4.273015873015874,0.6764473043689163,0,anchor-easy/blind-hard,1,optimization-limited zone,-1.3285186403578992,1.037594247379626,budget_06_thin_strip|mean-reversion|3,0.6933000416146483,0.7738059477320516,0.22619405226794842,0.45472636815920403,0.6933000416146483
budget_06_thin_strip,multi-hole,0,0.1267940223974448,0.921875,0.1763527054108216,0.4699116440258921,0.390625,0.1226012793176972,0.2757825231733318,0.2712806632771426,0.112982259827485,0.3064911299137425,0.5,0.893166504903352,hard,smooth,connected,high,structured_dropout,-0.3431176216284473,0.53125,0.0537514260931244,-0.1444866408796978,globally hard,0.2385077672691638,0.2205000679221774,0.3946845799624593,0.1267940223974448,0,0.0033333333333333,1,1,0.60151076,0.9663431,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1394575326434796,7.673015873015874,0.9591315918856302,0,globally hard,4,effective-collapse zone,1.4567564996438274,0.225691416519199,budget_06_thin_strip|multi-hole|0,0.531002913025385,0.41123460498648234,0.5887653950135177,0.3442786069651742,0.531002913025385
budget_06_thin_strip,multi-hole,1,0.2930599596115854,0.53125,0.0962732919254658,0.5131019058311712,0.265625,0.0483870967741935,0.3003653149990348,0.3003653149990348,0.0852671408508582,0.1259669037587624,0.1666666666666666,0.9182669450198232,hard,smooth,connected,high,clustered_occlusion,-0.2200419462195858,0.265625,0.0478861951512723,-0.0073053553874494,optimization-limited candidate,0.2461839083802356,0.2933370984808928,0.4148457687785831,0.2930599596115854,1,0.9966666666666668,1,1,0.532994,0.94462687,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1234581925080737,7.673015873015874,0.834541444142839,0,optimization-limited candidate,1,optimization-limited zone,0.1354695182793903,1.9383792862353693,budget_06_thin_strip|multi-hole|1,0.00832292967124427,1.0,0.0,0.44975124378109455,0.00832292967124427
budget_06_thin_strip,multi-hole,2,0.1500133743159664,0.84375,0.1343589743589743,0.4722738657144735,0.390625,0.1137965760322255,0.277778857620687,0.2565334913586151,0.1018493966803692,0.3009246983401846,0.5,0.903165561158566,hard,smooth,connected,high,none,-0.3222604913985071,0.453125,0.0205623983267487,-0.1065201170426486,globally hard,0.2211063834518595,0.2506458012239128,0.3840592795359341,0.1500133743159664,0,0.0066666666666666,1,1,0.533557,0.9547725,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1345650162033144,7.673015873015874,0.970357428904306,0,globally hard,4,effective-collapse zone,1.450662193544248,0.5293564999135518,budget_06_thin_strip|multi-hole|2,0.4486059092800666,0.5611294683088014,0.4388705316911986,0.3213930348258708,0.4486059092800666
budget_06_thin_strip,multi-hole,3,0.2484461480972966,0.5625,0.1324503311258278,0.4839468551740628,0.375,0.1222943722943722,0.3149312777731864,0.2863438264502045,0.1422204725078566,0.2377769029205949,0.3333333333333333,0.8674299909367993,hard,smooth,connected,high,moment_preserving_perturbation,-0.2355007070767661,0.1875,0.0101559588314555,-0.0378976783529079,optimization-limited candidate,0.289327263664039,0.371338898263401,0.4035152803057761,0.2484461480972966,1,1.0,1,1,0.45828995,0.96012247,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1697833238313193,7.673015873015874,0.7741065975923758,0,optimization-limited candidate,1,optimization-limited zone,-0.560996391528799,1.5204024420264504,budget_06_thin_strip|multi-hole|3,0.5925925925925926,0.9113848002403123,0.08861519975968768,0.5671641791044776,0.5925925925925926
budget_06_thin_strip,nested-rings,0,0.0994402125752645,1.0,0.1566380133715377,0.4390885484332876,0.359375,0.1046511627906976,0.2887552873523754,0.280258343334868,0.1252927773053319,0.2293130553193326,0.3333333333333333,0.8822385653389796,hard,smooth,connected,high,none,-0.3396483358580231,0.640625,0.0519868505808401,-0.1808181307596034,anchor-easy/blind-easy,0.1941073435105617,0.1533893147488706,0.3301543818947295,0.0994402125752645,0,0.0266666666666666,0,0,0.25715336,0.20598544,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1520671655784222,8.373015873015873,0.9422533775816168,1,anchor-easy/blind-easy,4,effective-collapse zone,1.4138133641505255,0.1564477651843023,budget_06_thin_strip|nested-rings|0,0.45859342488555976,0.17302493241213573,0.8269750675878642,0.4049751243781095,0.45859342488555976
budget_06_thin_strip,nested-rings,1,0.2450479203982629,0.703125,0.1503461918892186,0.3897004995654313,0.5,0.0677382319173364,0.3120115562434715,0.3120115562434715,0.1408883233812804,0.2371108283573068,0.3333333333333333,0.8685863070633488,hard,smooth,connected,high,moment_preserving_perturbation,-0.1446525791671684,0.203125,0.0826079599718822,-0.0669636358452085,anchor-easy/blind-hard,0.1832731918826377,0.2103733297712212,0.3072740902809153,0.2450479203982629,1,0.8833333333333333,0,0,0.25864318,0.83524436,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1661063004792481,8.373015873015873,0.7932299997959694,0,anchor-easy/blind-hard,1,optimization-limited zone,-0.2833301995686561,1.9210282024498215,budget_06_thin_strip|nested-rings|1,0.5884311277569705,0.8233703814959447,0.17662961850405534,0.5950248756218904,0.5884311277569705
budget_06_thin_strip,nested-rings,2,0.1251191073802154,1.0,0.2294288480154888,0.4375128483751891,0.390625,0.095190380761523,0.3221190169048838,0.3155517016578463,0.0911852805509357,0.2122593069421345,0.3333333333333333,0.9128485621452472,hard,smooth,connected,high,structured_dropout,-0.3123937409949737,0.609375,0.1342384672539658,-0.1904325942776309,anchor-easy/blind-easy,0.1986056269232833,0.2057045611942995,0.3523447093757791,0.1251191073802154,0,0.01,0,0,0.25906372,0.4129617,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1166647466781653,8.373015873015873,0.9807992108043538,1,anchor-easy/blind-easy,4,effective-collapse zone,1.9687775977158912,0.3794665025983817,budget_06_thin_strip|nested-rings|2,0.1706200582605077,0.15259837789125863,0.8474016221087414,0.3054726368159204,0.1706200582605077
budget_06_thin_strip,nested-rings,3,0.219056664481228,0.75,0.1439688715953307,0.496588935353552,0.265625,0.0751381215469613,0.3193388915873466,0.2922285004006113,0.0877824629836057,0.3772245648251361,0.6666666666666666,0.91596011028173,hard,smooth,connected,high,clustered_occlusion,-0.277532270872324,0.484375,0.0688307500483694,-0.0731718359193833,globally hard,0.2307891506836921,0.2194684278325432,0.3615836353868313,0.219056664481228,1,0.96,0,0,0.2267342,0.62806326,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1215445208419971,8.373015873015873,0.8372065897197749,0,globally hard,1,optimization-limited zone,0.4340781042799494,1.4435526666280991,budget_06_thin_strip|nested-rings|3,0.47066167290886385,0.6984079303094021,0.30159206969059793,0.47263681592039786,0.47066167290886385
budget_06_thin_strip,pinwheel,0,0.1613410257468197,0.953125,0.1659340659340659,0.3501844788638518,0.5625,0.0606767794632438,0.2918382395709785,0.2918382395709785,0.1623854907949123,0.1645260787307894,0.1666666666666666,0.850113430465272,hard,jagged,connected,high,none,-0.1888434531170321,0.390625,0.1052572864708221,-0.1304972138241588,globally hard,0.2433485182132015,0.3232402177386949,0.319632719642454,0.1613410257468197,0,0.0033333333333333,1,1,0.61716497,0.2965666,-0.0464,1.0,66.0,1.0084614575281672,0.1489407766853352,2.043908586001609,0.938995126702752,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1818402060586136,6.973015873015874,0.905815310827886,0,globally hard,4,effective-collapse zone,0.6620160488695728,0.8067205538805912,budget_06_thin_strip|pinwheel|0,0.47191011235955055,0.46710723941123444,0.5328927605887656,0.38706467661691546,0.47191011235955055
