cell_key,action_fragility,view_fragility,topology_fragility,geometry_fragility,geometry_shift,random_fragility,feasible_set_divergence,blind_search_barrier,task_sensitivity,internal_divergence_proxy,phase_name,high_action_fragility,high_topology_fragility,high_geometry_fragility,high_random_fragility
budget_06_thin_strip|nested-rings|2,0.4,0.4,0.0,0.0,0.19478610454870324,0.8,0.1706200582605077,0.15259837789125863,0.3054726368159204,0.1706200582605077,effective-collapse zone,0,0,0,1
budget_06_thin_strip|nested-rings|3,0.4,0.4,0.0,0.0,0.19478610454870324,0.4,0.47066167290886385,0.6984079303094021,0.47263681592039786,0.47066167290886385,optimization-limited zone,0,0,0,0
budget_06_thin_strip|pinwheel|0,0.2,0.2,0.0,0.4,0.29314307735049844,0.8,0.47191011235955055,0.46710723941123444,0.38706467661691546,0.47191011235955055,effective-collapse zone,0,0,1,1
budget_06_thin_strip|pinwheel|1,0.2,0.2,0.0,0.4,0.29314307735049844,0.4,0.32958801498127344,0.7632922799639529,0.5263681592039801,0.32958801498127344,optimization-limited zone,0,0,1,0
budget_06_thin_strip|pinwheel|2,0.2,0.2,0.0,0.4,0.29314307735049844,0.4,0.7906783187682064,0.57104235506158,0.37711442786069654,0.7906783187682064,effective-collapse zone,0,0,1,0
budget_06_thin_strip|pinwheel|3,0.2,0.2,0.0,0.4,0.29314307735049844,0.8,0.7515605493133583,0.8434965455091619,0.5343283582089552,0.7515605493133583,optimization-limited zone,0,0,1,1
budget_06_thin_strip|spiral|0,0.4,0.4,0.0,0.2,0.1826431457877585,0.6,0.31543903454015815,0.3103033944127365,0.2636815920398009,0.31543903454015815,effective-collapse zone,0,0,0,1
budget_06_thin_strip|spiral|1,0.2,0.2,0.0,0.4,0.22099986312547992,0.8,0.2446941323345818,0.5764493841994591,0.39502487562189054,0.2446941323345818,optimization-limited zone,0,0,1,1
budget_06_thin_strip|spiral|2,0.6,0.6,0.0,0.0,0.14428642845003709,0.6,0.29047024552642525,0.1910483628717332,0.26865671641791045,0.29047024552642525,effective-collapse zone,0,0,0,1
budget_06_thin_strip|spiral|3,0.6,0.6,0.0,0.0,0.14428642845003709,0.6,0.32043279234290467,0.8119555422048663,0.48457711442786067,0.32043279234290467,optimization-limited zone,0,0,0,1
budget_06_thin_strip|volatility-clustering|0,0.4,0.2,0.0,0.4,0.28701284390187626,0.2,0.3445692883895131,0.6623610693902072,0.3900497512437811,0.3445692883895131,optimization-limited zone,0,0,1,0
budget_06_thin_strip|volatility-clustering|1,1.0,1.0,0.0,0.4,0.28701284390187626,0.2,0.40366208905534745,0.1727245419044758,0.1781094527363184,0.40366208905534745,effective-collapse zone,1,0,1,0
budget_06_thin_strip|volatility-clustering|2,0.2,0.2,0.6,0.6,0.4637413838353188,0.4,0.5143570536828963,0.892159807750075,0.3562189054726369,0.5143570536828963,optimization-limited zone,0,1,1,0
budget_06_thin_strip|volatility-clustering|3,0.4,0.2,0.2,0.4,0.2980868832293777,0.8,0.23553890969621305,0.3586662661459898,0.1412935323383084,0.23553890969621305,effective-collapse zone,0,0,1,1
budget_10_extreme|barbell-bridge|0,0.8,0.2,0.4,0.4,0.6422830625647007,0.4,0.8564294631710361,0.6158005407029137,0.4796019900497511,0.8564294631710361,optimization-limited zone,1,1,1,0
budget_10_extreme|barbell-bridge|1,1.0,1.0,0.4,0.4,0.6422830625647007,0.4,0.71993341656263,0.8257735055572243,0.4905472636815919,0.71993341656263,optimization-limited zone,1,1,1,0
budget_10_extreme|barbell-bridge|2,0.6,0.2,0.4,0.4,0.6422830625647007,0.4,0.8264669163545567,0.377891258636227,0.626865671641791,0.8264669163545567,ambiguity zone,0,1,1,0
budget_10_extreme|barbell-bridge|3,0.8,0.2,0.4,0.4,0.6422830625647007,0.8,0.47440699126092384,0.7395614298588165,0.6706467661691543,0.47440699126092384,optimization-limited zone,1,1,1,1
budget_10_extreme|crescent|0,0.4,0.4,0.0,0.4,0.28420511490365885,0.6,0.6858094049105284,0.13607689996996092,0.34626865671641804,0.6858094049105284,ambiguity zone,0,0,1,1
budget_10_extreme|crescent|1,0.4,0.4,0.0,0.4,0.28420511490365885,0.6,0.4893882646691635,0.7464704115349954,0.6129353233830847,0.4893882646691635,optimization-limited zone,0,0,1,1
budget_10_extreme|crescent|2,0.4,0.4,0.0,0.4,0.28420511490365885,0.6,0.5185185185185185,0.10303394412736556,0.345273631840796,0.5185185185185185,ambiguity zone,0,0,1,1
budget_10_extreme|crescent|3,0.4,0.4,0.0,0.4,0.28420511490365885,0.6,0.14814814814814814,0.8675277861219585,0.49154228855721394,0.14814814814814814,optimization-limited zone,0,0,1,1
budget_10_extreme|cross-branch|0,0.8,0.6,0.4,0.2,0.11049993156273996,0.6,0.5909280066583437,0.0,0.008955223880597002,0.5909280066583437,ambiguity zone,1,1,0,1
budget_10_extreme|cross-branch|1,0.8,0.8,0.2,0.2,0.1545804612784396,0.6,0.35788597586350396,0.6512466206067887,0.444776119402985,0.35788597586350396,optimization-limited zone,1,0,0,1
budget_10_extreme|cross-branch|2,0.8,0.6,0.4,0.2,0.11049993156273996,0.6,0.6392009987515604,0.29558425953739864,0.14228855721393038,0.6392009987515604,ambiguity zone,1,1,0,1
budget_10_extreme|cross-branch|3,1.0,0.6,0.4,0.2,0.11049993156273996,0.6,0.3712026633374948,0.9753679783718835,0.417910447761194,0.3712026633374948,optimization-limited zone,1,1,0,1
budget_10_extreme|double-loop|0,0.6,0.2,0.0,0.4,0.19642097135121978,0.6,0.5651269246774864,0.7032141784319614,0.49353233830845766,0.5651269246774864,optimization-limited zone,0,0,1,1
budget_10_extreme|double-loop|1,0.8,0.2,0.0,0.4,0.19642097135121978,0.6,0.35289221806075743,0.07029137879243014,0.2875621890547264,0.35289221806075743,ambiguity zone,1,0,1,1
budget_10_extreme|double-loop|2,0.6,0.2,0.0,0.4,0.19642097135121978,0.6,0.5027049521431544,0.9056773805947732,0.5064676616915423,0.5027049521431544,optimization-limited zone,0,0,1,1
budget_10_extreme|double-loop|3,0.8,0.2,0.0,0.4,0.19642097135121978,0.6,0.39450686641697874,0.23580654851306693,0.281592039800995,0.39450686641697874,ambiguity zone,1,0,1,1
budget_10_extreme|mean-reversion|0,0.4,0.0,0.0,0.4,0.27044208618586857,0.6,0.06824802330420307,0.32472213878041445,0.15920398009950243,0.06824802330420307,effective-collapse zone,0,0,1,1
budget_10_extreme|mean-reversion|1,0.4,0.0,0.0,0.4,0.27044208618586857,0.6,0.1506450270495214,0.520576749774707,0.3562189054726369,0.1506450270495214,optimization-limited zone,0,0,1,1
budget_10_extreme|mean-reversion|2,0.4,0.0,0.0,0.4,0.27044208618586857,0.6,0.5343320848938826,0.2832682487233403,0.2965174129353233,0.5343320848938826,ambiguity zone,0,0,1,1
budget_10_extreme|mean-reversion|3,0.4,0.0,0.0,0.4,0.27044208618586857,0.6,0.4985434873075323,0.5929708621207569,0.4059701492537312,0.4985434873075323,optimization-limited zone,0,0,1,1
budget_10_extreme|multi-hole|0,0.2,0.2,0.0,0.4,0.36528629157551695,0.6,0.6837286724927174,0.16341243616701706,0.5223880597014924,0.6837286724927174,effective-collapse zone,0,0,1,1
budget_10_extreme|multi-hole|1,0.2,0.2,0.0,0.4,0.36528629157551695,0.6,0.2854764877236788,0.9089816761790327,0.4985074626865672,0.2854764877236788,optimization-limited zone,0,0,1,1
budget_10_extreme|multi-hole|2,0.2,0.2,0.0,0.4,0.36528629157551695,0.6,0.6096545984186434,0.36647641934514863,0.31840796019900497,0.6096545984186434,effective-collapse zone,0,0,1,1
budget_10_extreme|multi-hole|3,0.2,0.2,0.0,0.4,0.36528629157551695,0.6,0.1706200582605077,0.6933012916791828,0.5024875621890547,0.1706200582605077,optimization-limited zone,0,0,1,1
budget_10_extreme|nested-rings|0,0.4,0.4,0.0,0.0,0.19478610454870324,0.2,0.11485642946317104,0.046260138179633516,0.3333333333333333,0.11485642946317104,effective-collapse zone,0,0,0,0
budget_10_extreme|nested-rings|1,0.4,0.4,0.0,0.0,0.19478610454870324,0.2,0.4086558468580941,0.7260438570141183,0.5890547263681593,0.4086558468580941,optimization-limited zone,0,0,0,0
budget_10_extreme|nested-rings|2,0.4,0.4,0.0,0.0,0.19478610454870324,0.2,0.24053266749895963,0.07329528386902973,0.308457711442786,0.24053266749895963,effective-collapse zone,0,0,0,0
budget_10_extreme|nested-rings|3,0.4,0.4,0.0,0.0,0.19478610454870324,0.2,0.5776113191843528,0.5473115049564433,0.38407960199004976,0.5776113191843528,effective-collapse zone,0,0,0,0
budget_10_extreme|pinwheel|0,1.0,1.0,0.0,0.4,0.36528629157551695,0.4,0.45526425301706197,0.4322619405226794,0.3791044776119403,0.45526425301706197,effective-collapse zone,1,0,1,0
budget_10_extreme|pinwheel|1,0.4,0.4,0.0,0.4,0.22099986312547992,0.4,0.4652517686225552,0.6028837488735355,0.964179104477612,0.4652517686225552,decision-fragile zone,0,0,1,0
budget_10_extreme|pinwheel|2,0.4,0.4,0.0,0.4,0.29314307735049844,0.4,0.478568456096546,0.5271853409432261,0.3353233830845771,0.478568456096546,effective-collapse zone,0,0,1,0
budget_10_extreme|pinwheel|3,0.4,0.4,0.0,0.4,0.29314307735049844,0.4,0.8381190178942988,0.6924001201562029,0.5472636815920396,0.8381190178942988,optimization-limited zone,0,0,1,0
budget_10_extreme|spiral|0,0.6,0.6,0.0,0.4,0.22099986312547992,0.4,0.7120266333749479,0.11324722138780413,0.462686567164179,0.7120266333749479,effective-collapse zone,0,0,1,0
budget_10_extreme|spiral|1,0.6,0.6,0.0,0.4,0.22099986312547992,0.4,0.25801081980857266,0.4908380895163712,0.37611940298507474,0.25801081980857266,optimization-limited zone,0,0,1,0
budget_10_extreme|spiral|2,0.6,0.6,0.0,0.4,0.22099986312547992,0.4,0.3021223470661673,0.1492940823069991,0.45373134328358217,0.3021223470661673,effective-collapse zone,0,0,1,0
budget_10_extreme|spiral|3,0.6,0.6,0.0,0.4,0.22099986312547992,0.4,0.24968789013732837,0.6224091318714328,0.6417910447761194,0.24968789013732837,optimization-limited zone,0,0,1,0
budget_10_extreme|volatility-clustering|0,0.6,0.4,0.0,0.4,0.24171690762654802,0.8,0.46691635455680397,0.592370081105437,0.8656716417910448,0.46691635455680397,decision-fragile zone,0,0,1,1
budget_10_extreme|volatility-clustering|1,0.6,0.2,0.0,0.4,0.23343152876854417,0.6,0.42779858510195584,0.2772604385701412,0.6706467661691543,0.42779858510195584,decision-fragile zone,0,0,1,1
budget_10_extreme|volatility-clustering|2,0.6,0.2,0.0,0.6,0.2946314570268297,0.4,0.34456928838951306,0.7074196455392009,0.8268656716417911,0.34456928838951306,decision-fragile zone,0,0,1,0
budget_10_extreme|volatility-clustering|3,1.0,1.0,0.0,0.4,0.19642097135121978,0.6,0.1889305035372451,0.32352057674977464,0.11243781094527368,0.1889305035372451,effective-collapse zone,1,0,1,1
budget_15_vertical_strip|barbell-bridge|0,0.8,0.2,0.4,0.4,0.6422830625647007,0.4,0.9013732833957554,0.6725743466506457,0.9393034825870648,0.9013732833957554,decision-fragile zone,1,1,1,0
budget_15_vertical_strip|barbell-bridge|1,0.8,0.2,0.4,0.4,0.6422830625647007,0.8,0.9508947149396587,0.9402222889756682,0.5004975124378109,0.9508947149396587,optimization-limited zone,1,1,1,1
budget_15_vertical_strip|barbell-bridge|2,0.6,0.2,0.4,0.4,0.6422830625647007,0.4,0.846441947565543,0.3742865725443075,0.7492537313432835,0.846441947565543,decision-fragile zone,0,1,1,0
budget_15_vertical_strip|barbell-bridge|3,1.0,1.0,0.4,0.4,0.6422830625647007,0.8,0.7132750728256346,0.7074196455392009,0.4925373134328358,0.7132750728256346,optimization-limited zone,1,1,1,1
budget_15_vertical_strip|crescent|0,0.4,0.4,0.4,0.0,0.1960440554722595,0.6,0.36704119850187267,0.24391709221988578,0.3124378109452737,0.36704119850187267,ambiguity zone,0,1,0,1
budget_15_vertical_strip|crescent|1,0.4,0.4,0.4,0.0,0.1960440554722595,0.6,0.7107781939242612,0.8729348152598377,0.6248756218905472,0.7107781939242612,optimization-limited zone,0,1,0,1
budget_15_vertical_strip|crescent|2,1.0,0.8,0.4,0.0,0.1960440554722595,0.6,0.02663337494798169,0.17572844698107537,0.09751243781094537,0.02663337494798169,ambiguity zone,1,1,0,1
budget_15_vertical_strip|crescent|3,0.4,0.4,0.4,0.0,0.18264314578775848,0.4,0.35788597586350396,0.892460198257735,0.4666666666666667,0.35788597586350396,optimization-limited zone,0,1,0,0
budget_15_vertical_strip|cross-branch|0,0.8,0.0,0.4,0.0,0.02214807865500299,0.6,0.23220973782771537,0.16221087413637728,0.01094527363184083,0.23220973782771537,ambiguity zone,1,1,0,1
budget_15_vertical_strip|cross-branch|1,0.4,0.0,0.4,0.0,0.02214807865500299,0.6,0.6758218893050354,0.7963352358065484,0.7741293532338309,0.6758218893050354,decision-fragile zone,0,1,0,1
budget_15_vertical_strip|cross-branch|2,0.8,0.0,0.4,0.0,0.02214807865500299,0.6,0.2879733666250521,0.4460799038750375,0.13631840796019898,0.2879733666250521,ambiguity zone,1,1,0,1
budget_15_vertical_strip|cross-branch|3,0.4,0.2,0.6,0.0,0.03322211798250448,0.6,0.4511027881814399,0.8660258335836587,0.23383084577114432,0.4511027881814399,optimization-limited zone,0,1,0,1
budget_15_vertical_strip|double-loop|0,0.8,0.4,0.0,0.4,0.19642097135121978,0.8,0.842280482729921,0.8203664764193449,0.5691542288557213,0.842280482729921,optimization-limited zone,1,0,1,1
budget_15_vertical_strip|double-loop|1,0.8,0.4,0.0,0.4,0.19642097135121978,0.4,0.615064502704952,0.11685190747972361,0.30447761194029854,0.615064502704952,ambiguity zone,1,0,1,0
budget_15_vertical_strip|double-loop|2,0.8,0.4,0.0,0.4,0.19642097135121978,0.8,0.5609654598418644,0.8903574647041154,0.3502487562189055,0.5609654598418644,optimization-limited zone,1,0,1,1
budget_15_vertical_strip|double-loop|3,0.8,0.4,0.0,0.4,0.19642097135121978,0.4,0.6666666666666667,0.19194953439471305,0.3124378109452737,0.6666666666666667,ambiguity zone,1,0,1,0
budget_15_vertical_strip|mean-reversion|0,0.8,0.4,0.0,0.4,0.27044208618586857,0.6,0.4627548897211818,0.5181736257134273,0.2845771144278607,0.4627548897211818,ambiguity zone,1,0,1,1
budget_15_vertical_strip|mean-reversion|1,0.8,0.4,0.0,0.4,0.27044208618586857,0.6,0.27299209321681234,0.6957044157404624,0.3621890547263682,0.27299209321681234,optimization-limited zone,1,0,1,1
budget_15_vertical_strip|mean-reversion|2,0.8,0.4,0.0,0.4,0.27044208618586857,0.6,0.6367041198501872,0.4617002102733552,0.2666666666666666,0.6367041198501872,ambiguity zone,1,0,1,1
budget_15_vertical_strip|mean-reversion|3,0.8,0.4,0.0,0.4,0.27044208618586857,0.6,0.5002080732417812,0.7921297686993092,0.4597014925373134,0.5002080732417812,optimization-limited zone,1,0,1,1
budget_15_vertical_strip|multi-hole|0,0.2,0.2,0.0,0.8,0.7305725831510339,0.8,0.06075738660008322,0.4322619405226794,0.309452736318408,0.06075738660008322,effective-collapse zone,0,0,1,1
budget_15_vertical_strip|multi-hole|1,0.2,0.2,0.0,0.6,0.5479294373632755,0.6,0.5834373699542239,0.8939621507960347,0.5233830845771145,0.5834373699542239,optimization-limited zone,0,0,1,1
budget_15_vertical_strip|multi-hole|2,0.2,0.2,0.0,0.6,0.5479294373632755,0.4,0.21223470661672908,0.4692099729648542,0.3054726368159204,0.21223470661672908,effective-collapse zone,0,0,1,0
budget_15_vertical_strip|multi-hole|3,0.2,0.2,0.0,0.6,0.5479294373632755,0.4,0.7166042446941324,0.8915590267347551,0.564179104477612,0.7166042446941324,optimization-limited zone,0,0,1,0
budget_15_vertical_strip|nested-rings|0,0.4,0.4,0.0,0.0,0.18264314578775848,0.2,0.07074490220557636,0.15860618804445775,0.5432835820895522,0.07074490220557636,effective-collapse zone,0,0,0,0
budget_15_vertical_strip|nested-rings|1,0.4,0.4,0.0,0.0,0.18264314578775848,0.2,0.5268414481897628,0.9173926103935115,0.5781094527363185,0.5268414481897628,optimization-limited zone,0,0,0,0
budget_15_vertical_strip|nested-rings|2,0.4,0.4,0.0,0.0,0.18264314578775848,0.2,0.299625468164794,0.1976569540402523,0.3582089552238806,0.299625468164794,effective-collapse zone,0,0,0,0
budget_15_vertical_strip|nested-rings|3,0.4,0.4,0.0,0.0,0.18264314578775848,0.2,0.5189346650020806,0.9402222889756682,0.5542288557213929,0.5189346650020806,optimization-limited zone,0,0,0,0
budget_15_vertical_strip|pinwheel|0,1.0,1.0,0.0,0.4,0.36528629157551695,0.8,0.634207240948814,0.45238810453589656,0.8268656716417911,0.634207240948814,decision-fragile zone,1,0,1,1
budget_15_vertical_strip|pinwheel|1,0.2,0.2,0.0,0.6,0.5479294373632755,0.4,0.6133999167707033,0.7425653349354159,0.9880597014925372,0.6133999167707033,decision-fragile zone,0,0,1,0
budget_15_vertical_strip|pinwheel|2,0.2,0.2,0.0,0.4,0.36528629157551695,0.4,0.5792759051186018,0.6185040552718534,0.8199004975124379,0.5792759051186018,decision-fragile zone,0,0,1,0
budget_15_vertical_strip|pinwheel|3,0.2,0.2,0.0,0.4,0.36528629157551695,0.4,0.7948397836038286,0.8239711625112646,0.998009950248756,0.7948397836038286,decision-fragile zone,0,0,1,0
budget_15_vertical_strip|spiral|0,1.0,1.0,0.4,0.0,0.02214807865500299,0.4,0.36953807740324596,0.18023430459597475,0.2845771144278607,0.36953807740324596,effective-collapse zone,1,1,0,0
budget_15_vertical_strip|spiral|1,0.4,0.2,0.4,0.0,0.02214807865500299,0.4,0.46109030378693305,0.6716731751276659,0.6477611940298508,0.46109030378693305,optimization-limited zone,0,1,0,0
budget_15_vertical_strip|spiral|2,0.6,0.2,0.6,0.0,0.03322211798250448,0.4,0.38451935081148564,0.24001201562030636,0.28358208955223874,0.38451935081148564,effective-collapse zone,0,1,0,0
budget_15_vertical_strip|spiral|3,0.4,0.2,0.4,0.0,0.02214807865500299,0.4,0.7007906783187682,0.8107539801742265,0.7542288557213931,0.7007906783187682,optimization-limited zone,0,1,0,0
budget_15_vertical_strip|volatility-clustering|0,0.8,0.8,0.0,0.8,0.39284194270243955,0.4,0.5359966708281314,0.699008711324722,0.3920398009950249,0.5359966708281314,optimization-limited zone,1,0,1,0
budget_15_vertical_strip|volatility-clustering|1,0.6,0.6,0.0,0.6,0.2946314570268297,0.8,0.7399084477736163,0.3487533793932111,0.26268656716417915,0.7399084477736163,ambiguity zone,0,0,1,1
budget_15_vertical_strip|volatility-clustering|2,0.6,0.2,0.0,0.8,0.39284194270243955,0.4,0.9071993341656263,0.6911985581255632,0.8776119402985074,0.9071993341656263,decision-fragile zone,0,0,1,0
budget_15_vertical_strip|volatility-clustering|3,0.8,0.8,0.0,0.8,0.39284194270243955,0.4,0.5301706200582605,0.4716130970261339,0.5243781094527363,0.5301706200582605,ambiguity zone,1,0,1,0
budget_17_high_rot_aniso|barbell-bridge|0,0.8,0.4,0.4,0.4,0.6422830625647007,0.8,0.8722430295464003,0.7464704115349954,0.5194029850746268,0.8722430295464003,information-limited zone,1,1,1,1
budget_17_high_rot_aniso|barbell-bridge|1,0.8,0.4,0.4,0.4,0.6422830625647007,0.4,0.883062838119018,0.949534394713127,0.5213930348258707,0.883062838119018,information-limited zone,1,1,1,0
budget_17_high_rot_aniso|barbell-bridge|2,0.8,0.8,0.4,0.4,0.6422830625647007,0.8,0.8863920099875157,0.4349654550916191,0.3174129353233831,0.8863920099875157,ambiguity zone,1,1,1,1
budget_17_high_rot_aniso|barbell-bridge|3,0.8,0.8,0.4,0.4,0.6422830625647007,0.4,0.8372867249271744,0.6960048062481224,0.8,0.8372867249271744,information-limited zone,1,1,1,0
budget_17_high_rot_aniso|crescent|0,0.2,0.4,0.2,0.0,0.09942589223523846,0.8,0.17311693716188098,0.17092219885851603,0.308457711442786,0.17311693716188098,ambiguity zone,0,0,0,1
budget_17_high_rot_aniso|crescent|1,0.2,0.4,0.2,0.0,0.09942589223523846,0.8,0.4519350811485643,0.9224992490237308,0.5233830845771145,0.4519350811485643,optimization-limited zone,0,0,0,1
budget_17_high_rot_aniso|crescent|2,0.2,0.4,0.2,0.0,0.09942589223523846,0.4,0.2380357885975863,0.09522379092820665,0.309452736318408,0.2380357885975863,ambiguity zone,0,0,0,0
budget_17_high_rot_aniso|crescent|3,0.0,0.4,0.4,0.0,0.1960440554722595,0.8,0.05826050769870993,0.8663262240913187,0.4835820895522388,0.05826050769870993,optimization-limited zone,0,1,0,1
budget_17_high_rot_aniso|cross-branch|0,0.8,0.2,0.4,0.0,0.02214807865500299,0.6,0.5052018310445276,0.1321718233703815,0.014925373134328351,0.5052018310445276,ambiguity zone,1,1,0,1
budget_17_high_rot_aniso|cross-branch|1,0.6,0.2,0.4,0.0,0.02214807865500299,0.6,0.4427798585101956,0.8242715530189246,0.282587064676617,0.4427798585101956,optimization-limited zone,0,1,0,1
budget_17_high_rot_aniso|cross-branch|2,0.8,0.2,0.4,0.0,0.02214807865500299,0.6,0.7482313774448605,0.492340042054671,0.1830845771144279,0.7482313774448605,ambiguity zone,1,1,0,1
budget_17_high_rot_aniso|cross-branch|3,0.4,0.0,0.4,0.0,0.02214807865500299,0.8,0.7307532251352475,0.9161910483628717,0.3393034825870648,0.7307532251352475,optimization-limited zone,0,1,0,1
budget_17_high_rot_aniso|double-loop|0,0.6,0.2,0.0,0.4,0.19642097135121978,0.0,0.6242197253433208,0.8233703814959447,0.48557213930348253,0.6242197253433208,optimization-limited zone,0,0,1,0
budget_17_high_rot_aniso|double-loop|1,0.8,0.2,0.0,0.4,0.19642097135121978,0.0,0.340407823553891,0.1339741664163412,0.31044776119402984,0.340407823553891,ambiguity zone,1,0,1,0
budget_17_high_rot_aniso|double-loop|2,0.6,0.2,0.0,0.4,0.19642097135121978,0.0,0.7240948813982522,0.9408230699909881,0.37213930348258706,0.7240948813982522,optimization-limited zone,0,0,1,0
budget_17_high_rot_aniso|double-loop|3,0.8,0.2,0.0,0.4,0.19642097135121978,0.0,0.3503953391593841,0.2328026434364674,0.09154228855721389,0.3503953391593841,ambiguity zone,1,0,1,0
budget_17_high_rot_aniso|mean-reversion|0,0.8,0.6,0.0,0.4,0.27044208618586857,0.4,0.7174365376612567,0.527185340943226,0.29850746268656714,0.7174365376612567,ambiguity zone,1,0,1,0
