experiment,policy,probe_cell_id,budget,family,seed,phase_name,k,distinct_actions,action_disagreeing_coverage,candidate_action_histogram,topk_utility,set_regret,mean_candidate_norm_cd,best_candidate_norm_cd,best_candidate_iou,protocol_violation,status
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_06_thin_strip:pinwheel:seed2:n64,budget_06_thin_strip,pinwheel,2,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.015,0.3873950952008358,0.2780668678348679,0.0917537746806039,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:multi-hole:seed0:n64,budget_10_extreme,multi-hole,0,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.9636,0.4311932110040018,0.3020695714018003,0.1324582338902148,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:nested-rings:seed2:n64,budget_10_extreme,nested-rings,2,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.015,0.4061691946710731,0.2750448246042503,0.1300138312586445,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:nested-rings:seed3:n64,budget_10_extreme,nested-rings,3,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.015,0.3984523885996323,0.26987664900944,0.152744630071599,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:pinwheel:seed2:n64,budget_10_extreme,pinwheel,2,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.9636,0.3817224311019156,0.2727655358633729,0.1310975609756097,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:spiral:seed0:n64,budget_10_extreme,spiral,0,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.015,0.407277585326777,0.3086159619661211,0.1537433155080214,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:pinwheel:seed0:n64,budget_17_high_rot_aniso,pinwheel,0,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.9636,0.3737054211072751,0.2790293065528868,0.1036585365853658,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_18_neg_diag_extreme:volatility-clustering:seed1:n64,budget_18_neg_diag_extreme,volatility-clustering,1,effective-collapse zone,6,2,1.0,abstain:5;restart:1,0.005,0.0,0.3358215889461075,0.2534653357687496,0.2164804469273743,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:pinwheel:seed0:n64,budget_24_rotated_slender,pinwheel,0,effective-collapse zone,6,1,0.0,abstain:6,-0.01,0.015,0.3417499196470665,0.2543685176857207,0.1123882503192848,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:pinwheel:seed2:n64,budget_24_rotated_slender,pinwheel,2,effective-collapse zone,6,2,1.0,abstain:5;escalate_access:1,0.9536,0.0,0.3355756615505802,0.2537509068695793,0.1194581280788177,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:crescent:seed0:n64,budget_10_extreme,crescent,0,ambiguity zone,6,1,0.0,abstain:6,0.02,0.9336,0.4336138764442839,0.3052681178598588,0.1380697050938338,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:double-loop:seed1:n64,budget_17_high_rot_aniso,double-loop,1,ambiguity zone,6,2,1.0,abstain:5;restart:1,0.02,0.0,0.4213216902470589,0.2687857543553741,0.0724409448818897,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:double-loop:seed3:n64,budget_17_high_rot_aniso,double-loop,3,ambiguity zone,6,2,1.0,abstain:5;escalate_access:1,0.02,0.0,0.4077358790235424,0.2716399142920299,0.0739371534195933,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:mean-reversion:seed2:n64,budget_17_high_rot_aniso,mean-reversion,2,ambiguity zone,6,1,0.0,abstain:6,0.02,0.0,0.372072471822456,0.2493869353794776,0.1188369152970922,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:volatility-clustering:seed3:n64,budget_17_high_rot_aniso,volatility-clustering,3,ambiguity zone,6,2,1.0,abstain:5;escalate_access:1,0.9536,0.0,0.3953719900674722,0.2476024018775866,0.1078976640711902,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_22_broad_high_cond:barbell-bridge:seed2:n64,budget_22_broad_high_cond,barbell-bridge,2,ambiguity zone,6,1,0.0,abstain:6,0.02,0.9336,0.4415074518894893,0.2889520859224062,0.1169811320754717,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_22_broad_high_cond:double-loop:seed3:n64,budget_22_broad_high_cond,double-loop,3,ambiguity zone,6,1,0.0,abstain:6,0.02,0.0,0.4824212686104625,0.3156866784470772,0.0697674418604651,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:double-loop:seed0:n64,budget_24_rotated_slender,double-loop,0,ambiguity zone,6,1,0.0,abstain:6,0.02,0.0,0.3547220523354726,0.2276579535274161,0.0786948176583493,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:double-loop:seed1:n64,budget_24_rotated_slender,double-loop,1,ambiguity zone,6,1,0.0,abstain:6,0.02,0.0,0.3784398947957321,0.2422542139675998,0.0940959409594096,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:mean-reversion:seed2:n64,budget_24_rotated_slender,mean-reversion,2,ambiguity zone,6,2,1.0,abstain:5;escalate_access:1,0.02,0.0,0.3406133192945055,0.2269048945921083,0.1174193548387096,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_06_thin_strip:mean-reversion:seed0:n64,budget_06_thin_strip,mean-reversion,0,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.400750626395183,0.291212500047468,0.113573407202216,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:mean-reversion:seed0:n64,budget_10_extreme,mean-reversion,0,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3960642051449513,0.2750188783035202,0.1187845303867403,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:mean-reversion:seed2:n64,budget_10_extreme,mean-reversion,2,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3902445781655357,0.2693348854485372,0.1271989174560216,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_10_extreme:mean-reversion:seed3:n64,budget_10_extreme,mean-reversion,3,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3781150055547622,0.2843421109277521,0.1241997439180537,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_15_vertical_strip:barbell-bridge:seed2:n64,budget_15_vertical_strip,barbell-bridge,2,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.4073112452461221,0.2985995150202791,0.1064593301435406,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_22_broad_high_cond:double-loop:seed1:n64,budget_22_broad_high_cond,double-loop,1,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.4860602114484229,0.3121271449299902,0.0804123711340206,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_22_broad_high_cond:mean-reversion:seed0:n64,budget_22_broad_high_cond,mean-reversion,0,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3985945364024715,0.2878105627447194,0.0995085995085995,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_22_broad_high_cond:mean-reversion:seed3:n64,budget_22_broad_high_cond,mean-reversion,3,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3934324006386889,0.3060873362092513,0.1317073170731707,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_23_small_high_cond:mean-reversion:seed1:n64,budget_23_small_high_cond,mean-reversion,1,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3596081124158984,0.246295432556449,0.144927536231884,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:volatility-clustering:seed1:n64,budget_24_rotated_slender,volatility-clustering,1,decision-fragile zone,6,1,0.0,abstain:6,0.02,0.0,0.3659010682719738,0.2449290001016556,0.0935828877005347,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:barbell-bridge:seed0:n64,budget_17_high_rot_aniso,barbell-bridge,0,information-limited zone,6,1,0.0,abstain:6,-0.01,0.015,0.4368913942871233,0.29788724305904,0.0981182795698924,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_17_high_rot_aniso:barbell-bridge:seed3:n64,budget_17_high_rot_aniso,barbell-bridge,3,information-limited zone,6,2,1.0,abstain:5;escalate_access:1,0.9536,0.0,0.4255664893252465,0.2987638635491005,0.1191536748329621,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_18_neg_diag_extreme:barbell-bridge:seed2:n64,budget_18_neg_diag_extreme,barbell-bridge,2,information-limited zone,6,1,0.0,abstain:6,-0.01,0.015,0.3558307898731063,0.2550477285848015,0.1299093655589124,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_23_small_high_cond:barbell-bridge:seed0:n64,budget_23_small_high_cond,barbell-bridge,0,information-limited zone,6,1,0.0,abstain:6,-0.01,0.9636,0.3949168806936969,0.2627166539556845,0.1396551724137931,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_23_small_high_cond:barbell-bridge:seed1:n64,budget_23_small_high_cond,barbell-bridge,1,information-limited zone,6,1,0.0,abstain:6,-0.01,0.9636,0.4013757637664575,0.2831134664337769,0.1402640264026402,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_23_small_high_cond:barbell-bridge:seed2:n64,budget_23_small_high_cond,barbell-bridge,2,information-limited zone,6,1,0.0,abstain:6,-0.01,0.015,0.3958047182574827,0.267842296674542,0.1270310192023633,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_23_small_high_cond:barbell-bridge:seed3:n64,budget_23_small_high_cond,barbell-bridge,3,information-limited zone,6,1,0.0,abstain:6,-0.01,0.9636,0.3976831002827213,0.2676854762815683,0.1350531107738998,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:barbell-bridge:seed0:n64,budget_24_rotated_slender,barbell-bridge,0,information-limited zone,6,1,0.0,abstain:6,-0.01,0.9636,0.3995500286602786,0.274592408431044,0.1285500747384155,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:barbell-bridge:seed2:n64,budget_24_rotated_slender,barbell-bridge,2,information-limited zone,6,2,1.0,abstain:5;escalate_access:1,0.0,0.005,0.3946021328254097,0.2822994854086526,0.1071428571428571,0,target-blind action-diversity heuristic; target metrics evaluator-only
witness_driven_heuristic_search,geometric-spread candidate set,protocol_b:budget_24_rotated_slender:barbell-bridge:seed3:n64,budget_24_rotated_slender,barbell-bridge,3,information-limited zone,6,2,1.0,abstain:5;escalate_access:1,0.9536,0.0,0.3880148556838825,0.2713512944212322,0.1392722710163111,0,target-blind action-diversity heuristic; target metrics evaluator-only
