suite,budget,family,seed,budget_difficulty,family_surface,family_connectivity,ambiguity_stratum,corruption_type,method,protocol,norm_cd,coverage,iou,uniformity,hausdorff,bidirectional_nn,approx_emd,occupancy_divergence,components_error,holes_error,skeleton_error,pairwise_hist_divergence,density_divergence,curvature_divergence,summary_entropy_gap,runtime_s,acceptance_rate,n_hypotheses,oracle_best_of_k_norm_cd,hypothesis_diversity,feasible_set_exploration,structural_mode_coverage,posterior_concentration_proxy
challenge,budget_06_thin_strip,barbell-bridge,1,hard,jagged,connected,high,clustered_occlusion,blind-sa,protocol_b,0.23889531724228763,0.828125,0.13333333333333333,0.33298329553851147,0.3463652731047163,0.11944765862114382,0.1516443633539463,0.48071570745737147,0.0,0.0,0.9056603773584906,0.0006740978682256834,0.06195875421771912,0.10995350944947997,0.07711944393531622,0.16810730000725016,0.4,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,1,hard,jagged,connected,high,clustered_occlusion,evolutionary-blind,protocol_b,0.2390107483742776,0.78125,0.16428571428571428,0.2788789514256971,0.3095357678891964,0.1195053741871388,0.1517176972733872,0.4380280625142578,0.0,0.0,0.9043478260869565,0.0005749330949492773,0.06364940670842881,0.07300243203096435,0.08980781811855154,0.2191434999986086,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,1,hard,jagged,connected,high,clustered_occlusion,projected-gradient-blind,protocol_b,0.6534931398580324,0.0625,0.023076923076923078,0.0,1.2808167013565877,0.3267465699290162,0.5780483221431499,0.6931471794158914,0.0,4.0,0.9770554493307839,0.5610443652448571,0.5535980211953104,0.652782686587789,2.130813221734399,0.05708289999165572,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,1,hard,jagged,connected,high,clustered_occlusion,subset-affine-blind,protocol_b,0.528119231783705,0.09375,0.032357473035439135,5.56831322628015,0.9737444555949435,0.2640596158918525,0.5109219611354925,0.6931471793787513,0.0,4.0,0.9675572519083969,0.38465915900126185,0.5535980211953104,0.6334818053435488,2.130813221734399,0.864179200027138,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,ambiguity-set-sampler,protocol_b,0.28624540633709883,0.46875,0.06040268456375839,1.8232699101410097,0.5464648680694754,0.14312270316854941,0.2689147491786787,0.6281185217820177,0.0,2.0,0.939297124600639,0.04245947638666234,0.6027734277954423,0.4415857901895389,1.5841426680359387,1.4138534000085201,,6,0.2711553405014839,0.14982727869075316,0.24158030601204322,0.3333333333333333,0.8608566518729646
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,anchor-aware-refiner,protocol_a,0.44771400693741475,0.296875,0.07845744680851063,1.5484501100086039,1.043667027560721,0.22385700346870738,0.3494504387775792,0.5858406961545828,0.0,2.0,0.9386503067484663,0.05725163862134648,0.6027734277954423,0.3239512292187431,1.5841426680359387,0.012224400008562952,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,best-of-k-restart-blind,protocol_b,0.36546830317642376,0.1875,0.02556390977443609,0.0,0.6304352536644061,0.18273415158821188,0.363098777262966,0.6931471793212846,0.0,2.0,0.9739583333333334,0.23014525102208547,0.5978129774654191,0.6527826865772308,1.5360955115200243,0.5324794999905862,0.775,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,blind-sa,protocol_b,0.14829330533271148,0.96875,0.36103542234332425,0.2964715751790115,0.19258954087868452,0.07414665266635574,0.09691407001617643,0.3220068441268772,0.0,3.0,0.6930533117932149,0.0005648579125875026,0.020257198943218965,0.06066674533561728,0.017917784178560492,0.17563010001322255,0.7666666666666667,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,evolutionary-blind,protocol_b,0.1436649229142716,1.0,0.3242876526458616,0.26060929470254096,0.1574254137284762,0.0718324614571358,0.09331003475352374,0.3410476995341689,0.0,1.0,0.7398753894080997,0.0009821816872731702,0.04008670263313287,0.05919573190515,0.03961599147566419,0.2291272000002209,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,projected-gradient-blind,protocol_b,0.6045988925851018,0.078125,0.0208,5.579225151962204,0.936790270237614,0.3022994462925509,0.5507598852927039,0.6931471793578574,0.0,2.0,0.9814471243042672,0.47089833062260167,0.6045739311912333,0.626849110386735,1.983193840073427,0.058455899998079985,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,2,hard,jagged,connected,high,none,subset-affine-blind,protocol_b,0.549740807757522,0.09375,0.015060240963855422,7.937253933193773,0.9370127704988126,0.274870403878761,0.5298626495933675,0.6931471793578574,0.0,2.0,0.9826086956521739,0.45091110342671664,0.6062938345552678,0.6353317886001674,2.0277765182409135,1.1283763000101317,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,ambiguity-set-sampler,protocol_b,0.32977259886936916,0.40625,0.07670454545454546,2.188404574869953,0.6874042344338418,0.16488629943468458,0.28254899466322064,0.6260067750850453,0.0,3.0,0.9288079470198676,0.05555126943677677,0.5441252562457821,0.5346071191175326,1.5256871137367687,1.4137484999955632,,6,0.30981125287889394,0.12961103413506722,0.14813885040086694,0.16666666666666666,0.8784370465034361
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,anchor-aware-refiner,protocol_a,0.5026639689449749,0.25,0.06224066390041494,1.5436090681066346,1.309320721648398,0.25133198447248745,0.40767381799625646,0.6780271730295306,0.0,3.0,0.9437299035369775,0.09078081982739619,0.4097445000563777,0.4007741108805065,0.4211995879151842,0.012656200007768348,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,best-of-k-restart-blind,protocol_b,0.44540288757130697,0.125,0.008955223880597015,0.0,0.796197000232802,0.22270144378565349,0.40043638106493906,0.6676333591803344,0.0,3.0,0.9913494809688581,0.25024317998403167,0.5145514503622832,0.6931471803894591,1.7524335233708965,0.5188753999827895,0.6083333333333333,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,blind-sa,protocol_b,0.22663286479675077,0.8125,0.13987730061349693,0.5195521927515244,0.44471316260202487,0.11331643239837538,0.14420827802473116,0.5477676999623742,0.0,0.0,0.9047619047619048,0.0008566599010854085,0.029973791005173323,0.06497144712707112,0.11704482072430267,0.17619610001565889,0.36666666666666664,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,evolutionary-blind,protocol_b,0.21479643803707016,0.90625,0.12209302325581395,0.31855090005560127,0.4635364951555312,0.10739821901853508,0.13526153688263448,0.5075770114105614,0.0,3.0,0.8980716253443526,0.0008744189909079326,0.06133274396647559,0.030521511187613398,0.08481391877985223,0.22892809999757446,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,projected-gradient-blind,protocol_b,0.7170739488838171,0.03125,0.03125,7.937253933193771,2.418140553142323,0.3585369744419086,0.5708595369291095,0.6612460041691803,0.0,3.0,0.9783001808318263,0.5581585333038339,0.5230565663394489,0.6720271237362507,2.0780451074095323,0.05970690000685863,,1,,,,,
challenge,budget_06_thin_strip,barbell-bridge,3,hard,jagged,connected,high,moment_preserving_perturbation,subset-affine-blind,protocol_b,0.6072663065250256,0.078125,0.039334341906202726,7.9372539331937695,0.9255473753283203,0.3036331532625128,0.5211694607619576,0.6651196138976719,0.0,3.0,0.9721254355400697,0.404284795309632,0.5156997289149827,0.6755742071323589,1.8843640291312345,1.1229845999914687,,1,,,,,
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,ambiguity-set-sampler,protocol_b,0.25230811344488796,0.5625,0.1276864728192162,1.844792333393851,0.6694681237356567,0.12615405672244398,0.2718773724646415,0.5709525740763399,0.0,1.0,0.8903133903133903,0.047833438697548164,0.5601622975561935,0.3454430411446727,1.7948921788825956,1.4514207000029273,,6,0.24427430158975602,0.11873048895708142,0.392698577811874,0.6666666666666666,0.888047107014635
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,anchor-aware-refiner,protocol_a,0.6717012097581975,0.296875,0.09622411693057248,1.787916227542708,1.327433311868969,0.33585060487909874,0.5101634850107444,0.6285766228104577,0.0,1.0,0.9219178082191781,0.02531501212672254,0.22903407670849624,0.3331879719511366,0.58557036095084,0.014600599999539554,,1,,,,,
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,best-of-k-restart-blind,protocol_b,0.11975486431010862,0.984375,0.24357405140758873,0.4948108927902805,0.14799497954802798,0.05987743215505431,0.08820256778095632,0.22317926423300724,0.0,0.0,0.8032564450474898,0.0008841254487265949,0.12076159934233961,0.040115220115907166,0.010663810553098507,0.5240172000194434,0.6416666666666667,1,,,,,
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,blind-sa,protocol_b,0.12883671686487075,0.984375,0.20823529411764705,0.4963068452809547,0.1704764188806333,0.06441835843243537,0.09916662890714399,0.2621059974033241,0.0,3.0,0.8428005284015851,0.0011583143042355058,0.13099556522250902,0.03613678197673112,0.12503410046751595,0.17423390000476502,0.375,1,,,,,
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,evolutionary-blind,protocol_b,0.11712879122000618,1.0,0.24881516587677724,0.4442791476883849,0.11523648406072917,0.05856439561000309,0.09150659193618264,0.257773722290542,0.0,2.0,0.7973856209150327,0.0008397432442655466,0.10477423953582252,0.051547822860968824,0.11759679966866576,0.22720419999677688,,1,,,,,
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,projected-gradient-blind,protocol_b,0.6447587305603326,0.078125,0.0358814352574103,6.27141258474926,3.7889144616872446,0.3223793652801663,0.6631833893569393,0.6931471793776356,0.0,2.0,0.9636048526863085,0.34902255082936046,0.5771851836359005,0.5760653198702854,1.8557819746026598,0.05478479998419061,,1,,,,,
challenge,budget_06_thin_strip,crescent,0,hard,smooth,connected,high,none,subset-affine-blind,protocol_b,0.538785208740353,0.15625,0.045180722891566265,4.882184280411428,0.6966134620238636,0.2693926043701765,0.5002821666359641,0.6480910585042665,0.0,2.0,0.9515859766277128,0.2827172507242339,0.5530450877470803,0.5506046065061883,1.5200986127325533,1.1207530999963637,,1,,,,,
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,ambiguity-set-sampler,protocol_b,0.28874887157097995,0.453125,0.09659863945578231,2.029359237458661,0.5756927655702333,0.14437443578548997,0.3203117658133664,0.6112375964746823,0.0,3.0,0.9172932330827068,0.052409666308908774,0.21682295922245343,0.4604029286397977,0.398024755380463,1.4254244999901857,,6,0.2827560427112464,0.2035597090240885,0.18511318784537756,0.16666666666666666,0.8158214909633187
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,anchor-aware-refiner,protocol_a,0.6290902439399516,0.34375,0.07292954264524104,1.838496778015992,1.273307804245711,0.3145451219699758,0.5088225969362676,0.6112375964746823,0.0,3.0,0.929945054945055,0.037209210844465976,0.5727383956013541,0.40037254034713277,1.9275199200415585,0.012529700004961342,,1,,,,,
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,best-of-k-restart-blind,protocol_b,0.2239495490050226,0.765625,0.12405609492988134,0.2940010834530534,0.30539142145408393,0.1119747745025113,0.16810822754445665,0.5813168104466189,0.0,2.0,0.8861386138613861,0.004347435404537072,0.12567829957411664,0.06460700911237512,0.20640715433090984,0.5312343999976292,0.775,1,,,,,
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,blind-sa,protocol_b,0.22891410683319943,0.71875,0.10833333333333334,0.3555180906757349,0.3523479658244771,0.11445705341659972,0.16113359928102253,0.6036828841027819,0.0,2.0,0.9154589371980676,0.003460986064022506,0.12715504070885802,0.10152885965793468,0.01444555771529954,0.18721510001341812,0.6166666666666667,1,,,,,
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,evolutionary-blind,protocol_b,0.22334393070560282,0.75,0.12311015118790497,0.28320402190924554,0.3027445647281663,0.11167196535280141,0.16749506409112466,0.5924998472747005,0.0,1.0,0.8904109589041096,0.0038846602229921216,0.1530881995668459,0.0610810126020465,0.1356175752337463,0.22833659997559153,,1,,,,,
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,projected-gradient-blind,protocol_b,0.6136134999689803,0.0625,0.01687116564417178,5.361463076382321,1.3825450279257812,0.30680674998449015,0.536078177033307,0.6684086109767365,0.0,3.0,0.9829351535836177,0.1690884929292599,0.5566134976730743,0.6185635045126183,1.8289121471075451,0.05575249998946674,,1,,,,,
challenge,budget_06_thin_strip,crescent,1,hard,smooth,connected,high,moment_preserving_perturbation,subset-affine-blind,protocol_b,0.46591800420747276,0.125,0.029850746268656716,3.5410530006287684,0.679075502844164,0.23295900210373638,0.44528439257093017,0.6480910585042663,0.0,3.0,0.9700996677740864,0.19074560729007348,0.5534193381199629,0.5642622931400434,1.7007735104074306,1.1137614999897778,,1,,,,,
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,ambiguity-set-sampler,protocol_b,0.2599871054370328,0.421875,0.09975062344139651,1.6683982588995319,0.7210165784888694,0.1299935527185164,0.27208863057480587,0.5885880693303663,0.0,2.0,0.9121338912133892,0.06148165976242046,0.3353035761954014,0.37642993061585694,0.8250269574315365,1.3845541999908164,,6,0.2386374658277049,0.1270644545209648,0.23019889392714904,0.3333333333333333,0.8806769071596063
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,anchor-aware-refiner,protocol_a,0.6855292538128952,0.203125,0.0655940594059406,2.0574318613570073,1.3451301735531915,0.3427646269064476,0.5206871404982027,0.6437348490144379,0.0,1.0,0.9410112359550562,0.021038807758810524,0.2497917152431492,0.41608680738041015,0.2420884125587146,0.01178460000664927,,1,,,,,
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,best-of-k-restart-blind,protocol_b,0.5436915020561714,0.015625,0.06239737274220033,0.0,0.8138348995710295,0.2718457510280857,0.45321660749105813,0.6170574947279939,0.0,3.0,0.9338235294117647,0.2938703776770981,0.5791221977883184,0.6931471803652282,1.6849263945667914,0.5017519999819342,0.6083333333333333,1,,,,,
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,blind-sa,protocol_b,0.10151706697989546,0.921875,0.29195088676671216,0.5529673720521721,0.14955610540165803,0.05075853348994773,0.08480277504729045,0.25411998058560425,0.0,0.0,0.749613601236476,0.0008292250153569755,0.09897019671666217,0.03501445839439346,0.09569893174631572,0.16980130001320504,0.7083333333333334,1,,,,,
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,evolutionary-blind,protocol_b,0.11332714923790724,0.953125,0.24294478527607363,0.4651358971995813,0.14026599085737793,0.05666357461895362,0.10289137580194309,0.18903054495316463,0.0,0.0,0.8137931034482758,0.0005423779356250429,0.05694565803405359,0.053481958618323194,0.03112092591875415,0.22102490000543185,,1,,,,,
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,projected-gradient-blind,protocol_b,0.7830148047061404,0.015625,0.04194630872483222,7.937253933193771,4.099725660200249,0.3915074023530702,0.6871818484342352,0.6931471794158914,0.0,3.0,0.9586466165413534,0.4918677235844682,0.6084523919083333,0.6686199236387838,2.1489504592261524,0.05562279999139719,,1,,,,,
challenge,budget_06_thin_strip,crescent,2,hard,smooth,connected,high,structured_dropout,subset-affine-blind,protocol_b,0.5337374100445077,0.0625,0.026234567901234566,5.3223538850927365,0.7674537889449207,0.26686870502225385,0.47567577425046453,0.6263001431622994,0.0,3.0,0.9724612736660929,0.2624125094466102,0.5748227142151576,0.6350312254587684,1.5539707138531482,0.8463207999884617,,1,,,,,
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,ambiguity-set-sampler,protocol_b,0.3326114037543653,0.265625,0.09004092769440655,2.4263147698637275,0.628596515622511,0.16630570187718266,0.30439264808778105,0.5552865507169676,0.0,8.0,0.9232,0.08008847151204818,0.4393008787683613,0.487867691185214,1.4562219978810038,1.3676253999874461,,6,0.3102950131138535,0.11086696507341778,0.22210014920337556,0.3333333333333333,0.895057814959585
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,anchor-aware-refiner,protocol_a,0.7104351286791376,0.21875,0.08049113233287858,2.3151556858498217,1.3114869006863505,0.3552175643395688,0.5280651514389424,0.6762016677250666,0.0,9.0,0.9294871794871795,0.039003655680306074,0.20902656062377273,0.5118646842712129,0.7207917702153017,0.011884300009114668,,1,,,,,
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,best-of-k-restart-blind,protocol_b,0.7153062886901704,0.015625,0.02710843373493976,0.0,1.031615982254332,0.3576531443450852,0.5336846527458944,0.6392178031409879,0.0,9.0,0.9695885509838998,0.41238870456557897,0.498524423284347,0.693147180377454,1.9288679267081172,0.4996243999921717,0.7333333333333333,1,,,,,
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,blind-sa,protocol_b,0.2771348742099191,0.53125,0.16584766584766586,0.7124881179622318,0.5978426737797239,0.13856743710495956,0.2097606676957029,0.4876915059946181,0.0,0.0,0.8657817109144543,0.003879102958763798,0.13793304287183006,0.16494333603496028,0.6704195253174561,0.1711557999951765,0.6916666666666667,1,,,,,
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,evolutionary-blind,protocol_b,0.27069151246709544,0.578125,0.17852975495915985,0.45597300741038116,0.6146235889607664,0.13534575623354772,0.2059899822873938,0.3836614395039694,0.0,2.0,0.8748241912798875,0.0017761171897266613,0.11173757738377091,0.07301721170893608,0.3804733346232332,0.21884779998799786,,1,,,,,
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,projected-gradient-blind,protocol_b,0.7960578861913796,0.015625,0.04094488188976378,7.937253933193772,3.980080691788045,0.3980289430956898,0.6895130665657672,0.6931471793937738,0.0,9.0,0.9586466165413534,0.4843511666479583,0.5189686902046774,0.6736002107203273,2.2817819629244727,0.057565499999327585,,1,,,,,
challenge,budget_06_thin_strip,crescent,3,hard,smooth,connected,high,clustered_occlusion,subset-affine-blind,protocol_b,0.5384331133391915,0.140625,0.030973451327433628,5.526531483762565,0.7660060604311454,0.26921655666959576,0.5105430134990251,0.623718130582964,0.0,9.0,0.9630281690140845,0.355459969682703,0.5005317529082375,0.647938195931168,1.6813768127357946,0.8866158000018913,,1,,,,,
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,ambiguity-set-sampler,protocol_b,0.24472412629362553,0.609375,0.16666666666666666,1.3609188036935456,0.5880294811488876,0.12236206314681276,0.23728203802630862,0.5390294400818938,0.0,1.0,0.8789237668161435,0.023546534801314037,0.15481012176421763,0.28713234902154344,0.3008386721908871,1.473607100022491,,6,0.24472412629362553,0.12013690552650509,0.2267351194299192,0.3333333333333333,0.8867990207192509
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,anchor-aware-refiner,protocol_a,0.4843654547084862,0.359375,0.06390328151986183,1.203259317769549,1.2414917309415303,0.2421827273542431,0.34466849333302907,0.6213713246161346,0.0,3.0,0.9502369668246445,0.06551666097254646,0.5208985156789765,0.24339744602597468,1.8297348990692701,0.011599699995713308,,1,,,,,
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,best-of-k-restart-blind,protocol_b,0.13416685230516476,1.0,0.38293650793650796,0.2574906560972207,0.14945793310358646,0.06708342615258238,0.10287426741371933,0.2924214660069744,0.0,2.0,0.7619047619047619,0.0004869626794558662,0.05015152271983546,0.04903262738854286,0.02815633708541565,0.5228583000134677,0.6583333333333333,1,,,,,
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,blind-sa,protocol_b,0.08218053178693985,0.984375,0.5370786516853933,0.349534709234053,0.16124653980498582,0.041090265893469924,0.053726494656563394,0.13198863377630937,0.0,2.0,0.599406528189911,0.00038483168850308395,0.052701055306213496,0.07133750003201889,0.07206193530145111,0.1768871000094805,0.7166666666666667,1,,,,,
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,evolutionary-blind,protocol_b,0.13156342453001785,1.0,0.3488372093023256,0.2619956943694946,0.14738303399350802,0.06578171226500892,0.09873621018247519,0.2924214660069744,0.0,2.0,0.7736318407960199,0.00046925993726914866,0.03281075119006381,0.06095588068331964,0.03570547982930261,0.24454810001770966,,1,,,,,
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,projected-gradient-blind,protocol_b,0.6657996594818198,0.046875,0.015037593984962405,7.937253933193774,0.9708775159778845,0.3328998297409099,0.5363598359510129,0.6931471793212846,0.0,3.0,0.9881516587677726,0.34902330134474413,0.5130477729712233,0.6931471804151081,1.776364859211923,0.05873119999887422,,1,,,,,
challenge,budget_06_thin_strip,cross-branch,0,hard,jagged,connected,high,none,subset-affine-blind,protocol_b,0.5288448927388388,0.09375,0.033073929961089495,4.1573795029153136,0.9238540086602405,0.2644224463694194,0.5092557984046653,0.6265287635292749,0.0,3.0,0.9729064039408867,0.2824546809523545,0.49723253474933266,0.5827066043872859,1.8297348990692701,1.150318200001493,,1,,,,,
challenge,budget_06_thin_strip,cross-branch,1,hard,jagged,connected,high,moment_preserving_perturbation,ambiguity-set-sampler,protocol_b,0.3620371094183252,0.4375,0.1,1.3710497558049781,0.8761658270992183,0.1810185547091626,0.3575734647796281,0.6364268497128702,0.0,0.0,0.9232365145228216,0.04251618460755291,0.5534828343707621,0.4635309818612009,1.8109954229120213,1.414703999995254,,6,0.33510675262522577,0.12630816466623437,0.3131540823331172,0.5,0.8813432060955905
challenge,budget_06_thin_strip,cross-branch,1,hard,jagged,connected,high,moment_preserving_perturbation,anchor-aware-refiner,protocol_a,0.44817445427894764,0.421875,0.08385093167701864,1.3828410739966102,1.4156374502948483,0.22408722713947382,0.3642213189541163,0.5913929825119006,0.0,2.0,0.9403292181069959,0.07745567298099042,0.5531057335237115,0.41261214397087176,1.7582450015883282,0.012224000005517155,,1,,,,,
challenge,budget_06_thin_strip,cross-branch,1,hard,jagged,connected,high,moment_preserving_perturbation,best-of-k-restart-blind,protocol_b,0.5632123762124932,0.15625,0.013806706114398421,0.0,1.03135644296874,0.2816061881062466,0.4858109774553941,0.6702515163401903,0.0,2.0,0.9864864864864865,0.19293841985533472,0.5607260110493737,0.6527826866133147,1.524433024222772,0.5383731000183616,0.775,1,,,,,
challenge,budget_06_thin_strip,cross-branch,1,hard,jagged,connected,high,moment_preserving_perturbation,blind-sa,protocol_b,0.24397335259326342,0.796875,0.13438735177865613,0.24996776734282575,0.3921639251104714,0.12198667629663171,0.16964726158271834,0.5415212333462489,0.0,1.0,0.9172297297297297,0.0023897551447317434,0.13713271502915808,0.12246954034774384,0.0974658499308303,0.18986099999165162,0.6166666666666667,1,,,,,
