budget,family,seed,blind_norm_cd,blind_coverage,blind_iou,anchor_norm_cd,anchor_coverage,anchor_iou,sampler_point_norm_cd,oracle_best_of_k_norm_cd,hypothesis_diversity,feasible_set_exploration,structural_mode_coverage,posterior_concentration_proxy,budget_difficulty,family_surface,family_connectivity,ambiguity_stratum,corruption_type,blind_anchor_gap_cd,blind_anchor_gap_cov,blind_anchor_gap_iou,sampler_gain,recoverability_class,early_loss_mean,early_loss_delta,early_projection_mean,early_best_cd,need_escalation,early_warning_risk,moments_correct,point_correct,moments_confidence,point_confidence,access_value_gain,components,hole_proxy,bbox_aspect_ratio,curvature_std,density_entropy,symmetry_score,budget_id,trace,det,cond,rotation_deg,downstream_fragility,transfer_drop,collapse_score,blind_success,phase_manual,phase_cluster,phase_name,phase_x,phase_y
budget_06_thin_strip,multi-hole,0,0.1267940223974448,0.921875,0.1763527054108216,0.4699116440258921,0.390625,0.1226012793176972,0.2757825231733318,0.2712806632771426,0.112982259827485,0.3064911299137425,0.5,0.893166504903352,hard,smooth,connected,high,structured_dropout,-0.3431176216284473,0.53125,0.0537514260931244,-0.1444866408796978,globally hard,0.23850776726916387,0.2205000679221774,0.39468457996245937,0.1267940223974448,0,0.0033333333333333335,1,1,0.60151076,0.9663431,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.13945753264347963,7.673015873015874,0.9591315918856302,0,globally hard,4,effective-collapse zone,1.4567564996438274,0.22569141651919905
budget_06_thin_strip,multi-hole,1,0.2930599596115854,0.53125,0.0962732919254658,0.5131019058311712,0.265625,0.0483870967741935,0.3003653149990348,0.3003653149990348,0.0852671408508582,0.1259669037587624,0.1666666666666666,0.9182669450198232,hard,smooth,connected,high,clustered_occlusion,-0.2200419462195858,0.265625,0.0478861951512723,-0.0073053553874494,optimization-limited candidate,0.24618390838023566,0.29333709848089284,0.41484576877858315,0.2930599596115854,1,0.9966666666666667,1,1,0.532994,0.94462687,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1234581925080737,7.673015873015874,0.834541444142839,0,optimization-limited candidate,1,optimization-limited zone,0.13546951827939036,1.9383792862353695
budget_06_thin_strip,multi-hole,2,0.1500133743159664,0.84375,0.1343589743589743,0.4722738657144735,0.390625,0.1137965760322255,0.277778857620687,0.2565334913586151,0.1018493966803692,0.3009246983401846,0.5,0.903165561158566,hard,smooth,connected,high,none,-0.3222604913985071,0.453125,0.0205623983267487,-0.1065201170426486,globally hard,0.22110638345185954,0.2506458012239128,0.3840592795359341,0.1500133743159664,0,0.006666666666666667,1,1,0.533557,0.9547725,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.13456501620331446,7.673015873015874,0.970357428904306,0,globally hard,4,effective-collapse zone,1.450662193544248,0.5293564999135518
budget_06_thin_strip,multi-hole,3,0.2484461480972966,0.5625,0.1324503311258278,0.4839468551740628,0.375,0.1222943722943722,0.3149312777731864,0.2863438264502045,0.1422204725078566,0.2377769029205949,0.3333333333333333,0.8674299909367993,hard,smooth,connected,high,moment_preserving_perturbation,-0.2355007070767661,0.1875,0.0101559588314555,-0.0378976783529079,optimization-limited candidate,0.289327263664039,0.37133889826340105,0.40351528030577616,0.2484461480972966,1,1.0,1,1,0.45828995,0.96012247,-0.0464,1.0,73.0,1.0002814165939322,0.0980752729044046,2.013166601186731,0.7876321647398156,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1697833238313193,7.673015873015874,0.7741065975923758,0,optimization-limited candidate,1,optimization-limited zone,-0.560996391528799,1.5204024420264504
budget_06_thin_strip,nested-rings,0,0.0994402125752645,1.0,0.1566380133715377,0.4390885484332876,0.359375,0.1046511627906976,0.2887552873523754,0.280258343334868,0.1252927773053319,0.2293130553193326,0.3333333333333333,0.8822385653389796,hard,smooth,connected,high,none,-0.3396483358580231,0.640625,0.0519868505808401,-0.1808181307596034,anchor-easy/blind-easy,0.1941073435105617,0.1533893147488706,0.33015438189472956,0.0994402125752645,0,0.02666666666666667,0,0,0.25715336,0.20598544,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1520671655784222,8.373015873015873,0.9422533775816168,1,anchor-easy/blind-easy,4,effective-collapse zone,1.4138133641505255,0.15644776518430234
budget_06_thin_strip,nested-rings,1,0.2450479203982629,0.703125,0.1503461918892186,0.3897004995654313,0.5,0.0677382319173364,0.3120115562434715,0.3120115562434715,0.1408883233812804,0.2371108283573068,0.3333333333333333,0.8685863070633488,hard,smooth,connected,high,moment_preserving_perturbation,-0.1446525791671684,0.203125,0.0826079599718822,-0.0669636358452085,anchor-easy/blind-hard,0.18327319188263771,0.2103733297712212,0.3072740902809153,0.2450479203982629,1,0.8833333333333333,0,0,0.25864318,0.83524436,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.16610630047924813,8.373015873015873,0.7932299997959694,0,anchor-easy/blind-hard,1,optimization-limited zone,-0.2833301995686561,1.9210282024498218
budget_06_thin_strip,nested-rings,2,0.1251191073802154,1.0,0.2294288480154888,0.4375128483751891,0.390625,0.095190380761523,0.3221190169048838,0.3155517016578463,0.0911852805509357,0.2122593069421345,0.3333333333333333,0.9128485621452472,hard,smooth,connected,high,structured_dropout,-0.3123937409949737,0.609375,0.1342384672539658,-0.1904325942776309,anchor-easy/blind-easy,0.19860562692328332,0.20570456119429958,0.35234470937577916,0.1251191073802154,0,0.01,0,0,0.25906372,0.4129617,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.11666474667816536,8.373015873015873,0.9807992108043538,1,anchor-easy/blind-easy,4,effective-collapse zone,1.9687775977158912,0.37946650259838177
budget_06_thin_strip,nested-rings,3,0.219056664481228,0.75,0.1439688715953307,0.496588935353552,0.265625,0.0751381215469613,0.3193388915873466,0.2922285004006113,0.0877824629836057,0.3772245648251361,0.6666666666666666,0.91596011028173,hard,smooth,connected,high,clustered_occlusion,-0.277532270872324,0.484375,0.0688307500483694,-0.0731718359193833,globally hard,0.23078915068369218,0.21946842783254328,0.36158363538683136,0.219056664481228,1,0.96,0,0,0.2267342,0.62806326,-0.0464,1.0,80.0,1.0113656184223867,0.0765667972526494,1.984999432522959,0.9893860467956732,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.1215445208419971,8.373015873015873,0.8372065897197749,0,globally hard,1,optimization-limited zone,0.4340781042799494,1.4435526666280991
budget_06_thin_strip,pinwheel,0,0.1613410257468197,0.953125,0.1659340659340659,0.3501844788638518,0.5625,0.0606767794632438,0.2918382395709785,0.2918382395709785,0.1623854907949123,0.1645260787307894,0.1666666666666666,0.850113430465272,hard,jagged,connected,high,none,-0.1888434531170321,0.390625,0.1052572864708221,-0.1304972138241588,globally hard,0.24334851821320158,0.3232402177386949,0.319632719642454,0.1613410257468197,0,0.0033333333333333335,1,1,0.61716497,0.2965666,-0.0464,1.0,66.0,1.0084614575281672,0.1489407766853352,2.043908586001609,0.938995126702752,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.18184020605861367,6.973015873015874,0.9058153108278859,0,globally hard,4,effective-collapse zone,0.6620160488695728,0.8067205538805912
budget_06_thin_strip,pinwheel,1,0.2348999377850061,0.90625,0.1116965226554267,0.3881789342256886,0.5,0.0757381258023106,0.3124929599850896,0.2980458893626402,0.1319872338420466,0.1493269502543566,0.1666666666666666,0.8763521826583486,hard,jagged,connected,high,moment_preserving_perturbation,-0.1532789964406825,0.40625,0.0359583968531161,-0.0631459515776341,globally hard,0.2461758664736442,0.34397076091001844,0.3714075830781917,0.2348999377850061,1,0.99,1,1,0.5909441,0.32526225,-0.0464,1.0,66.0,1.0084614575281672,0.1489407766853352,2.043908586001609,0.938995126702752,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.16364471878698134,6.973015873015874,0.7844724965172949,0,globally hard,1,optimization-limited zone,-0.321726030561495,1.799097061406376
budget_06_thin_strip,pinwheel,2,0.2076046436807694,0.984375,0.1516164994425864,0.3397298760553632,0.546875,0.1183723797780517,0.3165573456241488,0.278142867594151,0.1469311673473874,0.3234655836736937,0.5,0.8633534022759313,hard,jagged,connected,high,structured_dropout,-0.1321252323745938,0.4375,0.0332441196645346,-0.0705382239133816,globally hard,0.20190918722022236,0.26850911209014977,0.32093208421304137,0.2076046436807694,0,0.13,1,1,0.6099093,0.36352888,-0.0464,1.0,66.0,1.0084614575281672,0.1489407766853352,2.043908586001609,0.938995126702752,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.17105397809516365,6.973015873015874,0.9021777947210247,0,globally hard,4,effective-collapse zone,0.47802801926379446,1.4476758085604222
budget_06_thin_strip,pinwheel,3,0.249707332719797,0.859375,0.1234705228031145,0.4345526320581972,0.421875,0.0823244552058111,0.3097915306964284,0.2911577989780551,0.1401233503870866,0.3200616751935433,0.5,0.8692510063374616,hard,jagged,connected,high,clustered_occlusion,-0.1848452993384002,0.4375,0.0411460675973034,-0.0414504662582581,anchor-easy/blind-hard,0.2655751094045276,0.33607934597972244,0.3614821003078365,0.249707332719797,1,0.9933333333333333,1,1,0.61632174,0.4184312,-0.0464,1.0,66.0,1.0084614575281672,0.1489407766853352,2.043908586001609,0.938995126702752,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.169222247057869,6.973015873015874,0.7754743417125911,0,anchor-easy/blind-hard,1,optimization-limited zone,-0.5300431449792714,1.687673250712595
budget_06_thin_strip,spiral,0,0.1266791758071991,0.96875,0.1912065439672801,0.3888083435729034,0.421875,0.0687645687645687,0.363198244133162,0.3395507059993888,0.1101032869830349,0.2217183101581841,0.3333333333333333,0.8957416120696985,hard,smooth,connected,high,structured_dropout,-0.2621291677657043,0.546875,0.1224419752027114,-0.2128715301921897,globally hard,0.23936456420185018,0.2453953901944234,0.38096213046113087,0.1266791758071991,0,0.006666666666666667,1,1,0.20743234,0.4219893,-0.0464,1.0,48.0,1.1364522233114445,0.1033335109422039,1.9971717461824172,0.8783513135867637,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.13545081799957118,5.173015873015874,0.9479516767439286,0,globally hard,4,effective-collapse zone,1.6933192373189696,0.0733251119223564
budget_06_thin_strip,spiral,1,0.2209467283467051,0.65625,0.1988304093567251,0.4176461002284234,0.421875,0.0704387990762124,0.3771051381915578,0.3771051381915578,0.1011129859056673,0.2172231596195003,0.3333333333333333,0.9038309069629844,hard,smooth,connected,high,clustered_occlusion,-0.1966993718817183,0.234375,0.1283916102805127,-0.1561584098448526,globally hard,0.22881678961739385,0.2712859616379569,0.38552813037756734,0.2209467283467051,1,0.98,1,1,0.30511603,0.65831876,-0.0464,1.0,48.0,1.1364522233114445,0.1033335109422039,1.9971717461824172,0.8783513135867637,budget_06_thin_strip,1.5,0.2755102040816327,6.0,12.0,0.12740864952676267,5.173015873015874,0.8066170883598646,0,globally hard,1,optimization-limited zone,0.46910747143367654,1.0868480909937939
