case_id,display_name,source_id,template_id,seed,method,status,runtime_s,norm_cd,coverage,iou,uniformity,hausdorff,bidirectional_nn,approx_emd,occupancy_divergence,components_error,holes_error,skeleton_error,pairwise_hist_divergence,density_divergence,curvature_divergence,summary_entropy_gap,validation_loss,acceptance_rate
angular__diamond_ring__s01,angular-derived budget -> diamond ring (seed 1),angular,diamond_ring,1,best-of-k-restart-blind,ok,3.205429599998752,0.1802015265748354,0.1645,0.453588143525741,0.2307377360404779,0.6070018564900096,0.0901007632874177,0.1908787333324912,0.2560249759481848,0.0,31.0,0.9620253164556962,0.0120728492316357,0.0319826400212025,0.0063998535655133,0.1901594912660016,0.011536886802179,
angular__diamond_ring__s01,angular-derived budget -> diamond ring (seed 1),angular,diamond_ring,1,entropy-transport-blind,ok,1.3334792999958154,0.1802015265748354,0.1645,0.453588143525741,0.2307377360404776,0.6070018564900092,0.0901007632874177,0.1908787333324912,0.2560249759481848,0.0,31.0,0.9620253164556962,0.0120728492316357,0.0319826400212025,0.0063998535655133,0.1901594912660016,0.0199878812646125,
angular__diamond_ring__s01,angular-derived budget -> diamond ring (seed 1),angular,diamond_ring,1,langevin-blind,ok,31.36025099997641,0.1802015265748354,0.1645,0.453588143525741,0.2307377360404779,0.6070018564900096,0.0901007632874177,0.1908787333324912,0.2560249759481848,0.0,31.0,0.9620253164556962,0.0120728492316357,0.0319826400212025,0.0063998535655133,0.1901594912660016,0.011536886802179,
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,anchor-aware-refiner,ok,0.9060129999998026,0.1724692195746281,0.163,0.3977812995245642,2.624241254689751,0.6179115257773585,0.086234609787314,0.1317216663443581,0.3050616793945388,0.0,4.0,0.9427083333333334,0.0041919228399633,0.573912309921362,0.5067006210620465,1.3237076979300832,,
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,blind-sa,ok,40.09907440000097,0.1798229806560102,0.163,0.4519906323185012,0.2281998523981552,0.6179115257773583,0.0899114903280051,0.1928871939910314,0.2544041264693836,0.0,27.0,0.9567474048442908,0.0111477105275124,0.0209129813688976,0.0045987235574858,0.0212529949972828,0.0192133899896005,0.9666666666666668
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,projected-gradient-blind,ok,1.066625399980694,0.1798229806560102,0.163,0.4519906323185012,0.2281998523981552,0.6179115257773583,0.0899114903280051,0.1928871939910314,0.2544041264693836,0.0,27.0,0.9567474048442908,0.0111477105275124,0.0209129813688976,0.0045987235574858,0.0212529949972828,0.0114099926201269,
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,evolutionary-blind,ok,60.230475099990144,0.1798229806560102,0.163,0.4519906323185012,0.2281998523981552,0.6179115257773583,0.0899114903280051,0.1928871939910314,0.2544041264693836,0.0,27.0,0.9567474048442908,0.0111477105275124,0.0209129813688976,0.0045987235574858,0.0212529949972828,0.0192133899896005,
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,best-of-k-restart-blind,ok,3.5744048999913502,0.1798229806560102,0.163,0.4519906323185012,0.2281998523981552,0.6179115257773583,0.0899114903280051,0.1928871939910314,0.2544041264693836,0.0,27.0,0.9567474048442908,0.0111477105275124,0.0209129813688976,0.0045987235574858,0.0212529949972828,0.0114099926201269,
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,entropy-transport-blind,ok,1.3462593000149354,0.1798229806560101,0.163,0.4519906323185012,0.2281998523981554,0.6179115257773582,0.089911490328005,0.1928871939910314,0.2544041264693836,0.0,27.0,0.9567474048442908,0.0111477105275124,0.0209129813688976,0.0045987235574858,0.0212529949972828,0.0192133899896444,
angular__diamond_ring__s02,angular-derived budget -> diamond ring (seed 2),angular,diamond_ring,2,langevin-blind,ok,29.90325540001504,0.1798229806560102,0.163,0.4519906323185012,0.2281998523981552,0.6179115257773583,0.0899114903280051,0.1928871939910314,0.2544041264693836,0.0,27.0,0.9567474048442908,0.0111477105275124,0.0209129813688976,0.0045987235574858,0.0212529949972828,0.0114099926201269,
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,anchor-aware-refiner,ok,0.8340940000198316,0.1708501845253594,0.164,0.4032449544914919,2.5141211607901166,0.6135806941455806,0.0854250922626797,0.1309973566420258,0.3067362172736153,0.0,10.0,0.9434229137199436,0.0044248392879433,0.574233242464076,0.4956236314650488,1.3207321393790434,,
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,blind-sa,ok,45.8800876000023,0.1798618968487352,0.164,0.4510721247563353,0.2388872078127311,0.6135806941455803,0.0899309484243676,0.1920098765114479,0.2536196849295213,0.0,28.0,0.9610619469026548,0.0118791917737692,0.0257074828864526,0.0078454870817788,0.0464186913005635,0.0202597946326533,0.9833333333333332
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,projected-gradient-blind,ok,1.387098299979698,0.1798618968487352,0.164,0.4510721247563353,0.2388872078127311,0.6135806941455803,0.0899309484243676,0.1920098765114479,0.2536196849295213,0.0,28.0,0.9610619469026548,0.0118791917737692,0.0257074828864526,0.0078454870817788,0.0464186913005635,0.0119443603908283,
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,evolutionary-blind,ok,60.95284260000335,0.1798618968487352,0.164,0.4510721247563353,0.2388872078127311,0.6135806941455803,0.0899309484243676,0.1920098765114479,0.2536196849295213,0.0,28.0,0.9610619469026548,0.0118791917737692,0.0257074828864526,0.0078454870817788,0.0464186913005635,0.0202597946326533,
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,best-of-k-restart-blind,ok,3.394411499990383,0.1798618968487352,0.164,0.4510721247563353,0.2388872078127311,0.6135806941455803,0.0899309484243676,0.1920098765114479,0.2536196849295213,0.0,28.0,0.9610619469026548,0.0118791917737692,0.0257074828864526,0.0078454870817788,0.0464186913005635,0.0119443603908283,
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,entropy-transport-blind,ok,1.2148601999797393,0.1798618968487354,0.164,0.4510721247563353,0.2388872078127308,0.613580694145583,0.0899309484243677,0.1920098765114478,0.2536196849295213,0.0,28.0,0.9610619469026548,0.0118791917737692,0.0257074828864526,0.0078454870817788,0.0464186913005635,0.0202597946327938,
angular__diamond_ring__s03,angular-derived budget -> diamond ring (seed 3),angular,diamond_ring,3,langevin-blind,ok,29.577301800018176,0.1798618968487352,0.164,0.4510721247563353,0.2388872078127311,0.6135806941455803,0.0899309484243676,0.1920098765114479,0.2536196849295213,0.0,28.0,0.9610619469026548,0.0118791917737692,0.0257074828864526,0.0078454870817788,0.0464186913005635,0.0119443603908283,
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,anchor-aware-refiner,ok,0.8992800999840256,0.1718510902734373,0.159,0.3965244865718799,2.478050317794216,0.6049824709623768,0.0859255451367186,0.131247389616215,0.3085537392553839,0.0,3.0,0.931909212283044,0.0040530665868673,0.5735944843941556,0.4954805299886412,1.3268367797354257,,
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,blind-sa,ok,45.15946189998067,0.1794175729870344,0.159,0.4463937621832358,0.2313859693976274,0.6049824709623767,0.0897087864935172,0.1915487501745512,0.2617474263738805,0.0,23.0,0.9504132231404958,0.0111006215490404,0.0252937043782213,0.0079259515313815,0.1102766725994868,0.01933973355469,0.9833333333333332
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,projected-gradient-blind,ok,1.2199762999953236,0.1794175729870344,0.159,0.4463937621832358,0.2313859693976274,0.6049824709623767,0.0897087864935172,0.1915487501745512,0.2617474263738805,0.0,23.0,0.9504132231404958,0.0111006215490404,0.0252937043782213,0.0079259515313815,0.1102766725994868,0.0115692984701237,
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,evolutionary-blind,ok,63.86870430002455,0.1794175729870344,0.159,0.4463937621832358,0.2313859693976274,0.6049824709623767,0.0897087864935172,0.1915487501745512,0.2617474263738805,0.0,23.0,0.9504132231404958,0.0111006215490404,0.0252937043782213,0.0079259515313815,0.1102766725994868,0.01933973355469,
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,best-of-k-restart-blind,ok,3.5347477000032086,0.1794175729870344,0.159,0.4463937621832358,0.2313859693976274,0.6049824709623767,0.0897087864935172,0.1915487501745512,0.2617474263738805,0.0,23.0,0.9504132231404958,0.0111006215490404,0.0252937043782213,0.0079259515313815,0.1102766725994868,0.0115692984701237,
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,entropy-transport-blind,ok,1.263152600004105,0.1794175729870343,0.159,0.4463937621832358,0.2313859693976275,0.6049824709623738,0.0897087864935171,0.1915487501745513,0.2617474263738805,0.0,23.0,0.9504132231404958,0.0111006215490404,0.0252937043782213,0.0079259515313815,0.1102766725994868,0.019339733554618,
angular__diamond_ring__s04,angular-derived budget -> diamond ring (seed 4),angular,diamond_ring,4,langevin-blind,ok,29.05689090001397,0.1794175729870344,0.159,0.4463937621832358,0.2313859693976274,0.6049824709623767,0.0897087864935172,0.1915487501745512,0.2617474263738805,0.0,23.0,0.9504132231404958,0.0111006215490404,0.0252937043782213,0.0079259515313815,0.1102766725994868,0.0115692984701237,
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,anchor-aware-refiner,ok,0.8163763000047766,0.1711559872971298,0.164,0.3914759273875296,2.520927752110993,0.6162088743555432,0.0855779936485649,0.1311502078247146,0.3077197992236578,0.0,1.0,0.9308005427408412,0.0042928296748834,0.5744219081934421,0.4987287372692601,1.3190669150810437,,
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,blind-sa,ok,43.47255809998023,0.1794468999880641,0.164,0.4492020241339042,0.2398446320771885,0.616208874355543,0.089723449994032,0.1932738468614406,0.2601114474548882,0.0,26.0,0.9595070422535212,0.0117598295837672,0.0190781835298384,0.0048853769794146,0.029264561655756,0.0202241123128153,0.9833333333333332
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,projected-gradient-blind,ok,1.2920660999952815,0.1794468999880641,0.164,0.4492020241339042,0.2398446320771885,0.616208874355543,0.089723449994032,0.1932738468614406,0.2601114474548882,0.0,26.0,0.9595070422535212,0.0117598295837672,0.0190781835298384,0.0048853769794146,0.029264561655756,0.0119922316040201,
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,evolutionary-blind,ok,60.465415699989535,0.1794468999880641,0.164,0.4492020241339042,0.2398446320771885,0.616208874355543,0.089723449994032,0.1932738468614406,0.2601114474548882,0.0,26.0,0.9595070422535212,0.0117598295837672,0.0190781835298384,0.0048853769794146,0.029264561655756,0.0202241123128153,
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,best-of-k-restart-blind,ok,3.3307357000012416,0.1794468999880641,0.164,0.4492020241339042,0.2398446320771885,0.616208874355543,0.089723449994032,0.1932738468614406,0.2601114474548882,0.0,26.0,0.9595070422535212,0.0117598295837672,0.0190781835298384,0.0048853769794146,0.029264561655756,0.0119922316040201,
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,entropy-transport-blind,ok,1.128845300001558,0.1794468999880642,0.164,0.4492020241339042,0.2398446320771893,0.6162088743555422,0.0897234499940321,0.1932738468614403,0.2601114474548882,0.0,26.0,0.9595070422535212,0.0117598295837672,0.0190781835298384,0.0048853769794146,0.029264561655756,0.0202241123129533,
angular__diamond_ring__s05,angular-derived budget -> diamond ring (seed 5),angular,diamond_ring,5,langevin-blind,ok,32.281150399998296,0.1794468999880641,0.164,0.4492020241339042,0.2398446320771885,0.616208874355543,0.089723449994032,0.1932738468614406,0.2601114474548882,0.0,26.0,0.9595070422535212,0.0117598295837672,0.0190781835298384,0.0048853769794146,0.029264561655756,0.0119922316040201,
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,anchor-aware-refiner,ok,0.9237670000002254,0.1700581793904898,0.1685,0.3906003159557662,2.5934406986711327,0.612717618251166,0.0850290896952449,0.1308624709733749,0.3095449038124162,0.0,6.0,0.9355704697986578,0.0046839013794405,0.5743139670194888,0.5040926235723658,1.3200121252850363,,
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,blind-sa,ok,50.30071159999352,0.1798205511073536,0.1685,0.4501945525291829,0.2243333720736153,0.6127176182511656,0.0899102755536768,0.1906592789534872,0.2609188143824049,0.0,30.0,0.9530685920577616,0.012300397631772,0.0215902303258423,0.0056293164422813,0.0934253746810935,0.019826946946038,0.975
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,projected-gradient-blind,ok,1.4958321999874895,0.1798205511073537,0.1685,0.4501945525291829,0.2243333720736152,0.6127176182511659,0.0899102755536768,0.1906592789534871,0.2609188143824049,0.0,30.0,0.9530685920577616,0.012300397631772,0.0215902303258423,0.0056293164422813,0.0934253746810935,0.0112166686039171,
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,evolutionary-blind,ok,62.53116509999381,0.1798205511073537,0.1685,0.4501945525291829,0.2243333720736152,0.6127176182511659,0.0899102755536768,0.1906592789534871,0.2609188143824049,0.0,30.0,0.9530685920577616,0.012300397631772,0.0215902303258423,0.0056293164422813,0.0934253746810935,0.0198269469463867,
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,best-of-k-restart-blind,ok,3.336944400012726,0.1798205511073537,0.1685,0.4501945525291829,0.2243333720736152,0.6127176182511659,0.0899102755536768,0.1906592789534871,0.2609188143824049,0.0,30.0,0.9530685920577616,0.012300397631772,0.0215902303258423,0.0056293164422813,0.0934253746810935,0.0112166686039171,
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,entropy-transport-blind,ok,1.3298442999948747,0.1798205511073536,0.1685,0.4501945525291829,0.2243333720736155,0.6127176182511653,0.0899102755536768,0.1906592789534873,0.2609188143824049,0.0,30.0,0.9530685920577616,0.012300397631772,0.0215902303258423,0.0056293164422813,0.0934253746810935,0.0198269469464791,
angular__diamond_ring__s06,angular-derived budget -> diamond ring (seed 6),angular,diamond_ring,6,langevin-blind,ok,35.393470700015314,0.1798205511073537,0.1685,0.4501945525291829,0.2243333720736152,0.6127176182511659,0.0899102755536768,0.1906592789534871,0.2609188143824049,0.0,30.0,0.9530685920577616,0.012300397631772,0.0215902303258423,0.0056293164422813,0.0934253746810935,0.0112166686039171,
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,anchor-aware-refiner,ok,0.7904112999967765,0.1727149392286974,0.161,0.3961889638745534,2.6242062325708395,0.6265606130183978,0.0863574696143487,0.131611403537398,0.2933550561211698,0.0,10.0,0.9303977272727272,0.0043328465548496,0.573331967512995,0.5037209988482297,1.3295623482771988,,
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,blind-sa,ok,42.53451950001181,0.179881989567569,0.161,0.4514241123683183,0.2408663661225766,0.6265606130183976,0.0899409947837845,0.1939734286246518,0.2511778655457469,0.0,30.0,0.9568345323741008,0.0116934148671043,0.0214124587235223,0.0060132630890945,0.0374935479365454,0.0202287087133992,0.9833333333333332
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,projected-gradient-blind,ok,1.5310303999867756,0.179881989567569,0.161,0.4514241123683183,0.2408663661225766,0.6265606130183976,0.0899409947837845,0.1939734286246517,0.2511778655457469,0.0,30.0,0.9568345323741008,0.0116934148671043,0.0214124587235223,0.0060132630890945,0.0374935479365454,0.0120433183062911,
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,evolutionary-blind,ok,57.40214459999697,0.179881989567569,0.161,0.4514241123683183,0.2408663661225766,0.6265606130183976,0.0899409947837845,0.1939734286246517,0.2511778655457469,0.0,30.0,0.9568345323741008,0.0116934148671043,0.0214124587235223,0.0060132630890945,0.0374935479365454,0.0202287087134241,
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,best-of-k-restart-blind,ok,3.119900799996685,0.179881989567569,0.161,0.4514241123683183,0.2408663661225766,0.6265606130183976,0.0899409947837845,0.1939734286246517,0.2511778655457469,0.0,30.0,0.9568345323741008,0.0116934148671043,0.0214124587235223,0.0060132630890945,0.0374935479365454,0.0120433183062911,
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,entropy-transport-blind,ok,1.6029627000098117,0.179881989567569,0.161,0.4514241123683183,0.2408663661225767,0.6265606130183985,0.0899409947837845,0.1939734286246516,0.2511778655457469,0.0,30.0,0.9568345323741008,0.0116934148671043,0.0214124587235223,0.0060132630890945,0.0374935479365454,0.0202287087136787,
angular__diamond_ring__s07,angular-derived budget -> diamond ring (seed 7),angular,diamond_ring,7,langevin-blind,ok,31.06942139999592,0.179881989567569,0.161,0.4514241123683183,0.2408663661225766,0.6265606130183976,0.0899409947837845,0.1939734286246517,0.2511778655457469,0.0,30.0,0.9568345323741008,0.0116934148671043,0.0214124587235223,0.0060132630890945,0.0374935479365454,0.0120433183062911,
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,anchor-aware-refiner,ok,0.9291436999919824,0.1494312094458386,0.161,0.6282499029879705,2.6039056472416204,0.4767695771352928,0.0747156047229193,0.106018908543572,0.3659685064607467,0.0,1.0,0.8775510204081632,0.0011210243354385,0.5648401052021045,0.4782634846447992,1.5179444467298748,,
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,blind-sa,ok,44.23696830001427,0.1889057046907133,0.1615,0.6942119944211994,0.4047251100370834,0.6708901439919406,0.0944528523453566,0.2131926087607379,0.344632918892394,0.0,6.0,0.934010152284264,0.0045353657069618,0.1809310703659866,0.0052569797582876,0.1773566119028591,0.0234110114971226,0.9833333333333332
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,projected-gradient-blind,ok,1.3772789999784436,0.1889057046907133,0.1615,0.6942119944211994,0.4047251100370834,0.6708901439919406,0.0944528523453566,0.2131926087607379,0.344632918892394,0.0,6.0,0.934010152284264,0.0045353657069618,0.1809310703659866,0.0052569797582876,0.1773566119028591,0.020236255502054,
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,evolutionary-blind,ok,57.7771937000216,0.1889057046907133,0.1615,0.6942119944211994,0.4047251100370834,0.6708901439919406,0.0944528523453566,0.2131926087607379,0.344632918892394,0.0,6.0,0.934010152284264,0.0045353657069618,0.1809310703659866,0.0052569797582876,0.1773566119028591,0.0234110114971226,
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,best-of-k-restart-blind,ok,3.227596499986248,0.1889057046907133,0.1615,0.6942119944211994,0.4047251100370834,0.6708901439919406,0.0944528523453566,0.2131926087607379,0.344632918892394,0.0,6.0,0.934010152284264,0.0045353657069618,0.1809310703659866,0.0052569797582876,0.1773566119028591,0.020236255502054,
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,entropy-transport-blind,ok,1.208636600000318,0.1889057046907132,0.1615,0.6942119944211994,0.404725110037083,0.6708901439919385,0.0944528523453566,0.2131926087607378,0.344632918892394,0.0,6.0,0.934010152284264,0.0045353657069618,0.1809310703659866,0.0052569797582876,0.1773566119028591,0.0234110114973301,
angular__dinosaur_outline__s00,angular-derived budget -> dinosaur outline (seed 0),angular,dinosaur_outline,0,langevin-blind,ok,29.439639799995348,0.1889057046907133,0.1615,0.6942119944211994,0.4047251100370834,0.6708901439919406,0.0944528523453566,0.2131926087607379,0.344632918892394,0.0,6.0,0.934010152284264,0.0045353657069618,0.1809310703659866,0.0052569797582876,0.1773566119028591,0.020236255502054,
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,anchor-aware-refiner,ok,0.809286699979566,0.1477532491577009,0.16,0.6076833527357393,2.5686660434894497,0.4610783823507197,0.0738766245788504,0.1052412318423281,0.3806354466384115,0.0,18.0,0.8795045045045045,0.0011643979292522,0.5637696229495927,0.477977367244393,1.5636850096703236,,
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,blind-sa,ok,44.02135439999984,0.1860460252269359,0.16,0.6943185779017079,0.4008837213216112,0.6808732205977097,0.0930230126134679,0.2129351028490512,0.3409640901262605,0.0,20.0,0.9316005471956224,0.0047653041884742,0.155765858699934,0.0048835592122084,0.0698188005787971,0.0233798989984347,0.975
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,projected-gradient-blind,ok,1.3652201000077184,0.1860460252269359,0.16,0.6943185779017079,0.4008837213216114,0.6808732205977099,0.0930230126134679,0.2129351028490512,0.3409640901262605,0.0,20.0,0.9316005471956224,0.0047653041884742,0.155765858699934,0.0048835592122084,0.0698188005787971,0.0200441860663045,
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,evolutionary-blind,ok,57.02579790001619,0.1860460252269359,0.16,0.6943185779017079,0.4008837213216114,0.6808732205977099,0.0930230126134679,0.2129351028490512,0.3409640901262605,0.0,20.0,0.9316005471956224,0.0047653041884742,0.155765858699934,0.0048835592122084,0.0698188005787971,0.0233798989984585,
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,best-of-k-restart-blind,ok,3.2390194999752566,0.1860460252269359,0.16,0.6943185779017079,0.4008837213216114,0.6808732205977099,0.0930230126134679,0.2129351028490512,0.3409640901262605,0.0,20.0,0.9316005471956224,0.0047653041884742,0.155765858699934,0.0048835592122084,0.0698188005787971,0.0200441860663045,
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,entropy-transport-blind,ok,1.259500999993179,0.1860460252269359,0.16,0.6943185779017079,0.4008837213216114,0.6808732205977087,0.0930230126134679,0.2129351028490513,0.3409640901262605,0.0,20.0,0.9316005471956224,0.0047653041884742,0.155765858699934,0.0048835592122084,0.0698188005787971,0.0233798989985678,
angular__dinosaur_outline__s01,angular-derived budget -> dinosaur outline (seed 1),angular,dinosaur_outline,1,langevin-blind,ok,29.397725599992555,0.1860460252269359,0.16,0.6943185779017079,0.4008837213216114,0.6808732205977099,0.0930230126134679,0.2129351028490512,0.3409640901262605,0.0,20.0,0.9316005471956224,0.0047653041884742,0.155765858699934,0.0048835592122084,0.0698188005787971,0.0200441860663045,
