probe_cell_id,budget,family,seed,phase_name,method,valid_output,runtime_s,proxy_score,norm_cd,iou,coverage,mean_linf_error,cov_linf_error,cov_fro_error,normalized_violation_severity,budget_violation
protocol_b:budget_06_thin_strip:pinwheel:seed2:n64,budget_06_thin_strip,pinwheel,2,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.058410099998582155,0.4140521171560143,0.22279696614208336,0.12558139534883722,0.875,5.117434254131581e-17,2.220446049250313e-16,2.4196749845665633e-16,2.220446049250313e-14,0
protocol_b:budget_10_extreme:multi-hole:seed0:n64,budget_10_extreme,multi-hole,0,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.07432719999633264,0.47510195736569855,0.2654798746297348,0.13240043057050593,0.609375,8.500145032286355e-17,5.551115123125783e-16,8.15843973306311e-16,5.551115123125783e-14,0
protocol_b:budget_10_extreme:nested-rings:seed2:n64,budget_10_extreme,nested-rings,2,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.0626153999910457,0.4622392420500306,0.2327285908669215,0.17192982456140352,0.734375,3.8163916471489756e-17,6.661338147750939e-16,1.0295784775289034e-15,6.661338147750939e-14,0
protocol_b:budget_10_extreme:nested-rings:seed3:n64,budget_10_extreme,nested-rings,3,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.06249150000803638,0.46098752179914204,0.24204673830931833,0.1716171617161716,0.625,4.85722573273506e-17,1.3322676295501878e-15,1.5100665727558131e-15,1.3322676295501878e-13,0
protocol_b:budget_10_extreme:pinwheel:seed2:n64,budget_10_extreme,pinwheel,2,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.0703767999948468,0.4732443562853954,0.24110049208693687,0.15384615384615385,0.875,5.833007687972014e-17,1.3322676295501878e-15,1.3822165187958571e-15,1.3322676295501878e-13,0
protocol_b:budget_10_extreme:spiral:seed0:n64,budget_10_extreme,spiral,0,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.07276520000596065,0.4791510136207608,0.2330364639213768,0.18002466091245375,0.640625,2.269235147012161e-16,2.220446049250313e-15,3.078742732723249e-15,2.220446049250313e-13,0
protocol_b:budget_17_high_rot_aniso:pinwheel:seed0:n64,budget_17_high_rot_aniso,pinwheel,0,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.05804970000463072,0.463621117725013,0.24445791162997133,0.10743801652892562,0.78125,2.0816681711721685e-17,1.5543122344752192e-15,1.7217407965198576e-15,1.5543122344752192e-13,0
protocol_b:budget_18_neg_diag_extreme:volatility-clustering:seed1:n64,budget_18_neg_diag_extreme,volatility-clustering,1,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.07219620000978466,0.49893447521176265,0.2567879750918798,0.12774193548387097,0.765625,8.239936510889834e-17,1.7763568394002505e-15,2.3155537059576192e-15,1.7763568394002505e-13,0
protocol_b:budget_24_rotated_slender:pinwheel:seed0:n64,budget_24_rotated_slender,pinwheel,0,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.07018870000320021,0.4525824533901156,0.24140872726945847,0.10452961672473868,0.78125,1.3444106938820255e-16,2.220446049250313e-16,3.885780586188048e-16,2.220446049250313e-14,0
protocol_b:budget_24_rotated_slender:pinwheel:seed2:n64,budget_24_rotated_slender,pinwheel,2,effective-collapse zone,Log-proxy Transformer flow + exact projection,1,0.06652910000411794,0.48539135198828687,0.22541434763065005,0.12128146453089245,0.84375,3.686287386450715e-17,8.881784197001252e-16,1.1866928732135989e-15,8.881784197001252e-14,0
protocol_b:budget_10_extreme:crescent:seed0:n64,budget_10_extreme,crescent,0,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.0682675999996718,0.4912488837091887,0.28899164726804566,0.08436724565756824,0.46875,6.982261990806649e-17,8.881784197001252e-16,1.0295784775289034e-15,8.881784197001252e-14,0
protocol_b:budget_17_high_rot_aniso:double-loop:seed1:n64,budget_17_high_rot_aniso,double-loop,1,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.06555859999207314,0.5711006142446361,0.28075128200026783,0.06165228113440197,0.609375,6.548581121812447e-17,2.7755575615628914e-16,4.644396126208125e-16,2.7755575615628914e-14,0
protocol_b:budget_17_high_rot_aniso:double-loop:seed3:n64,budget_17_high_rot_aniso,double-loop,3,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.06809570000041276,0.472891914342241,0.2879834683796057,0.06142857142857143,0.40625,7.24247051220317e-17,2.4424906541753444e-15,2.4899706176923835e-15,2.4424906541753444e-13,0
protocol_b:budget_17_high_rot_aniso:mean-reversion:seed2:n64,budget_17_high_rot_aniso,mean-reversion,2,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.06564070000604261,0.5410446784198861,0.28507967212790447,0.10077519379844961,0.671875,3.2959746043559335e-17,8.881784197001252e-16,1.0459102296143537e-15,8.881784197001252e-14,0
protocol_b:budget_17_high_rot_aniso:volatility-clustering:seed3:n64,budget_17_high_rot_aniso,volatility-clustering,3,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.06921140001213644,0.49783802252035014,0.27764883619250563,0.13404255319148936,0.75,3.469446951953614e-18,1.1102230246251565e-15,1.1322097734007351e-15,1.1102230246251565e-13,0
protocol_b:budget_22_broad_high_cond:barbell-bridge:seed2:n64,budget_22_broad_high_cond,barbell-bridge,2,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.06454790000861976,0.46834300172161836,0.248896722183734,0.17031070195627157,0.765625,9.703609443745265e-18,8.881784197001252e-16,9.338421059357628e-16,8.881784197001252e-14,0
protocol_b:budget_22_broad_high_cond:double-loop:seed3:n64,budget_22_broad_high_cond,double-loop,3,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.0693262999993749,0.5000679002012439,0.2844912381361081,0.05064935064935065,0.484375,4.2500725161431774e-17,8.881784197001252e-16,9.338421059357628e-16,8.881784197001252e-14,0
protocol_b:budget_24_rotated_slender:double-loop:seed0:n64,budget_24_rotated_slender,double-loop,0,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.06455120000464376,0.4614413545544425,0.2557869176707602,0.12211668928086838,0.5625,2.1141942363467336e-16,1.1102230246251565e-15,1.1226435567921847e-15,1.1102230246251565e-13,0
protocol_b:budget_24_rotated_slender:double-loop:seed1:n64,budget_24_rotated_slender,double-loop,1,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.07049889999325387,0.4761513412426942,0.24702007197598524,0.07634730538922156,0.59375,7.37257477290143e-18,4.440892098500626e-16,6.544668208791957e-16,4.440892098500626e-14,0
protocol_b:budget_24_rotated_slender:mean-reversion:seed2:n64,budget_24_rotated_slender,mean-reversion,2,ambiguity zone,Log-proxy Transformer flow + exact projection,1,0.0613831999944523,0.46185601196983994,0.2279391460435753,0.12296110414052698,0.796875,3.2526065174565133e-18,4.440892098500626e-16,6.568167990716596e-16,4.440892098500626e-14,0
protocol_b:budget_06_thin_strip:mean-reversion:seed0:n64,budget_06_thin_strip,mean-reversion,0,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.06621799999265932,0.4545327752047914,0.268697971511486,0.07597765363128492,0.703125,9.020562075079397e-17,1.3322676295501878e-15,1.4065259467477195e-15,1.3322676295501878e-13,0
protocol_b:budget_10_extreme:mean-reversion:seed0:n64,budget_10_extreme,mean-reversion,0,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.09262360000866465,0.4630294562441523,0.2416415658283656,0.1536231884057971,0.71875,5.551115123125783e-17,2.6645352591003757e-15,2.884444029575346e-15,2.6645352591003757e-13,0
protocol_b:budget_10_extreme:mean-reversion:seed2:n64,budget_10_extreme,mean-reversion,2,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.06143780000275001,0.4918415401804631,0.2566180115607251,0.13289473684210526,0.8125,1.2663481374630692e-16,2.220446049250313e-16,4.002966042486721e-16,2.220446049250313e-14,0
protocol_b:budget_10_extreme:mean-reversion:seed3:n64,budget_10_extreme,mean-reversion,3,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.06244570000853855,0.48901239495020815,0.2519707693127621,0.09986320109439124,0.75,3.382710778154774e-17,5.551115123125783e-16,7.611305586242616e-16,5.551115123125783e-14,0
protocol_b:budget_15_vertical_strip:barbell-bridge:seed2:n64,budget_15_vertical_strip,barbell-bridge,2,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.06817759999830741,0.5854460910917425,0.26528442726503776,0.11791383219954649,0.734375,3.599551212651875e-17,5.551115123125783e-17,9.429368553244368e-17,5.551115123125783e-15,0
protocol_b:budget_22_broad_high_cond:double-loop:seed1:n64,budget_22_broad_high_cond,double-loop,1,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.061634800003957935,0.4829318387167931,0.2800677942639432,0.049773755656108594,0.4375,3.9898639947466563e-17,2.6645352591003757e-15,2.7228771389677324e-15,2.6645352591003757e-13,0
protocol_b:budget_22_broad_high_cond:mean-reversion:seed0:n64,budget_22_broad_high_cond,mean-reversion,0,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.055249800003366545,0.49038510805427216,0.2832468431473298,0.14642857142857144,0.53125,1.474514954580286e-17,1.3322676295501878e-15,1.3334236103572998e-15,1.3322676295501878e-13,0
protocol_b:budget_22_broad_high_cond:mean-reversion:seed3:n64,budget_22_broad_high_cond,mean-reversion,3,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.07115230000636075,0.522949175408229,0.2721256905992423,0.119906868451688,0.5625,5.074066167232161e-17,4.440892098500626e-16,6.377745716588144e-16,4.440892098500626e-14,0
protocol_b:budget_23_small_high_cond:mean-reversion:seed1:n64,budget_23_small_high_cond,mean-reversion,1,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.06682039999577682,0.46632409377106715,0.20759244621238612,0.1902654867256637,0.765625,3.5887091909270197e-17,7.771561172376096e-16,1.0934428697813141e-15,7.771561172376096e-14,0
protocol_b:budget_24_rotated_slender:volatility-clustering:seed1:n64,budget_24_rotated_slender,volatility-clustering,1,decision-fragile zone,Log-proxy Transformer flow + exact projection,1,0.06063870000070892,0.46536094278379625,0.2555526086152056,0.12776412776412777,0.671875,1.22514845490862e-17,1.1102230246251565e-15,1.1403455171351628e-15,1.1102230246251565e-13,0
protocol_b:budget_17_high_rot_aniso:barbell-bridge:seed0:n64,budget_17_high_rot_aniso,barbell-bridge,0,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.06625720000010915,0.5461990968680884,0.3134753587267911,0.09914320685434516,0.546875,5.117434254131581e-17,3.3306690738754696e-16,4.742874840267547e-16,3.3306690738754696e-14,0
protocol_b:budget_17_high_rot_aniso:barbell-bridge:seed3:n64,budget_17_high_rot_aniso,barbell-bridge,3,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.06346770000527613,0.5784412159025653,0.27476889010962335,0.09399477806788512,0.625,8.348356728138384e-18,8.881784197001252e-16,1.0295784775289034e-15,8.881784197001252e-14,0
protocol_b:budget_18_neg_diag_extreme:barbell-bridge:seed2:n64,budget_18_neg_diag_extreme,barbell-bridge,2,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.060576299991225824,0.5880802928083423,0.2506439061304812,0.1736613603473227,0.671875,2.0252896582029223e-16,3.3306690738754696e-16,4.577566798522237e-16,3.3306690738754696e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed0:n64,budget_23_small_high_cond,barbell-bridge,0,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.07591479999246076,0.4842201469724752,0.2683305526085315,0.1936,0.53125,3.7838655819744105e-17,5.551115123125783e-16,5.768888059150692e-16,5.551115123125783e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed1:n64,budget_23_small_high_cond,barbell-bridge,1,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.07385909999720752,0.530574313170449,0.3062538140951414,0.15828402366863906,0.53125,3.3772897672923463e-17,3.885780586188048e-16,5.4672143489065705e-16,3.885780586188048e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed2:n64,budget_23_small_high_cond,barbell-bridge,2,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.05955970000650268,0.5350945792917604,0.2772439729620783,0.14157973174366617,0.609375,9.540979117872439e-18,3.885780586188048e-16,4.335559509131367e-16,3.885780586188048e-14,0
protocol_b:budget_23_small_high_cond:barbell-bridge:seed3:n64,budget_23_small_high_cond,barbell-bridge,3,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.06801289999566507,0.46128502713019026,0.27779867453889134,0.10778443113772455,0.578125,2.2551405187698492e-17,3.885780586188048e-16,4.041272810440265e-16,3.885780586188048e-14,0
protocol_b:budget_24_rotated_slender:barbell-bridge:seed0:n64,budget_24_rotated_slender,barbell-bridge,0,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.06758300001092721,0.6020072053642161,0.3142574450067385,0.08415841584158416,0.46875,1.1600963245594897e-16,4.440892098500626e-16,4.54378355600607e-16,4.440892098500626e-14,0
protocol_b:budget_24_rotated_slender:barbell-bridge:seed2:n64,budget_24_rotated_slender,barbell-bridge,2,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.06334019999485463,0.5495921887439937,0.26979524284373285,0.164,0.765625,3.2959746043559335e-17,4.440892098500626e-16,6.866350197783356e-16,4.440892098500626e-14,0
protocol_b:budget_24_rotated_slender:barbell-bridge:seed3:n64,budget_24_rotated_slender,barbell-bridge,3,information-limited zone,Log-proxy Transformer flow + exact projection,1,0.06053580000298098,0.5082309246266873,0.2993624876479569,0.12859097127222982,0.625,4.597017211338539e-17,1.1102230246251565e-15,1.1335697856308468e-15,1.1102230246251565e-13,0
